Time(s),AP68-EQ4-psaNorthSouth(g),AP68-EQ4-psaEastWest(g),BA49-EQ7-psaNorthSouth(g),BA49-EQ7-psaEastWest(g),BO39-EQ9-psaNorthSouth(g),BO39-EQ9-psaEastWest(g),CA59-EQ10-psaNorthSouth(g),CA59-EQ10-psaEastWest(g),CU80-EQ22-psaNorthSouth(g),CU80-EQ22-psaEastWest(g),HJ72-EQ32-psaNorthSouth(g),HJ72-EQ32-psaEastWest(g),JA43-EQ34-psaNorthSouth(g),JA43-EQ34-psaEastWest(g),MY19-EQ42-psaNorthSouth(g),MY19-EQ42-psaEastWest(g),RI76-EQ48-psaNorthSouth(g),RI76-EQ48-psaEastWest(g),VM29-EQ59-psaNorthSouth(g),VM29-EQ59-psaEastWest(g),XP06-EQ61-psaNorthSouth(g),XP06-EQ61-psaEastWest(g)
3.940,0.050848777,0.087090632,0.058965475,0.082333937,0.034852589,0.09304034,0.030748844,0.087861944,0.071532416,0.078745576,0.045854327,0.059833339,0.04025457,0.094704576,0.050599105,0.0777512,0.033632069,0.081751405,0.040169985,0.075694077,0.043006419,0.07980468
3.950,0.050188155,0.086188797,0.058385722,0.081693804,0.034610526,0.092654757,0.030549694,0.087299321,0.07068737,0.078008848,0.045507395,0.059349558,0.039816289,0.094103672,0.050543579,0.077177298,0.033642331,0.081336206,0.039978442,0.075041447,0.042844724,0.079264299
3.960,0.049673415,0.085286544,0.057805271,0.08104659,0.034378019,0.092245827,0.030346264,0.086741605,0.069821478,0.077279786,0.045153377,0.058862561,0.039376024,0.093500833,0.050467294,0.076603329,0.033644281,0.080920649,0.039786847,0.074366808,0.042674264,0.078698494
3.970,0.049239959,0.084378552,0.057231518,0.080397975,0.034151558,0.091804103,0.030137918,0.086179313,0.068934118,0.076562661,0.044791413,0.058373005,0.038931584,0.092897958,0.050366145,0.076019267,0.03363444,0.080496464,0.039595253,0.073667427,0.042499343,0.078105322
3.980,0.048793527,0.083497737,0.056664692,0.079749643,0.033928793,0.091332312,0.0299233,0.085612547,0.068029562,0.075853129,0.044421862,0.057888999,0.038484151,0.092287773,0.050239686,0.075431933,0.033618601,0.080067606,0.039403728,0.072949679,0.042314265,0.077480872
3.990,0.048343221,0.083118889,0.056107746,0.079094766,0.033707347,0.09083961,0.029704566,0.085049522,0.067114179,0.075150795,0.04404616,0.057401942,0.038038209,0.091675216,0.050089416,0.074838235,0.033591005,0.079639427,0.039212357,0.072212489,0.042124796,0.07683819
4.000,0.047948869,0.082736697,0.05556369,0.078434563,0.033484858,0.09031411,0.029481519,0.08448497,0.066180051,0.074455566,0.043668957,0.056911936,0.037589571,0.091063239,0.049918323,0.074237877,0.033554945,0.07920352,0.039021231,0.071453185,0.041927314,0.076163683
4.010,0.047657655,0.082344709,0.055035116,0.077779164,0.033259029,0.089758241,0.029252743,0.083916018,0.065228308,0.073767299,0.043285239,0.056426689,0.037138782,0.090444235,0.049722448,0.073634962,0.033509473,0.078763814,0.038830455,0.070677511,0.041722062,0.075469391
4.020,0.047537951,0.081943109,0.054524163,0.077117761,0.033027662,0.089182755,0.029020843,0.083344684,0.064265291,0.073085882,0.042895447,0.055939544,0.036688806,0.089821936,0.049501942,0.073066489,0.033453788,0.078325051,0.038640139,0.069885281,0.041512987,0.074750659
4.030,0.047422834,0.081533812,0.054032507,0.076450628,0.032788705,0.088575242,0.028784934,0.08277776,0.063292314,0.072411182,0.042500033,0.055449527,0.036239867,0.089201383,0.049259976,0.072964259,0.033390629,0.077879222,0.0384504,0.069073807,0.041294895,0.074005608
4.040,0.047303955,0.081123976,0.053561348,0.075785424,0.032541557,0.087938737,0.028708352,0.082206477,0.062304873,0.071743058,0.04210156,0.054962002,0.036033084,0.088574128,0.048996182,0.072858487,0.033316032,0.077431103,0.03826136,0.068247681,0.041072796,0.073246124
4.050,0.047174128,0.080705015,0.053111415,0.075118658,0.032285594,0.087283391,0.028659098,0.081630915,0.061304251,0.071081386,0.041702053,0.054474627,0.03583643,0.087941874,0.048708268,0.072745831,0.033235657,0.07698313,0.038073145,0.067408366,0.040844676,0.072459959
4.060,0.047039093,0.080277197,0.052682983,0.074446716,0.032017124,0.086597434,0.028591895,0.0810563,0.060295025,0.070428053,0.041298148,0.053984433,0.035635443,0.087313387,0.048396419,0.072623143,0.033143745,0.076528548,0.037885882,0.066552617,0.040608524,0.071656545
4.070,0.046892926,0.079840785,0.052275897,0.073771748,0.031734917,0.085884852,0.02850559,0.080482515,0.059280754,0.069782691,0.040890309,0.053494642,0.035430428,0.086678565,0.048065497,0.072492218,0.033046031,0.076073979,0.037868336,0.065776328,0.040371519,0.070835226
4.080,0.046736656,0.079404771,0.051889595,0.073100817,0.031519666,0.085154167,0.028399055,0.079904495,0.058256707,0.069143252,0.040478994,0.053006877,0.035223763,0.086037618,0.047711733,0.072358916,0.03293808,0.075617612,0.037835671,0.065686087,0.040127135,0.06999057
4.090,0.046570693,0.078961764,0.051523156,0.07242528,0.031480076,0.084394828,0.028272779,0.079322325,0.05722421,0.068509582,0.040066461,0.05251636,0.035015737,0.085400477,0.047334614,0.072215553,0.032823453,0.075154933,0.037781431,0.065551919,0.039877519,0.069135776
4.100,0.046389796,0.078510866,0.051175332,0.071745419,0.031436332,0.083611597,0.028124528,0.078742894,0.056184608,0.067881549,0.039654662,0.052024848,0.034804518,0.08475889,0.046935181,0.072062173,0.032700486,0.074695271,0.037698663,0.065369525,0.039626136,0.068261707
4.110,0.046200754,0.078052365,0.050844599,0.071067715,0.031386375,0.082811439,0.027953094,0.078162321,0.05514419,0.067259011,0.039240538,0.051536596,0.034590405,0.084111599,0.046517151,0.071905921,0.032569812,0.0742309,0.037585191,0.065139538,0.039368471,0.067493092
4.120,0.045994393,0.07759213,0.050529204,0.070389848,0.031328253,0.081985046,0.027757757,0.077577688,0.05410103,0.066641825,0.038824508,0.05104569,0.034373689,0.083464247,0.0460762,0.071742037,0.032432995,0.073762553,0.037442107,0.064869271,0.039107799,0.067490252
4.130,0.045777339,0.077128685,0.050228544,0.069708251,0.031260239,0.081137219,0.02753797,0.076989101,0.053693435,0.066029837,0.038406976,0.05055341,0.034154652,0.082816807,0.045612463,0.071568282,0.032287104,0.073296401,0.037270253,0.064550231,0.038845038,0.067460908
4.140,0.045543344,0.07665843,0.049939583,0.069023211,0.031184282,0.080274607,0.027293365,0.076403709,0.053646585,0.065422926,0.037988617,0.050064675,0.033937023,0.082164125,0.045129097,0.071387931,0.03213771,0.072824131,0.037064965,0.064195503,0.038577082,0.067405251
4.150,0.045295973,0.076181692,0.049659965,0.068343858,0.031095342,0.079388579,0.027024785,0.075816696,0.053579368,0.064822273,0.037573735,0.049573425,0.033717894,0.081506729,0.044625712,0.071204005,0.031979565,0.072351961,0.036827233,0.063796015,0.038307755,0.067335018
4.160,0.045031835,0.075702762,0.049387512,0.067661861,0.030992082,0.078708882,0.026732083,0.075225889,0.05348736,0.064228461,0.03715831,0.049081479,0.033497132,0.080854458,0.044100084,0.071010469,0.031816831,0.071877769,0.036562094,0.063359689,0.038036522,0.067239092
4.170,0.044752671,0.075222864,0.04912005,0.066977034,0.030873804,0.078570776,0.026414613,0.07463142,0.05338104,0.063639225,0.036742685,0.04859238,0.033274968,0.08019744,0.043637642,0.070807467,0.031648196,0.071397742,0.036264546,0.062885419,0.037761119,0.06711759
4.180,0.044456351,0.074737309,0.048855446,0.066290989,0.030743089,0.078413744,0.026178857,0.074039459,0.053251794,0.063054444,0.036327186,0.048100938,0.033051618,0.079535924,0.043682933,0.07060365,0.031472766,0.070921462,0.035935789,0.062374266,0.037485327,0.066981808
4.190,0.04414367,0.074246432,0.048591644,0.065609971,0.030595288,0.078238714,0.026114796,0.073446741,0.053100133,0.062473986,0.035912121,0.047610299,0.032828005,0.078874486,0.043714515,0.070391211,0.031295011,0.070439161,0.035593623,0.061831075,0.037208306,0.06682176
4.200,0.043813639,0.073756126,0.048326701,0.064926743,0.030429834,0.07803965,0.026030029,0.072850601,0.052934689,0.061897727,0.035499416,0.047121053,0.03260634,0.07821428,0.04373195,0.070169704,0.03111044,0.069955075,0.035535547,0.061252278,0.036928042,0.06663709
4.210,0.043466361,0.073263894,0.048058812,0.064241594,0.030249336,0.07781691,0.025924915,0.072251198,0.052745872,0.061325556,0.035089843,0.046629672,0.03238396,0.077550115,0.043735781,0.069943971,0.030922599,0.069470548,0.035608287,0.060646155,0.036647666,0.06643917
4.220,0.043101662,0.072767166,0.047786335,0.063556716,0.030052336,0.077580733,0.025801717,0.071652638,0.052537717,0.06075735,0.034681378,0.046140912,0.032161019,0.076882254,0.043726031,0.069713762,0.030730983,0.068980123,0.035655116,0.06000718,0.036367229,0.066217985
4.230,0.042719796,0.072269653,0.047507811,0.062876485,0.029837153,0.077320482,0.025657947,0.07105537,0.052314669,0.060192987,0.03427426,0.045651828,0.031937653,0.07621791,0.043700606,0.06947497,0.030533693,0.068491407,0.035674967,0.059344251,0.036084356,0.065973332
4.240,0.042320092,0.071772834,0.047224065,0.062194951,0.02960546,0.077036247,0.025493876,0.070455157,0.05206946,0.059635087,0.033868712,0.045160843,0.031713985,0.075552362,0.043658873,0.069228599,0.030336222,0.06799871,0.035667163,0.058652736,0.035800884,0.06571689
4.250,0.041904128,0.071272304,0.046933256,0.061512399,0.029359226,0.076736348,0.025311258,0.069852182,0.051807961,0.059081091,0.033464936,0.04467408,0.031491743,0.074883694,0.043600366,0.068981968,0.030133814,0.06750145,0.035636051,0.057939191,0.035519037,0.065438038
4.260,0.041469704,0.070774526,0.046633291,0.060830487,0.029095779,0.076415814,0.025110428,0.069247524,0.051530877,0.058530571,0.033064062,0.044185553,0.031270949,0.07421218,0.043524757,0.068727309,0.029928736,0.067006469,0.03557756,0.057202835,0.035235421,0.065137266
4.270,0.041020112,0.070275097,0.046323523,0.060153955,0.028815776,0.076071832,0.024890532,0.068647254,0.051233068,0.057983415,0.03266752,0.043696394,0.031050065,0.073546493,0.043431771,0.068464861,0.029722323,0.066505881,0.035491688,0.056444791,0.034950271,0.064825867
4.280,0.040551865,0.069777655,0.04600352,0.059477008,0.028524127,0.075709878,0.024652125,0.068044606,0.05092209,0.057439541,0.032273133,0.043210414,0.030829163,0.072878385,0.043321094,0.068200253,0.029511874,0.066003417,0.035379175,0.05567125,0.034668271,0.064493264
4.290,0.040069572,0.06928,0.045673066,0.058799922,0.028217655,0.07533105,0.024398725,0.067439783,0.050595066,0.056898869,0.031881037,0.042722935,0.030608299,0.072208037,0.043192456,0.067931285,0.029301579,0.065500744,0.035245497,0.054876183,0.034385375,0.064140635
4.300,0.039569042,0.06878527,0.045332149,0.058122973,0.028020316,0.074929699,0.024128225,0.066832992,0.050248919,0.056361305,0.031491353,0.042235277,0.030387518,0.071536759,0.043045601,0.06765514,0.029088654,0.064992787,0.035088186,0.054071464,0.034377408,0.063778205
4.310,0.039056177,0.068290031,0.044981953,0.057452674,0.027901675,0.074508493,0.023841326,0.066228577,0.049892334,0.055826789,0.031104181,0.041750626,0.030169597,0.070870636,0.042880192,0.067373441,0.02887368,0.064485315,0.034908045,0.053457282,0.03436276,0.063396164
4.320,0.038526035,0.067798461,0.044624298,0.05678313,0.027782211,0.074074357,0.023601374,0.065625444,0.049519847,0.055297961,0.030869415,0.041470323,0.029951996,0.070202891,0.042725192,0.067091796,0.028659094,0.063975645,0.034706809,0.053027751,0.034332616,0.062995883
4.330,0.037985127,0.067306208,0.044257181,0.056527001,0.027662053,0.073618968,0.02350643,0.065020789,0.049129969,0.054771967,0.03076943,0.041304495,0.029734496,0.069533806,0.042710918,0.066803596,0.028441731,0.063461102,0.034490034,0.052581596,0.034285724,0.06258695
4.340,0.037429521,0.066817513,0.043881286,0.056318373,0.02754133,0.073142875,0.023411884,0.064414832,0.048731896,0.054248726,0.030667868,0.041136604,0.029517106,0.068865059,0.042694371,0.066509096,0.028224766,0.062949247,0.034256937,0.052129283,0.03422277,0.062160129
4.350,0.036862304,0.066328777,0.043497442,0.056104935,0.027420168,0.072656402,0.023318229,0.063807793,0.048318705,0.053728186,0.030564883,0.040968263,0.029299826,0.068201373,0.042670846,0.066213834,0.028006806,0.062433523,0.034008534,0.051662538,0.034145614,0.061716651
4.360,0.036284057,0.065842824,0.043106606,0.05588681,0.027298692,0.072151123,0.023224594,0.063205323,0.047889939,0.053210285,0.030460629,0.040796201,0.029084154,0.067536962,0.04264021,0.065915206,0.027786802,0.061914692,0.033746942,0.051187559,0.034051019,0.061266044
4.370,0.035693812,0.065358094,0.04270984,0.05566412,0.027177023,0.071626798,0.023131096,0.06260306,0.047454669,0.052694985,0.030358199,0.040620443,0.028869834,0.0668721,0.042607535,0.065610884,0.027568764,0.061398156,0.03347507,0.050702594,0.033939376,0.060799371
4.380,0.03509579,0.06487528,0.042308296,0.055441025,0.027055277,0.071089994,0.023037841,0.062000197,0.047005698,0.052182232,0.030254701,0.040442505,0.028655532,0.066208179,0.042566845,0.065302135,0.027348813,0.060877539,0.03319715,0.050206399,0.033814094,0.06031734
4.390,0.034603058,0.064394985,0.041904353,0.055215661,0.026933568,0.070539632,0.022944925,0.061396957,0.046542997,0.051673527,0.030150251,0.040264154,0.028441222,0.065549861,0.042517805,0.064994634,0.027128239,0.060356266,0.032911994,0.049705522,0.0336713,0.059830073
4.400,0.034364414,0.063916606,0.041499332,0.054986025,0.026812001,0.06997209,0.022852432,0.060793567,0.046074557,0.051168175,0.030044955,0.04008215,0.028226871,0.064891678,0.042466082,0.06468202,0.026908855,0.059835575,0.032719436,0.049192963,0.033511715,0.059328662
4.410,0.034106045,0.063441131,0.041093125,0.054752254,0.026690677,0.069389629,0.02276044,0.060195164,0.045594801,0.050665189,0.029938908,0.039896545,0.028013377,0.064233889,0.042405566,0.064364524,0.02668793,0.059311387,0.032607672,0.048674912,0.033338797,0.058813798
4.420,0.03383371,0.06296945,0.040687039,0.05451534,0.026570611,0.068799486,0.022670063,0.059597741,0.04510318,0.050164546,0.029832193,0.039709528,0.02780148,0.06357693,0.042335981,0.06404608,0.026467068,0.058788792,0.032497789,0.048149979,0.033148824,0.058293997
4.430,0.033541182,0.062582773,0.040282376,0.054279545,0.026450984,0.068194184,0.022580635,0.059000651,0.044605178,0.049666208,0.029726338,0.039521446,0.027589379,0.062926735,0.04226307,0.063726601,0.02624715,0.058265345,0.032389708,0.047615444,0.032942999,0.05776304
4.440,0.033235708,0.062206473,0.039880415,0.054039932,0.02633184,0.067574513,0.022491847,0.058404115,0.044099602,0.049170163,0.029621216,0.039329894,0.027377028,0.062277467,0.042180465,0.063402772,0.026025963,0.057739014,0.032283345,0.047187256,0.032724307,0.057220548
4.450,0.032911967,0.061834628,0.039482392,0.053796642,0.026213253,0.066946737,0.022403736,0.057808348,0.043584006,0.048676391,0.029515569,0.039134954,0.027164378,0.061629359,0.042089043,0.063074807,0.025804928,0.05721611,0.032178614,0.046870395,0.032489468,0.05667295
4.460,0.032573914,0.06146103,0.039089486,0.053549818,0.026095294,0.066309435,0.022316331,0.057216309,0.043060133,0.048186524,0.029409439,0.038940288,0.026952272,0.060982637,0.041992827,0.062748227,0.025585022,0.056691368,0.032075427,0.046552212,0.032239888,0.056117615
4.470,0.032220989,0.061091978,0.038702805,0.053302472,0.025978026,0.065659924,0.022229649,0.056627676,0.042533619,0.047823853,0.029302862,0.038743202,0.026741406,0.060341627,0.041886331,0.062419351,0.025364037,0.0561646,0.031973692,0.046232843,0.031978455,0.055552636
4.480,0.031852324,0.060720805,0.038324639,0.053054504,0.025861507,0.064999034,0.022143703,0.056040271,0.041998879,0.047610561,0.029195861,0.038542946,0.026530046,0.059703645,0.041772143,0.062086824,0.025142918,0.055641951,0.031873314,0.045912421,0.031702182,0.054981816
4.490,0.031554465,0.060352253,0.038029119,0.05280333,0.025745788,0.064334743,0.022058493,0.055454296,0.041456595,0.04739788,0.029089394,0.03834104,0.02631814,0.059067495,0.04165114,0.061750847,0.024923363,0.055117388,0.0317742,0.04559318,0.031412024,0.054407141
4.500,0.031477156,0.059984057,0.037734706,0.052549091,0.025630917,0.063661392,0.021975067,0.05486995,0.040910398,0.047185739,0.028984162,0.038139,0.026105638,0.058433372,0.041519459,0.061417299,0.024702859,0.054591494,0.031676255,0.045275244,0.031111906,0.053824655
4.510,0.03139682,0.059614149,0.037442551,0.052291927,0.025516935,0.062978887,0.021892589,0.054287426,0.040361182,0.046974077,0.028878498,0.03793406,0.025893738,0.057802882,0.041382082,0.06108137,0.024481725,0.054069866,0.031579381,0.044956543,0.030798593,0.053235045
4.520,0.031313507,0.059247798,0.037153705,0.05203596,0.025403879,0.062288071,0.021810797,0.053710341,0.039806116,0.046762854,0.028772398,0.037726345,0.025682329,0.057178194,0.041235342,0.06074243,0.024262708,0.053546928,0.031483485,0.044637206,0.030472748,0.052645856
4.530,0.031229286,0.058881325,0.036869105,0.051778519,0.02529178,0.061596111,0.021729666,0.053136216,0.039245851,0.046551998,0.028665851,0.037519948,0.025470146,0.056555905,0.041079202,0.060400664,0.024042826,0.053022935,0.031389148,0.044317359,0.030137793,0.052050601
4.540,0.031142467,0.058513486,0.036590077,0.051518463,0.025180667,0.060898039,0.021649168,0.052564304,0.038683772,0.046343384,0.028558843,0.037311071,0.025257149,0.055936187,0.040917236,0.060061037,0.023822125,0.052503309,0.031295737,0.043997126,0.029792663,0.051449928
4.550,0.031052834,0.058146789,0.036317769,0.051255925,0.025070563,0.060193869,0.021569267,0.051994777,0.038120265,0.046135321,0.028453379,0.037099735,0.025043303,0.0553192,0.040744357,0.059720178,0.023603324,0.051983385,0.031203034,0.043679687,0.029437033,0.050847211
4.560,0.030960459,0.057782742,0.036051623,0.050991035,0.024961489,0.059484431,0.021489924,0.051427802,0.03755316,0.045927482,0.028347843,0.036888699,0.024830455,0.054707707,0.0405656,0.059376891,0.023384108,0.051462975,0.031110951,0.043362803,0.02930836,0.050243626
4.570,0.030865423,0.057417655,0.035792043,0.05072809,0.024853461,0.058773496,0.02141113,0.050863541,0.036983017,0.045719796,0.028241745,0.036676702,0.024617136,0.054100829,0.040377509,0.059031344,0.023164115,0.050945693,0.031019398,0.043045798,0.029329202,0.04963622
4.580,0.030767798,0.057051641,0.035539282,0.050463699,0.024746493,0.058061863,0.021334029,0.050303654,0.036410438,0.045512232,0.028135057,0.036462571,0.024402849,0.053644629,0.040181051,0.058686278,0.022945266,0.050430106,0.030928291,0.042728786,0.02933781,0.049025584
4.590,0.030667676,0.056688175,0.035293449,0.050197229,0.024640593,0.057347087,0.021257338,0.049748782,0.035840326,0.045305647,0.028028029,0.036247831,0.024187581,0.053394406,0.039977929,0.058342392,0.022726694,0.049914572,0.030837545,0.042411881,0.02933384,0.048415809
4.600,0.030565148,0.056326361,0.035054507,0.049928799,0.024535768,0.056629953,0.021181006,0.049196927,0.035268746,0.045100438,0.027922479,0.036033541,0.02397189,0.053143869,0.039764409,0.057996598,0.022507371,0.049400329,0.03074708,0.042095194,0.029317481,0.047805654
4.610,0.030460296,0.055963884,0.03482228,0.049658524,0.024432021,0.055911227,0.021104979,0.048648225,0.034696116,0.044895219,0.027816214,0.035817439,0.023756863,0.052891035,0.039546565,0.057649044,0.022288386,0.048890325,0.03065682,0.04178116,0.029291232,0.047193702
4.620,0.030353221,0.055600836,0.03459646,0.049390051,0.024329353,0.055193673,0.021029203,0.048102811,0.034122966,0.044689949,0.027709201,0.035599846,0.023540804,0.052637818,0.039318314,0.057299873,0.022070399,0.048380884,0.030566691,0.041468575,0.029251721,0.046580482
4.630,0.030245219,0.055240489,0.034376617,0.04912093,0.02422776,0.054478681,0.020953621,0.047816905,0.033549817,0.044484608,0.027602243,0.035384061,0.023323724,0.052385262,0.039084596,0.056953707,0.021851677,0.047872223,0.030476621,0.041156425,0.029198787,0.045968938
4.640,0.030136106,0.054881927,0.034162209,0.048850199,0.024127238,0.053764006,0.020878175,0.047601,0.032978512,0.044280989,0.027495997,0.035166764,0.023105637,0.052130637,0.038842331,0.05660699,0.021632376,0.047367032,0.030386544,0.040844808,0.029134035,0.045897082
4.650,0.030025025,0.054522987,0.033952593,0.048577963,0.024027777,0.053050343,0.020803797,0.047383231,0.03241,0.044077625,0.027388878,0.034948075,0.022888584,0.051874045,0.038593475,0.05625894,0.021414901,0.046864822,0.030296394,0.040533815,0.029057883,0.04582431
4.660,0.02991209,0.054163772,0.033747047,0.048304324,0.02392938,0.052338361,0.020729712,0.047163215,0.031842681,0.043874098,0.027282021,0.034730655,0.022670633,0.051619618,0.038337774,0.055909681,0.021196707,0.046363859,0.030206111,0.040223532,0.028968121,0.045744521
4.670,0.02979739,0.053807197,0.033544773,0.048031619,0.023832633,0.051873067,0.020655587,0.046941053,0.031277003,0.043670449,0.027175396,0.034512865,0.022451715,0.051363728,0.038074897,0.05555933,0.02097782,0.045864339,0.030115636,0.039914263,0.028864769,0.045654034
4.680,0.02968103,0.05345262,0.033344927,0.04775968,0.023736898,0.051615414,0.020581365,0.046719576,0.030713394,0.043468736,0.027068693,0.034293945,0.02223187,0.051106082,0.037806421,0.055212413,0.020759816,0.04536899,0.030024916,0.039608633,0.028751379,0.045553111
4.690,0.029563109,0.05309791,0.033146624,0.047486544,0.023642158,0.051350194,0.020506991,0.046497431,0.030152283,0.043266758,0.026962387,0.034075729,0.022013108,0.050847132,0.037530697,0.054865097,0.020542091,0.044876743,0.029933899,0.039303868,0.028625045,0.045442014
4.700,0.029443721,0.05274315,0.032948962,0.047212304,0.023548389,0.051074315,0.020432411,0.046273368,0.029594057,0.043064577,0.026856513,0.033858056,0.021793497,0.050590473,0.037250176,0.054516903,0.020323699,0.044386356,0.029842536,0.039000036,0.028485413,0.045326525
4.710,0.029322977,0.052390897,0.032751038,0.046937054,0.023455571,0.050791178,0.020357858,0.046047486,0.029086728,0.042864271,0.026750361,0.033639482,0.021573058,0.05033226,0.036962771,0.054167929,0.020104923,0.043898005,0.029750849,0.038697204,0.028333922,0.045201382
4.720,0.029200968,0.052040856,0.032553285,0.046661115,0.023363677,0.050501282,0.020283985,0.04582087,0.028998705,0.042663649,0.026644927,0.03342159,0.021352637,0.050072584,0.036670993,0.05381827,0.019887646,0.043413085,0.029659737,0.038395431,0.028172208,0.045066793
4.730,0.029079368,0.051690856,0.032353716,0.046388039,0.023272679,0.05020183,0.020209747,0.045595461,0.028909684,0.042464281,0.026538783,0.033204549,0.021132584,0.049811534,0.036372959,0.053470471,0.019669742,0.042932712,0.029568157,0.038094775,0.027997816,0.044923025
4.740,0.028956993,0.051340968,0.032151361,0.046114137,0.023182549,0.049895819,0.020135097,0.045368444,0.028819704,0.042265209,0.026432876,0.032986808,0.020911835,0.049552821,0.036070756,0.053124236,0.01945125,0.042454733,0.029476073,0.037795287,0.027811041,0.044773099
4.750,0.028833598,0.050992997,0.031945467,0.045839497,0.023093255,0.049584297,0.020059991,0.045139913,0.02872896,0.042070449,0.026326615,0.032770244,0.020691006,0.049293221,0.035763016,0.05277747,0.019233507,0.041979302,0.029383451,0.037499281,0.027614723,0.044617083
4.760,0.028709286,0.050647839,0.031735353,0.045564203,0.023004765,0.049264317,0.019984385,0.044909956,0.028744139,0.04189528,0.026219709,0.032554269,0.020470846,0.049032428,0.035451254,0.052430255,0.019016141,0.041506565,0.02929026,0.0372048,0.02740792,0.044452609
4.770,0.028584149,0.050302885,0.031520425,0.045288341,0.022917043,0.048937817,0.019908674,0.04468087,0.028761009,0.041723925,0.026113227,0.032337766,0.020421424,0.048770525,0.03513466,0.052082665,0.018798255,0.041038305,0.029196474,0.036911551,0.02718974,0.044279942
4.780,0.028458267,0.049958165,0.031300183,0.045012984,0.022830055,0.048607667,0.019833234,0.044451907,0.028772192,0.041553792,0.026005472,0.032123221,0.020378848,0.048509157,0.034814228,0.051734774,0.018580039,0.040574259,0.029102068,0.036619573,0.026960606,0.044099348
4.790,0.028331733,0.049614088,0.031074233,0.044739803,0.022743763,0.048270135,0.019757175,0.044221708,0.028779215,0.041384862,0.025898604,0.031908677,0.020334549,0.048249026,0.034489551,0.051389578,0.018363329,0.040293222,0.029007021,0.0363289,0.026723751,0.043915296
4.800,0.028204628,0.049274077,0.030842293,0.044466216,0.02265813,0.047925619,0.019680467,0.043990357,0.028779409,0.041217594,0.025790512,0.031694078,0.020288515,0.047987946,0.03416135,0.05104541,0.01814619,0.040061365,0.028911314,0.036039563,0.026477474,0.043724635
4.810,0.028077023,0.048934373,0.030604194,0.0441923,0.022573119,0.047579364,0.01960308,0.043757935,0.028772905,0.041052029,0.025682561,0.031481581,0.02024074,0.047725994,0.033829238,0.050701056,0.017937121,0.03983112,0.028814933,0.035751591,0.026221559,0.043526747
4.820,0.027949378,0.048595005,0.03035989,0.04391813,0.02248869,0.047227147,0.019525073,0.043526884,0.028759847,0.040886585,0.025574072,0.031268782,0.020192064,0.047463243,0.03349417,0.050356582,0.017873142,0.039599558,0.028717866,0.03546501,0.025956525,0.04332189
4.830,0.027822661,0.048256024,0.030109452,0.043643781,0.022404805,0.046868972,0.019447533,0.043295907,0.028740387,0.040722253,0.025464372,0.031056641,0.020142484,0.047202204,0.033155131,0.050012054,0.017809194,0.039366792,0.028620102,0.035181898,0.025684572,0.043110324
4.840,0.027695627,0.047920143,0.029853282,0.043369657,0.022321424,0.046506847,0.019369235,0.043064026,0.028715352,0.040557176,0.025355442,0.030846038,0.020091146,0.046941571,0.032814095,0.049667534,0.01774557,0.039133034,0.028521636,0.034900314,0.025405907,0.042896446
4.850,0.027568369,0.047585821,0.02959267,0.043098413,0.02223851,0.046142677,0.019290165,0.042831315,0.028687523,0.040393812,0.025245194,0.030635265,0.020038056,0.046680277,0.032468517,0.049324205,0.017682585,0.038901482,0.028422463,0.034620126,0.025119659,0.042676884
4.860,0.027440928,0.047251916,0.029326753,0.042827123,0.022156024,0.045773525,0.019210308,0.042597846,0.02865368,0.040229572,0.025134086,0.030425519,0.01998322,0.046418385,0.032122397,0.048983627,0.017622045,0.038668975,0.028323285,0.034341349,0.024826413,0.042451278
4.870,0.027313384,0.046918491,0.029070291,0.04255585,0.022073929,0.045399751,0.019130123,0.042365167,0.028613955,0.040066606,0.025023374,0.030217076,0.019926649,0.04615596,0.031771769,0.048643159,0.017574138,0.038435615,0.028223823,0.034064001,0.024526766,0.042219878
4.880,0.02718579,0.046587054,0.028961536,0.042284657,0.021992189,0.045023511,0.019049924,0.042133524,0.028568502,0.039903262,0.024911362,0.030008585,0.019868895,0.045895823,0.031420273,0.048302863,0.01752733,0.038201501,0.02812365,0.033788095,0.024222643,0.04198293
4.890,0.027058206,0.046258196,0.028846966,0.042013604,0.021910768,0.044645906,0.018968905,0.041901264,0.028517441,0.039741539,0.02479904,0.029801041,0.019810554,0.045635787,0.031065932,0.047962799,0.017480768,0.03796958,0.028022774,0.033513643,0.023914351,0.041743191
4.900,0.026930673,0.045929847,0.028725883,0.041742746,0.021829634,0.044264583,0.018887063,0.041668453,0.028460928,0.039649174,0.024686572,0.029595002,0.01975051,0.045375328,0.030708827,0.047623029,0.017434224,0.03773726,0.027921203,0.033240656,0.023601342,0.04150018
4.910,0.026803466,0.045602029,0.028597658,0.041473728,0.021748752,0.043879877,0.018804704,0.041435155,0.028401804,0.039731509,0.02457284,0.02938903,0.019688784,0.045114504,0.030351592,0.047283613,0.017387555,0.037504388,0.027818947,0.032969237,0.023284239,0.041252245
4.920,0.026677615,0.045276096,0.028461739,0.041206322,0.021668094,0.043492231,0.018722465,0.041201431,0.028338552,0.039805464,0.024459828,0.02918334,0.019625397,0.044853368,0.029991148,0.046945363,0.017340696,0.037271049,0.027716019,0.032701043,0.022963664,0.040999621
