Time(s),AU46-EQ6-psaNorthSouth(g),AU46-EQ6-psaEastWest(g),CO47-EQ18-psaNorthSouth(g),CO47-EQ18-psaEastWest(g),DR16-EQ24-psaNorthSouth(g),DR16-EQ24-psaEastWest(g),DX37-EQ25-psaNorthSouth(g),DX37-EQ25-psaEastWest(g),EO30-EQ26-psaNorthSouth(g),EO30-EQ26-psaEastWest(g),GR27-EQ31-psaNorthSouth(g),GR27-EQ31-psaEastWest(g),ME52-EQ39-psaNorthSouth(g),ME52-EQ39-psaEastWest(g),Median-ZoneII-psaNorthSouth(g),StandardDev-ZoneII-psaNorthSouth(g),Median-ZoneII-psaEastWest(g),StandardDev-ZoneII-psaEastWest(g)
3.45,0.021580493,0.032524207,0.016294767,0.028352503,0.009714166,0.017046065,0.032547883,0.027714343,0.013533879,0.030075574,0.012528156,0.024811043,0.012472045,0.031586783,0.013533879,0.00725846,0.028352503,0.004867447
3.46,0.021414918,0.032342656,0.016123828,0.028218678,0.009675895,0.017080691,0.032348355,0.02736969,0.013498583,0.029916524,0.012414332,0.024775696,0.012345347,0.031598489,0.013498583,0.007213373,0.028218678,0.004816652
3.47,0.021247808,0.032161142,0.015949515,0.028083614,0.009741687,0.01711473,0.032154477,0.027024596,0.01346772,0.029750897,0.012433988,0.024734791,0.012218172,0.031610119,0.01346772,0.007143669,0.028083614,0.004768493
3.48,0.021078819,0.031981003,0.015773236,0.027948952,0.009839907,0.017148002,0.031965917,0.026679221,0.013441304,0.029580091,0.012488498,0.024693997,0.012090423,0.031619396,0.013441304,0.007068432,0.027948952,0.004722719
3.49,0.02090762,0.031799478,0.015595113,0.027943421,0.009933631,0.017180376,0.031782337,0.026457813,0.013419336,0.029408954,0.012537754,0.024647147,0.011962016,0.03162546,0.013419336,0.006996306,0.027943421,0.004680924
3.5,0.020736756,0.03161657,0.015413482,0.027921146,0.010022378,0.017213951,0.031603393,0.026327973,0.013401803,0.029231246,0.012581622,0.024593966,0.011834283,0.031629064,0.013401803,0.006927408,0.027921146,0.004637491
3.51,0.020563089,0.031432291,0.015228379,0.027884356,0.010106465,0.01724623,0.031428743,0.026199535,0.013388677,0.029047042,0.01262201,0.024539577,0.011706154,0.031630182,0.013388677,0.006861286,0.027884356,0.004594062
3.52,0.020386321,0.03124667,0.015039867,0.027831067,0.010186682,0.017277019,0.031258047,0.026072547,0.01337991,0.028858949,0.012656965,0.024479144,0.011577022,0.031625823,0.01337991,0.006797959,0.027831067,0.004550672
3.53,0.020206218,0.031063288,0.014848036,0.027760683,0.01026086,0.017306121,0.03109097,0.025947059,0.013375439,0.028669357,0.01268618,0.024411741,0.011446789,0.031618647,0.013375439,0.006737658,0.027760683,0.004508415
3.54,0.02002258,0.030879016,0.014828695,0.027673421,0.0103287,0.01733334,0.030927187,0.025823119,0.013375179,0.028473473,0.012709521,0.024342591,0.011315362,0.031605599,0.013375179,0.006674856,0.027673421,0.004465709
3.55,0.019835241,0.030693483,0.014834598,0.027572382,0.010389948,0.017360952,0.030766381,0.025700774,0.013379031,0.028271433,0.012726859,0.024266855,0.011183995,0.031587535,0.013379031,0.006613675,0.027572382,0.004422408
3.56,0.019644078,0.03051198,0.014842639,0.027455576,0.010444383,0.017386488,0.030608246,0.025580061,0.013386874,0.028067273,0.012738069,0.024183635,0.011051607,0.031563327,0.013386874,0.006554895,0.027455576,0.004379986
3.57,0.019449005,0.030563326,0.014852597,0.027322396,0.01049478,0.017409592,0.030452483,0.025461011,0.013398571,0.027860397,0.012743042,0.024098616,0.010917746,0.031533558,0.013398571,0.006498184,0.027322396,0.004369249
3.58,0.01924998,0.030587787,0.014864246,0.027173142,0.010538174,0.017430078,0.030298808,0.025343644,0.013413966,0.027647717,0.012742808,0.024006195,0.010782373,0.031495856,0.013413966,0.006443807,0.027173142,0.00435542
3.59,0.019047003,0.030587435,0.014877361,0.02701109,0.010574331,0.017448375,0.030146946,0.025227968,0.01343294,0.027429413,0.012737578,0.023906164,0.010645465,0.031453793,0.01343294,0.006391751,0.02701109,0.004339233
3.6,0.018841269,0.030567286,0.014891716,0.026834361,0.010603144,0.017465939,0.029996637,0.025113981,0.01345546,0.027210802,0.012725871,0.023804114,0.010507026,0.031401691,0.01345546,0.006342189,0.026834361,0.004319641
3.61,0.018633002,0.030519012,0.014907088,0.026642682,0.010625017,0.017480391,0.029847635,0.025001664,0.013481163,0.026988513,0.012707643,0.023694023,0.010368349,0.031346118,0.013481163,0.006294919,0.026642682,0.004297429
3.62,0.018420946,0.030452453,0.014923254,0.026436569,0.010642194,0.017491576,0.029699706,0.024890989,0.01350984,0.02676105,0.012682874,0.023576968,0.010228297,0.031281257,0.01350984,0.006249724,0.026436569,0.00427291
3.63,0.018205267,0.030360759,0.014939996,0.026217973,0.010651862,0.017499349,0.029553141,0.024781912,0.013541268,0.026528618,0.012651573,0.023456869,0.010086802,0.031209395,0.013541268,0.006207113,0.026217973,0.004245212
3.64,0.017986167,0.030245864,0.0149571,0.025987352,0.010654004,0.017506187,0.029407954,0.024674876,0.013575216,0.026387654,0.012613776,0.02332867,0.009943975,0.031131762,0.013575216,0.006167159,0.025987352,0.004216954
3.65,0.017763888,0.030111901,0.014975327,0.025743871,0.010648626,0.017509762,0.029263277,0.024570442,0.013611442,0.026586338,0.012570867,0.023194606,0.009799956,0.031044074,0.013611442,0.006129536,0.025743871,0.004196241
3.66,0.017538702,0.029951291,0.014993819,0.025617867,0.010637489,0.017509587,0.02911895,0.0244674,0.013649697,0.026768687,0.012522838,0.023056436,0.009654917,0.030953444,0.013649697,0.006094065,0.025617867,0.004175731
3.67,0.017310914,0.029775695,0.015012095,0.025691652,0.010620488,0.017505572,0.028974833,0.02436566,0.013689726,0.026933141,0.012468568,0.022910348,0.009509057,0.03085335,0.013689726,0.006060845,0.025691652,0.004155953
3.68,0.017080857,0.029574992,0.01502996,0.025765876,0.010596113,0.017500362,0.028830808,0.024265122,0.013731269,0.027078474,0.012408219,0.022759912,0.009362608,0.030747532,0.013731269,0.006030033,0.025765876,0.004134151
3.69,0.016848888,0.029355768,0.015047222,0.02583072,0.010564473,0.017491552,0.028686776,0.024165674,0.013774063,0.027207135,0.012341985,0.022604312,0.009216541,0.030635483,0.013774063,0.006001498,0.02583072,0.004111926
3.7,0.016615386,0.029116615,0.015063697,0.025880262,0.01052571,0.017478731,0.028542654,0.024067198,0.013817842,0.02731971,0.012270097,0.022441191,0.009070397,0.030515888,0.013817842,0.005975296,0.025880262,0.004089037
3.71,0.016380747,0.02885618,0.015079207,0.02592136,0.010482846,0.017462542,0.028398377,0.023969568,0.013862341,0.027415266,0.012192819,0.022275442,0.008924406,0.030392468,0.013862341,0.00595107,0.02592136,0.004065372
3.72,0.016145381,0.028580346,0.01509358,0.025946863,0.010433541,0.017444757,0.028253896,0.023872653,0.013907294,0.027495111,0.012111115,0.022103601,0.008778898,0.030260606,0.013907294,0.005928982,0.025946863,0.004040614
3.73,0.01590971,0.028281368,0.015106654,0.02596442,0.010377672,0.017422914,0.028109172,0.023776317,0.013952439,0.027560623,0.012026148,0.021924908,0.008634217,0.030126501,0.013952439,0.005908928,0.02596442,0.004016051
3.74,0.015674164,0.027970716,0.015119532,0.025966975,0.01031551,0.017397026,0.027964177,0.023680425,0.013997515,0.027613128,0.011936698,0.021744967,0.00861214,0.029983844,0.013997515,0.005872509,0.025966975,0.003991241
3.75,0.01543947,0.027637885,0.01513123,0.025960934,0.010247521,0.017369756,0.027818893,0.023584841,0.014042268,0.027654486,0.01184316,0.021558446,0.008613772,0.029839815,0.014042268,0.005834516,0.025960934,0.003966682
3.76,0.015206212,0.027292477,0.015141223,0.025941331,0.010176673,0.01733899,0.027673305,0.023489431,0.014086449,0.027687338,0.011745956,0.021366501,0.008613634,0.029687744,0.014086449,0.005798464,0.025941331,0.003942886
3.77,0.014974245,0.026927898,0.015149389,0.025912104,0.010100469,0.017304275,0.027527407,0.023394065,0.014129817,0.027709469,0.011645539,0.021172977,0.008611196,0.029534598,0.014129817,0.005764679,0.025912104,0.003920233
3.78,0.014744,0.027157419,0.015155616,0.025962711,0.010019308,0.017267982,0.027381198,0.023298619,0.014172138,0.027722502,0.011542387,0.020973565,0.008606141,0.02937452,0.014172138,0.005733133,0.025962711,0.00395544
3.79,0.014515905,0.027568985,0.015159807,0.026392773,0.00993362,0.017228649,0.027234681,0.023283258,0.014213605,0.027725242,0.011437002,0.020769638,0.008598434,0.029213086,0.014213605,0.005703737,0.026392773,0.004032349
3.8,0.014290375,0.027954982,0.015161877,0.026793097,0.009843861,0.017185543,0.027087863,0.023324559,0.014254607,0.027717325,0.011329904,0.020564421,0.008588052,0.029046378,0.014254607,0.005676388,0.026793097,0.004113029
3.81,0.014067816,0.028314354,0.0151627,0.027162986,0.00975241,0.01714145,0.026940759,0.023361271,0.014293976,0.027702003,0.011221918,0.02035406,0.008574985,0.028877487,0.014067816,0.005650751,0.027162986,0.004198713
3.82,0.013848618,0.028646209,0.015162199,0.027501872,0.009658405,0.017094102,0.02679339,0.023391716,0.01433152,0.027677058,0.011114325,0.020139521,0.008559232,0.028705301,0.013848618,0.005626787,0.027501872,0.004287495
3.83,0.013727098,0.028952242,0.015159421,0.027809269,0.009561698,0.017043773,0.026645784,0.023415809,0.014367065,0.027645445,0.011006549,0.019924623,0.008540805,0.028529766,0.013727098,0.005603393,0.027645445,0.004377503
3.84,0.013754676,0.02923017,0.015154338,0.028084789,0.0094628,0.016992474,0.026497977,0.023433467,0.014400448,0.027609216,0.010899154,0.019705358,0.008519727,0.028352833,0.013754676,0.005579547,0.027609216,0.004467431
3.85,0.013780371,0.029479305,0.015146936,0.028328144,0.009362227,0.016937806,0.026350015,0.023444611,0.014431521,0.02757351,0.010792705,0.019482027,0.008534131,0.028171432,0.013780371,0.005551339,0.02757351,0.004556468
3.86,0.013803519,0.029699425,0.015137212,0.02853914,0.009260493,0.016881612,0.026201952,0.023449165,0.014460151,0.027537935,0.010687761,0.019259246,0.00856188,0.027989917,0.013803519,0.005521858,0.027537935,0.004642575
3.87,0.013824021,0.029890503,0.01512523,0.028717686,0.009159102,0.016823486,0.026053853,0.023448568,0.01448622,0.027498006,0.010584872,0.019166029,0.008587167,0.027803381,0.013824021,0.005493118,0.027498006,0.004701743
3.88,0.013841795,0.030053531,0.015112843,0.028863809,0.00905846,0.016762422,0.02590579,0.023444035,0.014509627,0.027448597,0.010490206,0.019166029,0.008609809,0.02761697,0.013841795,0.005464573,0.027448597,0.004739483
3.89,0.013856774,0.030189473,0.015098193,0.028977596,0.008958025,0.016701175,0.025757844,0.023432712,0.014531662,0.027389546,0.01050834,0.019158582,0.008629691,0.027425973,0.013856774,0.005426751,0.027389546,0.00477151
3.9,0.013870185,0.030297015,0.015081321,0.029059194,0.008866195,0.016637045,0.025610101,0.023414539,0.014551342,0.027320256,0.010513435,0.019143629,0.008647441,0.027234311,0.013870185,0.005389684,0.027234311,0.004798043
3.91,0.01388115,0.030376653,0.015062274,0.029108786,0.008847376,0.016571882,0.025462655,0.023389461,0.014568159,0.027239692,0.010507591,0.019122506,0.008663174,0.027039458,0.01388115,0.005344436,0.027039458,0.004817776
3.92,0.013889237,0.030428897,0.015041105,0.029128457,0.008827109,0.016505161,0.025315601,0.023357432,0.014582066,0.027147992,0.010491766,0.019098476,0.008675909,0.026842617,0.013889237,0.005300839,0.026842617,0.004830381
3.93,0.013894445,0.030454259,0.015017873,0.029117055,0.00880534,0.01643679,0.025169036,0.023318407,0.01459303,0.027045314,0.010479303,0.019076792,0.008685589,0.02664443,0.013894445,0.005257737,0.02664443,0.004834697
3.94,0.013896787,0.030453125,0.014994435,0.029074549,0.008864967,0.016367806,0.025023058,0.023275921,0.014601029,0.026931734,0.010547592,0.019089555,0.008692315,0.026443029,0.013896787,0.00519692,0.026443029,0.004824878
3.95,0.013897586,0.0304258,0.014969188,0.029001248,0.00899783,0.016297131,0.024877762,0.023227178,0.014606054,0.026807223,0.01060935,0.019098614,0.008697501,0.026241945,0.013897586,0.005127227,0.026241945,0.00480763
3.96,0.013896059,0.030372597,0.014942062,0.02889746,0.009124943,0.016226193,0.024733238,0.023171338,0.014608109,0.02667187,0.010663178,0.01910411,0.008699549,0.026036858,0.013896059,0.005059814,0.026036858,0.004782294
3.97,0.01389179,0.030293767,0.014913129,0.028763938,0.009244133,0.016153999,0.024589573,0.02310839,0.014608406,0.026524803,0.010711191,0.019107677,0.008698456,0.025833226,0.01389179,0.004994824,0.025833226,0.004749074
3.98,0.013884843,0.030189545,0.014882461,0.028601338,0.009355309,0.016081388,0.024446846,0.023038335,0.014606557,0.026365767,0.010751946,0.019109675,0.00869423,0.025625745,0.013884843,0.004932393,0.025625745,0.004707455
3.99,0.013875775,0.030060285,0.014850164,0.02840887,0.009460533,0.016008159,0.024305128,0.022961185,0.014601803,0.026194437,0.010787223,0.019108463,0.008688315,0.025419203,0.013875775,0.004871875,0.025419203,0.00465782
4,0.013865477,0.029907581,0.014818128,0.02818714,0.00955863,0.015934129,0.024164485,0.022880193,0.014594181,0.026210703,0.010816201,0.019104156,0.008679657,0.025209608,0.013865477,0.004813713,0.025209608,0.004613918
4.01,0.013852742,0.02973086,0.014784559,0.027936984,0.009649055,0.015859996,0.024024969,0.022793264,0.014583739,0.026270524,0.010839585,0.019096861,0.008667953,0.025000136,0.013852742,0.004757898,0.025000136,0.004567105
4.02,0.01383767,0.029530494,0.014749533,0.027659469,0.009734297,0.015784769,0.023886628,0.022699313,0.014570527,0.026307083,0.010857817,0.019086936,0.008653255,0.024788587,0.01383767,0.004704078,0.024788587,0.004513255
4.03,0.01382074,0.029306989,0.014713124,0.027355863,0.009812676,0.015709726,0.023749497,0.0225984,0.014554605,0.026321443,0.010869916,0.019077075,0.008636693,0.024575616,0.01382074,0.004652373,0.024575616,0.00445199
4.04,0.013803048,0.029060854,0.014675406,0.027027517,0.009884134,0.015633494,0.023613603,0.022490599,0.014536037,0.026315208,0.010878039,0.019064466,0.00861794,0.02436222,0.013803048,0.004602646,0.02436222,0.004384511
4.05,0.013783324,0.028792722,0.014636732,0.026675792,0.009951171,0.015557687,0.023478965,0.022375997,0.014516351,0.026288118,0.010879444,0.019049186,0.008674627,0.024145473,0.013783324,0.004542538,0.024145473,0.004310612
4.06,0.013761681,0.028503401,0.014598417,0.026303625,0.010011234,0.015480715,0.023346608,0.022382194,0.014494679,0.026240851,0.010877309,0.01903131,0.008745439,0.023929624,0.013761681,0.004482046,0.023929624,0.004228001
4.07,0.013739035,0.028193798,0.014558988,0.025911645,0.010066032,0.015404505,0.023215597,0.022469507,0.014470563,0.026176657,0.010868641,0.019010902,0.008812006,0.023711171,0.013739035,0.004423807,0.023711171,0.004139252
4.08,0.013715581,0.027864971,0.014518513,0.025500354,0.010115394,0.015327841,0.023085831,0.022556176,0.014444079,0.026092842,0.010882184,0.018988481,0.008874533,0.023489757,0.013715581,0.00436516,0.023489757,0.004047535
4.09,0.013690525,0.027518026,0.014477059,0.025070977,0.010158276,0.015251162,0.022957291,0.022642103,0.01441531,0.025990435,0.010975745,0.018966189,0.00893259,0.023269628,0.013690525,0.004301068,0.023269628,0.003953497
4.1,0.013664241,0.027154071,0.014434689,0.024626971,0.010197013,0.015175193,0.022829951,0.022726708,0.01438434,0.025871649,0.011062836,0.018941505,0.008984733,0.023046352,0.013664241,0.004239406,0.023046352,0.003858529
4.11,0.013637952,0.026774284,0.014391854,0.024167183,0.010228729,0.015099734,0.022703776,0.022809918,0.014351255,0.025734537,0.011143305,0.018914477,0.009031583,0.022820004,0.013637952,0.004180413,0.022820004,0.003763181
4.12,0.013610354,0.026379904,0.014349558,0.023692877,0.010256104,0.01502469,0.022578722,0.022891664,0.014316141,0.025581133,0.011216943,0.01888515,0.009071155,0.022700163,0.013610354,0.004124104,0.022891664,0.003670844
4.13,0.013582209,0.025972119,0.014306497,0.02320685,0.010276571,0.014950107,0.022454736,0.02297188,0.014280339,0.025411664,0.011283499,0.018853568,0.009104104,0.022638797,0.013582209,0.004070662,0.02297188,0.003582244
4.14,0.01355389,0.025552082,0.014262717,0.022868901,0.010291982,0.014876008,0.022331759,0.023050504,0.014243316,0.025335966,0.011342672,0.018819766,0.009128973,0.022575156,0.01355389,0.004020076,0.022868901,0.00351891
4.15,0.013524567,0.025120907,0.014218263,0.022626591,0.010300356,0.014802293,0.02220972,0.023127476,0.014204507,0.025259578,0.011394112,0.01878629,0.009145497,0.022510137,0.013524567,0.003972602,0.022626591,0.003463648
4.16,0.013495811,0.024679692,0.014173172,0.022410994,0.010303295,0.014729423,0.022088547,0.023202738,0.014164,0.025157727,0.011438026,0.018751008,0.009153724,0.022445177,0.013495811,0.003927989,0.022445177,0.003410066
4.17,0.013466142,0.024363049,0.01412773,0.022289055,0.010298417,0.014656284,0.021968157,0.023276236,0.014121883,0.025031174,0.011473543,0.018713568,0.00915199,0.022377889,0.013466142,0.003886824,0.022377889,0.00337658
4.18,0.013436653,0.024260988,0.014083117,0.022174922,0.010288099,0.014583089,0.021848463,0.023347915,0.014078243,0.024880765,0.011500046,0.018673994,0.009141558,0.022308977,0.013436653,0.003848658,0.022308977,0.003367852
4.19,0.013406913,0.024134851,0.014037926,0.02205495,0.010269598,0.014509705,0.021729375,0.023417723,0.014033166,0.024707442,0.011517073,0.018632305,0.009120919,0.02224021,0.013406913,0.003814026,0.02224021,0.003354304
4.2,0.01337644,0.023985137,0.013992173,0.021924406,0.010243994,0.014436154,0.021610798,0.02348561,0.013986736,0.024512192,0.011524398,0.018588517,0.009089471,0.022169052,0.01337644,0.003782885,0.022169052,0.003336266
4.21,0.013346694,0.023812497,0.013945866,0.021780781,0.010210889,0.014361494,0.021492635,0.023551851,0.01393936,0.024295969,0.011522255,0.01854372,0.009048842,0.022177726,0.013346694,0.003754979,0.022177726,0.003317775
4.22,0.013316429,0.023617785,0.01389901,0.021623678,0.010169234,0.014287632,0.021374789,0.023617243,0.013892219,0.024059665,0.011509535,0.018498537,0.008997069,0.022263068,0.013316429,0.003730841,0.022263068,0.003299958
4.23,0.013285565,0.023402018,0.013851602,0.021454274,0.010119506,0.014212538,0.021257162,0.023680595,0.013843936,0.023804381,0.011485905,0.018451254,0.008934264,0.022328402,0.013285565,0.003710373,0.022328402,0.003280695
4.24,0.013254938,0.023166352,0.013805097,0.021290303,0.010061706,0.014136824,0.021139657,0.023741866,0.013794585,0.023531288,0.011451782,0.018401876,0.008861842,0.022372014,0.013254938,0.003693343,0.022372014,0.003260587
4.25,0.013224481,0.022912061,0.013758175,0.021111761,0.009994909,0.014061466,0.021022179,0.023801018,0.013744236,0.023240839,0.011406524,0.018350407,0.00877821,0.022396877,0.013224481,0.003680149,0.022396877,0.003239696
4.26,0.013193517,0.022640457,0.013710659,0.020916773,0.009919086,0.013984915,0.020904636,0.023858015,0.013692953,0.022934158,0.011349444,0.018296845,0.008684048,0.02240137,0.013193517,0.003670739,0.02240137,0.003219063
4.27,0.013162075,0.022352818,0.013662534,0.020756003,0.009840988,0.013907981,0.020786939,0.023912828,0.013640798,0.022612396,0.011280411,0.018241193,0.008698304,0.022384408,0.013162075,0.003644026,0.022352818,0.003199382
4.28,0.013130775,0.022120954,0.013613781,0.02064862,0.009836729,0.013831164,0.020669003,0.023965429,0.013587829,0.022276667,0.011200166,0.018185599,0.008710239,0.022349196,0.013130775,0.003609347,0.022120954,0.003186188
4.29,0.013099895,0.02206256,0.013564382,0.020536459,0.009912909,0.013753168,0.020550745,0.024015796,0.013534096,0.021928022,0.011107772,0.018128412,0.008712425,0.02229387,0.013099895,0.003567376,0.021928022,0.003187427
4.3,0.013068578,0.022001749,0.013515055,0.020415103,0.009987361,0.013675334,0.020432089,0.02406391,0.013480467,0.021567859,0.011003496,0.018069104,0.008704526,0.022217633,0.013068578,0.003528588,0.021567859,0.003189782
4.31,0.013036833,0.021936805,0.01346589,0.020288008,0.010057436,0.013597023,0.020312959,0.024109755,0.013426948,0.021354473,0.010888801,0.018007677,0.00868641,0.022123958,0.013036833,0.003493305,0.021354473,0.003201571
4.32,0.013004668,0.0218678,0.013416003,0.02015426,0.010122603,0.013518037,0.020193288,0.024153943,0.013372768,0.021268637,0.010763027,0.017944136,0.008673826,0.022010776,0.013004668,0.003458999,0.021268637,0.003219195
4.33,0.01297307,0.021795518,0.013365372,0.020012067,0.01018367,0.013439349,0.020073007,0.024196918,0.013317959,0.021179267,0.010696295,0.017878488,0.008737386,0.021877534,0.01297307,0.003407574,0.021179267,0.003235437
4.34,0.012941494,0.021722205,0.013313977,0.019866609,0.010240055,0.013359754,0.019952054,0.02423761,0.013262549,0.021089595,0.010682055,0.017811108,0.008787903,0.021728123,0.012941494,0.003354331,0.021089595,0.003251241
4.35,0.012909481,0.021645038,0.013261797,0.019713344,0.010290084,0.013280616,0.019830369,0.024276016,0.013206558,0.020996346,0.010657216,0.017743836,0.008826249,0.021559996,0.012909481,0.003304627,0.020996346,0.003265651
4.36,0.01287702,0.021564113,0.013208813,0.019553715,0.010334416,0.013200694,0.019707893,0.024312136,0.013150004,0.0208996,0.010621063,0.017674466,0.008850933,0.021373133,0.01287702,0.003258689,0.0208996,0.003279474
4.37,0.012844098,0.021479528,0.013156337,0.019390235,0.010373169,0.01312103,0.019584572,0.024345974,0.013092897,0.020801281,0.010573518,0.017603017,0.008864198,0.021171724,0.012844098,0.003216164,0.020801281,0.003292995
4.38,0.012811427,0.02139263,0.013103254,0.0192196,0.010404284,0.013040879,0.019483742,0.024377536,0.013035581,0.020701074,0.010514371,0.017529515,0.008863859,0.020952974,0.012811427,0.00318486,0.020701074,0.003306593
4.39,0.012778951,0.021304418,0.013049299,0.019044526,0.010428944,0.012960615,0.019578246,0.024406827,0.0129789,0.020597573,0.010564989,0.017453984,0.008852523,0.020717462,0.012778951,0.003206501,0.020597573,0.003320433
4.4,0.012745944,0.021212799,0.012994456,0.018865039,0.01044665,0.012880282,0.019673649,0.024433857,0.012921656,0.02049109,0.010670322,0.017376456,0.008828441,0.020468664,0.012745944,0.003227143,0.020468664,0.003334782
4.41,0.012712379,0.021117877,0.012938708,0.018679209,0.010455665,0.012799352,0.019769885,0.024458635,0.012863844,0.020384482,0.010769472,0.017297858,0.008834033,0.02032841,0.012712379,0.003245497,0.02032841,0.003355212
4.42,0.012678224,0.021019757,0.012882037,0.018490598,0.010458257,0.012718919,0.019866882,0.024481624,0.012805455,0.020274819,0.010862054,0.017218846,0.008893811,0.020223194,0.012678224,0.003257302,0.020223194,0.003377272
4.43,0.012643539,0.020918545,0.012824575,0.01829727,0.010452196,0.01263798,0.019964562,0.024503711,0.012746478,0.020162206,0.010949944,0.017137903,0.008951621,0.020115598,0.012643539,0.003271984,0.020115598,0.003399959
4.44,0.012609535,0.020817276,0.012767563,0.018098403,0.010437391,0.012556878,0.020062838,0.02452358,0.012686896,0.02004871,0.011031002,0.017055064,0.009007396,0.020005676,0.012609535,0.003289636,0.020005676,0.003423271
4.45,0.012574828,0.020713345,0.012709565,0.017898194,0.010415458,0.012476207,0.020161619,0.024541248,0.012626692,0.019933554,0.011104542,0.016970367,0.009061086,0.019895647,0.012574828,0.00331004,0.019895647,0.003446765
4.46,0.012539381,0.020630168,0.012650564,0.017693154,0.010383714,0.012395423,0.020260804,0.02455673,0.012567258,0.019815719,0.011170265,0.016883846,0.009113486,0.019783918,0.012539381,0.00333324,0.019783918,0.00347236
4.47,0.01250315,0.020623676,0.01259054,0.017657244,0.010344438,0.012314577,0.020360287,0.024570045,0.012507201,0.019696239,0.011227902,0.016795537,0.009164182,0.019669994,0.01250315,0.003358992,0.019669994,0.003495981
4.48,0.012466095,0.020615112,0.012529475,0.017629285,0.010296031,0.012233669,0.020459954,0.024581214,0.012446445,0.019576308,0.011277206,0.016706451,0.009212682,0.019553982,0.012446445,0.003387442,0.019553982,0.003519083
4.49,0.012429037,0.020604503,0.01246735,0.017600256,0.010238628,0.012153215,0.020559684,0.02459026,0.012384966,0.01945398,0.011320703,0.016616922,0.009258943,0.019438465,0.012384966,0.00341833,0.019438465,0.003541936
4.5,0.012391638,0.020591876,0.012404553,0.017569503,0.010173335,0.01207263,0.020659351,0.024597208,0.01232274,0.019329708,0.011355762,0.016525666,0.00930358,0.019320907,0.01232274,0.003451515,0.019320907,0.003564754
4.51,0.012353278,0.020578499,0.012341774,0.017537074,0.010098004,0.011991894,0.020758819,0.024602086,0.012259743,0.019272143,0.011381934,0.016432712,0.009346676,0.019201377,0.012259743,0.003487138,0.019201377,0.003589632
4.52,0.012313916,0.020563648,0.012277862,0.017503019,0.010015815,0.011911037,0.020857952,0.024605375,0.012197311,0.01924635,0.011399066,0.016338086,0.009387431,0.019080277,0.012197311,0.003524881,0.019080277,0.003615467
4.53,0.012273508,0.020546852,0.012212798,0.017467389,0.009923585,0.01183054,0.020956605,0.024607983,0.012134116,0.019218679,0.011407031,0.016241816,0.009425802,0.018959495,0.012134116,0.003565024,0.018959495,0.003641347
4.54,0.01223242,0.020528142,0.012146562,0.017430236,0.009824087,0.011749627,0.021054631,0.02460861,0.012070065,0.01918918,0.011407599,0.016143925,0.009462479,0.018836911,0.012070065,0.003607015,0.018836911,0.003667098
4.55,0.012191248,0.02050755,0.012079137,0.017391612,0.00971534,0.011668345,0.02115188,0.024607293,0.012005137,0.019157902,0.011400176,0.016045065,0.009497513,0.0187126,0.012005137,0.003651018,0.0187126,0.003692661
4.56,0.012148908,0.020485107,0.012010504,0.017351572,0.009599108,0.011587019,0.0212482,0.024604075,0.011939309,0.019125795,0.01138335,0.015946103,0.009530062,0.018635882,0.011939309,0.003696956,0.018635882,0.003718607
4.57,0.012105365,0.020460847,0.011941243,0.017310169,0.009474315,0.011504909,0.021343438,0.024598996,0.011873766,0.019092787,0.011357082,0.01584556,0.009560084,0.018632759,0.011873766,0.003744848,0.018632759,0.003745513
4.58,0.012060587,0.020435787,0.011871636,0.017268087,0.009342149,0.011422516,0.021438595,0.024592103,0.011807473,0.019058136,0.011321353,0.015743462,0.009588734,0.018616997,0.011807473,0.003794771,0.018616997,0.003771992
4.59,0.01201479,0.020409672,0.011800766,0.017225605,0.009201939,0.011339628,0.021532674,0.024583441,0.011740214,0.019021892,0.011277892,0.015639838,0.009615225,0.018587755,0.011740214,0.003846505,0.018587755,0.003798032
4.6,0.011968903,0.020381833,0.011728623,0.0171819,0.00906916,0.011255558,0.021625261,0.024573058,0.011671973,0.018984107,0.011226543,0.015534719,0.009639082,0.018544837,0.011671973,0.003898055,0.018544837,0.003823765
4.61,0.011921693,0.020352308,0.0116552,0.017137028,0.009061932,0.011171768,0.021716211,0.024561002,0.011602949,0.018944833,0.011165784,0.015428139,0.009660695,0.018490869,0.011602949,0.003934832,0.018490869,0.003848871
4.62,0.01187314,0.020321138,0.011580494,0.017091041,0.009050234,0.011087027,0.021805378,0.024547329,0.011534082,0.01890412,0.011095678,0.015320135,0.009680872,0.018423319,0.011534082,0.003972609,0.018423319,0.003873639
4.63,0.011823228,0.020288366,0.011504503,0.017043995,0.009034321,0.011001194,0.021892623,0.024533782,0.011464189,0.018862019,0.011035243,0.01521258,0.009698306,0.018345122,0.011464189,0.004010566,0.018345122,0.003898414
4.64,0.01177476,0.020254035,0.011427878,0.016995943,0.009013304,0.010915275,0.021977809,0.024518689,0.011393265,0.018818953,0.011117443,0.015103738,0.009712975,0.018255269,0.011393265,0.00404259,0.018255269,0.003922728
4.65,0.011863159,0.020218833,0.011350753,0.016946935,0.008988749,0.010828899,0.022060807,0.024502098,0.011321306,0.018775788,0.011196795,0.014993571,0.009726567,0.018153676,0.011321306,0.004072614,0.018153676,0.003946816
