Time(s),AU46-EQ6-psaNorthSouth(g),AU46-EQ6-psaEastWest(g),CO47-EQ18-psaNorthSouth(g),CO47-EQ18-psaEastWest(g),DR16-EQ24-psaNorthSouth(g),DR16-EQ24-psaEastWest(g),DX37-EQ25-psaNorthSouth(g),DX37-EQ25-psaEastWest(g),EO30-EQ26-psaNorthSouth(g),EO30-EQ26-psaEastWest(g),GR27-EQ31-psaNorthSouth(g),GR27-EQ31-psaEastWest(g),ME52-EQ39-psaNorthSouth(g),ME52-EQ39-psaEastWest(g),Median-ZoneII-psaNorthSouth(g),StandardDev-ZoneII-psaNorthSouth(g),Median-ZoneII-psaEastWest(g),StandardDev-ZoneII-psaEastWest(g)
1.03,0.267011403,0.285762731,0.131279407,0.110387418,0.103189791,0.133828997,0.982526203,0.68560903,0.131754825,0.096234814,0.200083328,0.205589016,0.149794218,0.194492926,0.149794218,0.290910822,0.194492926,0.189929069
1.04,0.255391105,0.271229684,0.130316614,0.108080919,0.100485293,0.133593324,0.992698432,0.684906354,0.12786382,0.092497303,0.188707548,0.206243988,0.144643888,0.184499524,0.144643888,0.295905335,0.184499524,0.19034504
1.05,0.240728699,0.260967077,0.128684085,0.105818826,0.100758439,0.132586737,1.003423598,0.676286375,0.123512079,0.089331548,0.185542275,0.20670583,0.143301247,0.176437627,0.143301247,0.300437689,0.176437627,0.188237013
1.06,0.226839241,0.255747082,0.126955706,0.107352789,0.103286089,0.130537957,1.013174529,0.65945773,0.118922989,0.087505565,0.180892688,0.2068724,0.14292166,0.170467167,0.14292166,0.304552174,0.170467167,0.182993595
1.07,0.212712527,0.249052682,0.125637918,0.109687471,0.104319337,0.127805363,1.020242453,0.635117489,0.114136734,0.086775322,0.175080783,0.208983874,0.143015386,0.165861584,0.143015386,0.307956493,0.165861584,0.174997466
1.08,0.211269879,0.246110992,0.125057503,0.111880672,0.103926277,0.124795096,1.027118834,0.604974147,0.109019254,0.087224002,0.168250707,0.209894892,0.142842333,0.161811486,0.142842333,0.311150596,0.161811486,0.165076487
1.09,0.209965297,0.243308973,0.12534906,0.113976104,0.102177199,0.121992873,1.031116135,0.570233084,0.103449669,0.088761769,0.169913559,0.208430201,0.141965535,0.157851919,0.141965535,0.313080137,0.157851919,0.15357326
1.1,0.208637089,0.240526676,0.126533482,0.116298923,0.099356218,0.119341213,1.032163456,0.539411324,0.097322698,0.091187836,0.172611414,0.206361026,0.140544179,0.153795813,0.140544179,0.314051351,0.153795813,0.143292775
1.11,0.207235738,0.238088178,0.128191498,0.118851298,0.09572857,0.116309493,1.029644818,0.506708888,0.091805458,0.09423456,0.175081377,0.207368873,0.139256797,0.149437327,0.139256797,0.313792577,0.149437327,0.132433381
1.12,0.205619126,0.236471781,0.12985442,0.121723928,0.095002589,0.112472951,1.022815388,0.473717823,0.093029834,0.09821481,0.176873357,0.206259336,0.138930871,0.14499692,0.138930871,0.311264681,0.14499692,0.121572505
1.13,0.203663455,0.235969791,0.130991051,0.124977458,0.0951803,0.107478384,1.012724574,0.441271278,0.093520649,0.103184519,0.177448758,0.203282492,0.1403956,0.147309015,0.1403956,0.307582235,0.147309015,0.110624226
1.14,0.201342496,0.236338949,0.131172751,0.12852126,0.095096337,0.103511027,0.998334111,0.410145162,0.09521805,0.108384279,0.176504383,0.198695195,0.142735561,0.150004084,0.142735561,0.302414976,0.150004084,0.100144962
1.15,0.198654772,0.237601542,0.129999121,0.132407231,0.094675937,0.102425653,0.979986557,0.380575555,0.096727922,0.113608381,0.173707017,0.193053242,0.145058326,0.152990054,0.145058326,0.296091634,0.152990054,0.090034069
1.16,0.19561459,0.23938188,0.127179606,0.136486431,0.094286011,0.100951046,0.958500379,0.35241944,0.097236731,0.118575779,0.169213448,0.186525959,0.146594575,0.156193476,0.146594575,0.288989592,0.156193476,0.080751756
1.17,0.192240641,0.241230168,0.122681711,0.140630478,0.093847262,0.099165659,0.933423531,0.32978211,0.097421783,0.123086785,0.16353384,0.179469759,0.146921933,0.159432025,0.146921933,0.280911548,0.159432025,0.073588631
1.18,0.188544021,0.242766085,0.116480611,0.144733153,0.093106045,0.098195152,0.905331705,0.308124124,0.097945706,0.126950339,0.157642939,0.172629493,0.145931866,0.162569395,0.145931866,0.271995438,0.162569395,0.067040766
1.19,0.184517429,0.243608406,0.10883693,0.148670842,0.092120555,0.097106265,0.875496388,0.299361481,0.099282134,0.130018298,0.160858296,0.170456526,0.143788112,0.165398673,0.143788112,0.262214508,0.165398673,0.064303291
1.2,0.180131154,0.245507283,0.102044618,0.152319417,0.090873637,0.096185271,0.844009939,0.306095761,0.101704917,0.13227624,0.16170884,0.168583979,0.140909393,0.167648693,0.140909393,0.251925661,0.167648693,0.0660436
1.21,0.175341794,0.251067322,0.104585364,0.155568876,0.092801483,0.095715047,0.81169763,0.31423753,0.104927249,0.133787441,0.160633862,0.16697245,0.137991946,0.16901088,0.137991946,0.240464723,0.16697245,0.068762458
1.22,0.170139015,0.255739753,0.105753507,0.158330885,0.096272191,0.095809819,0.779352926,0.323053506,0.108501664,0.134595807,0.157789451,0.165778051,0.137701621,0.169187729,0.137701621,0.228899021,0.165778051,0.071595172
1.23,0.165294132,0.2592806,0.105633717,0.16053617,0.099364274,0.096344825,0.747612083,0.332374163,0.112974473,0.134756289,0.154946003,0.164643134,0.14116972,0.167959216,0.14116972,0.217412183,0.164643134,0.074509657
1.24,0.161110942,0.261538599,0.104400706,0.162239969,0.101835764,0.098162411,0.716889148,0.341531333,0.116849249,0.134323287,0.154543895,0.163369965,0.143255409,0.165339488,0.143255409,0.206420359,0.163369965,0.077182279
1.25,0.156554125,0.262408044,0.102285257,0.163306307,0.103528,0.100514657,0.687364558,0.350160578,0.11918193,0.133395777,0.15220957,0.161724389,0.143972106,0.161387006,0.143972106,0.196256406,0.161724389,0.07967395
1.26,0.151605528,0.261902711,0.099531808,0.163724955,0.104479821,0.10230122,0.65902373,0.357923288,0.11980576,0.132178899,0.147945031,0.159519946,0.143385517,0.156363018,0.143385517,0.186897177,0.159519946,0.082072491
1.27,0.148797617,0.260677959,0.096359902,0.16360999,0.104528678,0.103252314,0.631765579,0.364528447,0.118801283,0.130939684,0.14160656,0.157764137,0.141704924,0.150723054,0.14160656,0.178190105,0.157764137,0.084301141
1.28,0.146889447,0.260331814,0.092996538,0.162958722,0.103822701,0.10318976,0.605686398,0.369759913,0.116684578,0.129833966,0.133223344,0.159713228,0.139588471,0.144979621,0.133223344,0.170133841,0.159713228,0.086264899
1.29,0.145198809,0.258925995,0.089542251,0.161831374,0.10223585,0.102266082,0.580314488,0.373497504,0.116557414,0.128235094,0.127343845,0.161365582,0.136686058,0.139604621,0.127343845,0.162199806,0.161365582,0.087899908
1.3,0.143957776,0.256400883,0.086559318,0.160232377,0.099883672,0.104274462,0.55554085,0.375728004,0.116873642,0.126026249,0.126304333,0.163034563,0.133262751,0.134972534,0.126304333,0.154240758,0.160232377,0.08861982
1.31,0.143255282,0.252876128,0.088006918,0.158258453,0.100727763,0.104983966,0.531316353,0.376539417,0.117801397,0.123370714,0.123178517,0.164644184,0.129419252,0.131421819,0.123178517,0.145934015,0.158258453,0.089005294
1.32,0.14293913,0.248525189,0.089945984,0.155818257,0.101468711,0.104506249,0.508061,0.376098158,0.11933544,0.120302618,0.118155073,0.16627735,0.125445252,0.128917056,0.11933544,0.138010854,0.155818257,0.089092347
1.33,0.14266058,0.243554659,0.092217707,0.153053724,0.101650462,0.103100886,0.485363829,0.374614152,0.121329266,0.116959704,0.111639345,0.167698706,0.121606703,0.127472528,0.121329266,0.130391767,0.153053724,0.088912476
1.34,0.142036938,0.238185206,0.094652409,0.150140778,0.101321249,0.100947736,0.463313833,0.372324052,0.123540342,0.113556208,0.109399418,0.168754219,0.118100705,0.126866119,0.118100705,0.122783836,0.150140778,0.088529869
1.35,0.14076365,0.232629512,0.097070284,0.147158279,0.10056866,0.098428593,0.442289679,0.369498359,0.125794994,0.110199037,0.108241665,0.169096912,0.115037655,0.126885279,0.115037655,0.115515384,0.147158279,0.088008822
1.36,0.138559049,0.227074513,0.099299139,0.144221576,0.099319413,0.095947033,0.421962516,0.366324814,0.127717725,0.107024636,0.107714005,0.168778067,0.112448812,0.127253037,0.112448812,0.108538224,0.144221576,0.08736905
1.37,0.135345468,0.221670655,0.101242016,0.141418301,0.097539413,0.093877611,0.404568782,0.362936184,0.130692677,0.104151118,0.106154947,0.167802582,0.111832975,0.127823078,0.111832975,0.102610072,0.141418301,0.086602307
1.38,0.131163845,0.216659569,0.102760486,0.138819575,0.095186589,0.092519082,0.387577391,0.359429338,0.133263633,0.101721124,0.104398927,0.166360869,0.112474787,0.128350905,0.112474787,0.096924979,0.138819575,0.085705936
1.39,0.126065725,0.212063529,0.103770756,0.136413304,0.094005201,0.09216727,0.371337202,0.355866385,0.135029995,0.104270802,0.103403131,0.16493703,0.112272529,0.128724205,0.112272529,0.091536003,0.136413304,0.084132961
1.4,0.120395488,0.207894539,0.104325099,0.134192335,0.094385004,0.092765222,0.355824174,0.352277242,0.135957127,0.106071298,0.102585243,0.163688002,0.110968186,0.128880448,0.110968186,0.086433094,0.134192335,0.082568906
1.41,0.11457267,0.204251845,0.104306192,0.132138083,0.094251787,0.094798117,0.341073463,0.348651888,0.135933251,0.107091403,0.101918318,0.162824032,0.10845099,0.12880672,0.10845099,0.081806437,0.132138083,0.08094594
1.42,0.109073772,0.20096363,0.103828936,0.130225954,0.09358116,0.097707943,0.332595841,0.344911398,0.135070672,0.107350569,0.101446503,0.162404456,0.107222496,0.128531424,0.107222496,0.079369429,0.130225954,0.079298126
1.43,0.105597451,0.19811776,0.102821821,0.128429263,0.092375473,0.100832816,0.332757888,0.341015405,0.133322444,0.10690185,0.101244094,0.16215416,0.106181062,0.128774801,0.105597451,0.079888441,0.128774801,0.07765382
1.44,0.105239692,0.195472856,0.101445543,0.126721367,0.090660805,0.10388266,0.331567989,0.336941426,0.130753129,0.10567829,0.101260627,0.161819123,0.106659248,0.130295995,0.105239692,0.079734572,0.130295995,0.075990373
1.45,0.106824206,0.193130333,0.099686828,0.125077447,0.08847984,0.106618103,0.329264115,0.332712327,0.127464495,0.104352096,0.10149104,0.163602893,0.107287981,0.13182296,0.106824206,0.079153416,0.13182296,0.074355388
1.46,0.107728408,0.190827979,0.097674174,0.123481439,0.085882504,0.108707868,0.326063637,0.328513312,0.123570304,0.102401488,0.101969612,0.168206008,0.107921321,0.133330407,0.107728408,0.078380825,0.133330407,0.072926643
1.47,0.108050882,0.188653569,0.095457241,0.121925319,0.082916667,0.110066247,0.322145408,0.334026757,0.11910651,0.099853486,0.102609107,0.172474331,0.10839982,0.134883847,0.108050882,0.077486965,0.134883847,0.074835848
1.48,0.10791305,0.186443677,0.093081301,0.120379721,0.079621064,0.110492885,0.31763892,0.33823659,0.115989341,0.096699772,0.10332227,0.175986799,0.108554328,0.136507256,0.10791305,0.076464762,0.136507256,0.0765475
1.49,0.10734694,0.184146507,0.090657338,0.118831597,0.078848677,0.110059268,0.318288829,0.341143506,0.112653304,0.095618983,0.104115957,0.178548525,0.108851974,0.138088419,0.10734694,0.077026645,0.138088419,0.077686149
1.5,0.106392359,0.181841797,0.088603485,0.117268624,0.079023601,0.10870651,0.319886097,0.342882698,0.108948906,0.096225689,0.104793887,0.180023827,0.108892985,0.139545087,0.106392359,0.077868209,0.139545087,0.07833795
1.51,0.105083294,0.17939206,0.086384503,0.115677736,0.07918635,0.106492998,0.321134258,0.343544673,0.104989836,0.096337328,0.105381457,0.180331903,0.108316155,0.140768196,0.105083294,0.078684926,0.140768196,0.07880334
1.52,0.103358994,0.17679109,0.08397831,0.115237851,0.079362375,0.107141789,0.32197761,0.343027996,0.1028257,0.095904863,0.105707104,0.179438486,0.107063071,0.141638048,0.103358994,0.079370124,0.141638048,0.07854274
1.53,0.101109202,0.174066709,0.081338963,0.11535158,0.079438455,0.107184221,0.322347634,0.341644963,0.101776286,0.095858632,0.105744279,0.177347238,0.105173363,0.142041406,0.101776286,0.079940627,0.142041406,0.077967974
1.54,0.098324194,0.171229079,0.078377888,0.115438237,0.079366134,0.106161054,0.322147726,0.339180817,0.100632078,0.095716815,0.105473213,0.174093424,0.102636613,0.141885216,0.100632078,0.080436027,0.141885216,0.077177963
1.55,0.09486156,0.168229891,0.075030157,0.115408334,0.079147793,0.104206589,0.32126396,0.335847581,0.099326249,0.095438516,0.104824391,0.169741285,0.099536436,0.141105591,0.099326249,0.08083645,0.141105591,0.076248914
1.56,0.092020711,0.165070358,0.073139769,0.115144365,0.078700397,0.101415846,0.319575829,0.331587344,0.097772014,0.09505048,0.103818065,0.164383357,0.096294007,0.139673297,0.096294007,0.080859546,0.139673297,0.07517073
1.57,0.093744794,0.161750829,0.075283406,0.114427108,0.078008402,0.099564804,0.316967671,0.331863858,0.095992056,0.09451011,0.102529284,0.158140033,0.093968415,0.137595574,0.093968415,0.079972186,0.137595574,0.075587056
1.58,0.095120673,0.158272193,0.07735941,0.113199578,0.077074265,0.097529451,0.313340315,0.331910469,0.095805572,0.093789759,0.100941244,0.151157258,0.091083633,0.134913732,0.095120673,0.078766043,0.134913732,0.076083155
1.59,0.096045265,0.15466841,0.079282737,0.111321969,0.075938584,0.095390067,0.308620801,0.331072932,0.09632851,0.092881781,0.099114806,0.143601709,0.087686609,0.131696957,0.096045265,0.077266076,0.131696957,0.076447659
1.6,0.096434377,0.150908714,0.080975163,0.108799363,0.074624184,0.093072677,0.302786614,0.329362992,0.097664515,0.091830202,0.097182452,0.135720254,0.083891271,0.130462429,0.096434377,0.075465806,0.130462429,0.076593204
1.61,0.096225596,0.148529281,0.082370229,0.105706887,0.073163952,0.090580961,0.295882297,0.326798439,0.099042572,0.090577739,0.095131009,0.127652688,0.079723857,0.130051942,0.095131009,0.073426916,0.127652688,0.076579779
1.62,0.098625539,0.146351818,0.083426233,0.102164662,0.071605841,0.088493831,0.28788242,0.323404615,0.100001313,0.089126737,0.093062448,0.119877287,0.075256589,0.129276425,0.093062448,0.071031975,0.119877287,0.076363859
1.63,0.101559745,0.143992875,0.084116532,0.09838147,0.070041448,0.087055702,0.279297553,0.319215453,0.100556979,0.087524791,0.091021506,0.117183359,0.072624181,0.128216092,0.091021506,0.068372812,0.117183359,0.075670411
1.64,0.103943006,0.14143771,0.084398501,0.094620513,0.068479463,0.085401018,0.276141269,0.314275177,0.100643624,0.085767285,0.089037059,0.114959288,0.070395168,0.126904256,0.089037059,0.06765322,0.114959288,0.074751439
1.65,0.105732223,0.138654533,0.084258877,0.091133696,0.066976357,0.083533846,0.272024887,0.308639733,0.100388934,0.083845887,0.087153375,0.112410015,0.068479459,0.125385091,0.087153375,0.066644054,0.112410015,0.073636509
1.66,0.106901333,0.135751664,0.083694092,0.088125782,0.065564504,0.081481281,0.267020159,0.302375952,0.100662423,0.081825031,0.085371279,0.109598505,0.06910095,0.12369718,0.085371279,0.06512413,0.109598505,0.072316005
1.67,0.107442057,0.132659346,0.082708415,0.086198791,0.064256178,0.079289616,0.261222582,0.295558674,0.101020042,0.079702263,0.083694575,0.10658284,0.069598795,0.121879757,0.083694575,0.063377567,0.10658284,0.070752648
1.68,0.107362311,0.129445886,0.083053132,0.086809819,0.06305636,0.07704514,0.254751637,0.288266752,0.100958338,0.077485429,0.082507326,0.103529675,0.069887579,0.120013425,0.083053132,0.061326179,0.103529675,0.068836441
1.69,0.106683915,0.12613467,0.083714634,0.087660107,0.061971238,0.074795445,0.247670388,0.280580513,0.100474429,0.075249282,0.081594929,0.100401218,0.069934739,0.11806325,0.083714634,0.059062396,0.100401218,0.06679257
1.7,0.105440504,0.122745626,0.084248995,0.088792813,0.060963304,0.072593602,0.240082972,0.272580075,0.09957322,0.072949366,0.080779356,0.097319997,0.069652784,0.116046914,0.084248995,0.056667255,0.097319997,0.064644008
1.71,0.10367606,0.119324296,0.084646271,0.090139404,0.060054497,0.070539141,0.232088865,0.264343948,0.098268466,0.071250222,0.080037985,0.094288636,0.069048763,0.11404352,0.084646271,0.054170695,0.094288636,0.062346798
1.72,0.101460267,0.115906352,0.084893402,0.09160586,0.059183107,0.068638232,0.223802903,0.255946314,0.096583567,0.071267702,0.079352799,0.091310127,0.069285671,0.11200128,0.084893402,0.05151224,0.09160586,0.059816027
1.73,0.100190907,0.112483081,0.084976461,0.093075848,0.058370194,0.066964978,0.215312527,0.247488946,0.094550767,0.070964709,0.078715583,0.08844134,0.069494196,0.109937268,0.084976461,0.048798005,0.093075848,0.057299747
1.74,0.100223541,0.109166487,0.084897779,0.094468806,0.057669153,0.065496398,0.209167689,0.23907706,0.092219315,0.070307335,0.078119519,0.085693555,0.069274464,0.107898642,0.084897779,0.046920627,0.094468806,0.054841932
1.75,0.100044769,0.105909454,0.084655522,0.095641473,0.057125729,0.064265519,0.205019119,0.230684537,0.089663817,0.069286488,0.077569691,0.083052796,0.068661134,0.105832254,0.084655522,0.045751181,0.095641473,0.052436152
1.76,0.09970177,0.102738717,0.084226091,0.096583444,0.05656625,0.063249646,0.200936949,0.222352886,0.086904875,0.067904607,0.077068908,0.080540364,0.067689474,0.103781913,0.084226091,0.04465988,0.096583444,0.050094066
1.77,0.099206745,0.099694429,0.083604815,0.097212928,0.055989111,0.062412761,0.196892646,0.214255223,0.084054666,0.066179369,0.076599549,0.078183179,0.066437064,0.101731364,0.083604815,0.043629978,0.097212928,0.047872533
1.78,0.098549107,0.096793881,0.082844972,0.097545769,0.055406133,0.061759466,0.192841296,0.206280372,0.081335045,0.064140369,0.076161858,0.076015729,0.065004731,0.099667093,0.081335045,0.042625685,0.096793881,0.045723914
1.79,0.097774216,0.094017517,0.081911233,0.097596499,0.054818769,0.061223867,0.188851363,0.198524603,0.080635769,0.061823346,0.075756698,0.07407982,0.063533626,0.097633275,0.080635769,0.041577821,0.094017517,0.043678352
1.8,0.096902456,0.09136982,0.080820244,0.097370064,0.054226775,0.060781857,0.184915891,0.190998021,0.079786376,0.059281199,0.075586995,0.072421936,0.062163527,0.09557906,0.079786376,0.040540659,0.09136982,0.04173062
1.81,0.095913478,0.088850913,0.079625198,0.096955751,0.053636794,0.060387545,0.180962748,0.183703858,0.078785226,0.056547342,0.075528017,0.071088516,0.061011599,0.093556942,0.078785226,0.039481834,0.088850913,0.039879897
1.82,0.094852408,0.086457629,0.078285717,0.096350634,0.053054221,0.06000873,0.17701425,0.176665101,0.077650607,0.053652308,0.075420133,0.070119854,0.060153694,0.091531894,0.077650607,0.038409114,0.086457629,0.038132558
1.83,0.093724176,0.084184546,0.07689236,0.095661457,0.052498295,0.059589207,0.17335231,0.169895379,0.076400701,0.053029207,0.075281904,0.069543637,0.059613813,0.089545474,0.076400701,0.03740495,0.084184546,0.036152499
1.84,0.092509756,0.082921352,0.07539131,0.094886224,0.051963415,0.05910947,0.171998191,0.163350112,0.075103557,0.052825821,0.075116245,0.069369255,0.059390539,0.087573114,0.075116245,0.037137412,0.082921352,0.034152896
1.85,0.091258109,0.08314278,0.073869529,0.094095259,0.051444871,0.058536114,0.170695358,0.157129695,0.073732002,0.05273527,0.074891353,0.069583912,0.059390393,0.085669677,0.073869529,0.036873695,0.08314278,0.032212153
1.86,0.089951281,0.083500987,0.072276829,0.093288148,0.050950869,0.05783561,0.169347225,0.151143532,0.072306907,0.052734962,0.0746551,0.07015124,0.059527303,0.083804157,0.072306907,0.036590525,0.083500987,0.030345245
1.87,0.088580323,0.083889217,0.070697094,0.092463989,0.050538176,0.056991123,0.167939555,0.145401664,0.070883615,0.052793585,0.07434635,0.071013883,0.059721446,0.082016863,0.070883615,0.036280981,0.082016863,0.028575782
1.88,0.087193854,0.084231804,0.069083869,0.091653082,0.050424129,0.055992144,0.166459339,0.140896656,0.069424644,0.05287445,0.073997697,0.072091701,0.059912445,0.080317151,0.069424644,0.035923261,0.080317151,0.027230079
1.89,0.085759703,0.084455059,0.067478933,0.091057865,0.050359582,0.05483446,0.16496293,0.136868924,0.06797319,0.052939211,0.073585423,0.073299499,0.060064834,0.078698259,0.06797319,0.035568021,0.078698259,0.026096743
1.9,0.084277391,0.084491876,0.065885407,0.090890656,0.050344529,0.053599656,0.16339197,0.132918817,0.066522951,0.0529513,0.07329732,0.074542646,0.060163781,0.07717128,0.066522951,0.035191442,0.07717128,0.025069674
1.91,0.082779235,0.08428559,0.064284939,0.090595722,0.050374851,0.052961096,0.161711897,0.129050095,0.065062304,0.05287875,0.073129627,0.075730396,0.060204718,0.075765742,0.065062304,0.034786084,0.075765742,0.024021243
1.92,0.08124686,0.083792307,0.062717306,0.090159535,0.050438158,0.05217558,0.15991306,0.125317637,0.063631471,0.05270044,0.072934573,0.076781474,0.060218751,0.074453453,0.063631471,0.03434713,0.076781474,0.023080062
1.93,0.07967582,0.08298259,0.06115798,0.089531735,0.050526244,0.051257624,0.158078853,0.121699956,0.062189375,0.052400697,0.072708135,0.077648848,0.060563092,0.073231062,0.062189375,0.03388161,0.077648848,0.022231753
1.94,0.078069087,0.081842365,0.059597401,0.088713259,0.05063038,0.050530009,0.156114247,0.118178096,0.060740112,0.05195843,0.072471618,0.078316847,0.060827517,0.072091449,0.060827517,0.033391211,0.078316847,0.021410494
1.95,0.076432695,0.080377471,0.058054305,0.087656523,0.05074838,0.049619897,0.154013347,0.114757462,0.059301356,0.051367106,0.072209438,0.07870846,0.060980125,0.071031984,0.060980125,0.032873702,0.07870846,0.020672806
1.96,0.074767382,0.078612366,0.056524773,0.086365593,0.050875261,0.048581835,0.151814079,0.111454885,0.057842484,0.050626609,0.071914927,0.078866822,0.060991016,0.07004758,0.060991016,0.032346192,0.078612366,0.020009343
1.97,0.073061559,0.076554753,0.054991321,0.084821314,0.050994866,0.047413174,0.149532794,0.10828819,0.056359352,0.049746397,0.071604733,0.07876204,0.060842833,0.069113321,0.060842833,0.031817868,0.076554753,0.019417975
1.98,0.071313228,0.074240242,0.053455622,0.083011097,0.05110109,0.046175125,0.147121076,0.10522834,0.054847644,0.048740086,0.071288668,0.078414488,0.060538991,0.068220132,0.060538991,0.031272497,0.074240242,0.018874647
1.99,0.069520418,0.071841868,0.051933541,0.080980637,0.051208559,0.044870506,0.144587683,0.102279056,0.053315927,0.047719576,0.070955447,0.077858272,0.060109531,0.067361902,0.060109531,0.030707919,0.071841868,0.018366561
2,0.06768191,0.070485287,0.050426493,0.078721402,0.051295177,0.043551369,0.14201212,0.099443964,0.051748593,0.046888332,0.070615918,0.077078481,0.059686181,0.066537156,0.059686181,0.030147881,0.070485287,0.017854253
2.01,0.0657976,0.068920708,0.048929661,0.076266943,0.051362326,0.042241505,0.139347367,0.096726644,0.050146092,0.045923941,0.070300571,0.076151502,0.059581832,0.0657631,0.059581832,0.029563269,0.068920708,0.017379878
2.02,0.063868476,0.067179306,0.04745264,0.073661421,0.051425346,0.040963704,0.136595672,0.094130634,0.049259163,0.044838055,0.069992004,0.075028769,0.059466882,0.065029343,0.059466882,0.028900677,0.067179306,0.016938251
2.03,0.061896374,0.06529854,0.046006871,0.070956353,0.051467052,0.039745261,0.133773175,0.091659362,0.04854151,0.045178998,0.069698193,0.07380278,0.059335784,0.064346638,0.059335784,0.028216009,0.06529854,0.016268195
2.04,0.059890794,0.063323892,0.044605182,0.068208582,0.051500397,0.03860856,0.130956895,0.08931602,0.047775876,0.045567684,0.069441713,0.072424086,0.059216139,0.063728801,0.059216139,0.027553603,0.063728801,0.015620203
2.05,0.057855549,0.061311541,0.043261188,0.065477524,0.051528664,0.037571186,0.12810196,0.087103394,0.048177066,0.045966721,0.069220849,0.070942914,0.05909063,0.063191307,0.057855549,0.026784821,0.063191307,0.015010131
2.06,0.055792807,0.060251735,0.041988605,0.062822344,0.051543248,0.03736516,0.125220401,0.085023663,0.048490868,0.046360435,0.069028894,0.069364303,0.058951577,0.062749621,0.055792807,0.026035628,0.062749621,0.014270962
2.07,0.054734708,0.060925564,0.040800537,0.0602991,0.051567641,0.037269232,0.122327571,0.083078199,0.048626559,0.046766799,0.068868846,0.067673438,0.058826333,0.062417438,0.054734708,0.02526099,0.060925564,0.013573757
2.08,0.053600123,0.0615557,0.039708796,0.058043804,0.05158506,0.037156504,0.119440014,0.081267385,0.048561674,0.047158657,0.068759724,0.065941075,0.058683037,0.062205294,0.053600123,0.024514798,0.0615557,0.012978417
2.09,0.052399322,0.062132599,0.038723297,0.055876756,0.051604072,0.03704735,0.116607531,0.079590492,0.048294584,0.047555204,0.06867394,0.064114931,0.058521514,0.062126015,0.052399322,0.023810017,0.062126015,0.012475156
2.1,0.051118843,0.062653769,0.037851578,0.05404993,0.051629364,0.036920009,0.113795593,0.07804561,0.047832826,0.047935198,0.068604637,0.062230239,0.058354549,0.062172563,0.051629364,0.023133742,0.062172563,0.012068207
2.11,0.050217356,0.063128692,0.037098461,0.054221814,0.051645525,0.036794592,0.11101287,0.076629652,0.047191035,0.048320923,0.06856835,0.060303762,0.05838302,0.062338848,0.051645525,0.022456214,0.060303762,0.011665176
2.12,0.050907453,0.063558485,0.036465886,0.055128653,0.051674532,0.036649187,0.108266124,0.075338419,0.046388591,0.048693549,0.06853379,0.06042082,0.058334786,0.062612299,0.051674532,0.021700176,0.06042082,0.011386164
2.13,0.051513965,0.063929716,0.035952911,0.056289449,0.051687578,0.036489284,0.105560366,0.074761515,0.0454441,0.049069114,0.068488467,0.060896034,0.058202547,0.062974301,0.051687578,0.020979106,0.060896034,0.011302824
2.14,0.052059593,0.064244246,0.03555857,0.057400338,0.051699951,0.036309992,0.102899098,0.074138772,0.04439767,0.049445974,0.068447761,0.061366824,0.057969275,0.063402264,0.052059593,0.020289483,0.061366824,0.011237338
2.15,0.052574728,0.064523293,0.035284256,0.05845721,0.051691233,0.036094175,0.100284606,0.073446133,0.043248594,0.049824872,0.068369588,0.061837324,0.057651919,0.063891559,0.052574728,0.019629072,0.061837324,0.011192242
2.16,0.053085702,0.064741596,0.035110853,0.059463737,0.051668301,0.035861682,0.097718278,0.072702346,0.042034698,0.050214109,0.068267469,0.062285117,0.057249107,0.064392401,0.053085702,0.018997985,0.062285117,0.011159788
2.17,0.053613623,0.064897301,0.035028557,0.060413658,0.051612899,0.035583993,0.095216754,0.071933105,0.040757443,0.050620376,0.068117769,0.062705246,0.056761114,0.064889446,0.053613623,0.018402642,0.062705246,0.011151148
2.18,0.05417729,0.065007967,0.035026701,0.061294501,0.051532237,0.035728043,0.092762476,0.071148422,0.039607191,0.051046709,0.067920464,0.06312814,0.056182502,0.065360643,0.05417729,0.017815006,0.06312814,0.011027699
2.19,0.054759885,0.06505722,0.03509428,0.062101823,0.051404051,0.036343863,0.090355662,0.070349989,0.038998776,0.051492349,0.067665863,0.063491252,0.055500279,0.065783925,0.054759885,0.017175369,0.063491252,0.010761152
2.2,0.055347434,0.065035969,0.035220419,0.062832091,0.05124409,0.036995525,0.087997446,0.069541471,0.038374489,0.05195309,0.067353386,0.0637816,0.054698584,0.066134175,0.054698584,0.016559327,0.0637816,0.010476677
2.21,0.055917204,0.064942957,0.035394763,0.063482665,0.051025921,0.037667728,0.085689515,0.068721297,0.037727941,0.05242197,0.066973889,0.064010572,0.053835484,0.066415853,0.053835484,0.015971182,0.064010572,0.010178741
2.22,0.056440395,0.06478614,0.035607763,0.064051479,0.050766422,0.038330144,0.083434256,0.068138618,0.037054729,0.052890611,0.066539716,0.064103798,0.053150853,0.066609397,0.053150853,0.015411526,0.064103798,0.009899787
2.23,0.056885021,0.064554912,0.035850859,0.064536711,0.050450163,0.038958941,0.081234825,0.067569163,0.036349977,0.05335025,0.066031996,0.064082842,0.052430621,0.066709538,0.052430621,0.014883306,0.064536711,0.009615805
