Time(s),AE02-EQ1-psaNorthSouth(g),AE02-EQ1-psaEastWest(g),AU11-EQ5-psaNorthSouth(g),AU11-EQ5-psaEastWest(g),CE23-EQ12-psaNorthSouth(g),CE23-EQ12-psaEastWest(g),CE32-EQ13-psaNorthSouth(g),CE32-EQ13-psaEastWest(g),CP28-EQ20-psaNorthSouth(g),CP28-EQ20-psaEastWest(g),DM12-EQ23-psaNorthSouth(g),DM12-EQ23-psaEastWest(g),NZ20-EQ43-psaNorthSouth(g),NZ20-EQ43-psaEastWest(g),NZ31-EQ44-psaNorthSouth(g),NZ31-EQ44-psaEastWest(g),PD42-EQ46-psaNorthSouth(g),PD42-EQ46-psaEastWest(g),TH35-EQ52-psaNorthSouth(g),TH35-EQ52-psaEastWest(g),XO36-EQ60-psaNorthSouth(g),XO36-EQ60-psaEastWest(g)
0.940,0.423473398,0.365888826,0.171048046,0.163011572,0.091586132,0.113308877,0.182499428,0.174693495,0.099728179,0.213740358,0.212527075,0.180295097,0.455561386,0.300506279,0.292757804,0.317928117,0.209567817,0.160421241,0.632870324,0.412126193,0.369508858,0.438629949
0.950,0.427808266,0.355944523,0.172579371,0.164705743,0.091626684,0.116334233,0.173536629,0.175835636,0.098317061,0.212836547,0.213427285,0.178013842,0.444791498,0.289206718,0.31099297,0.32846933,0.213752122,0.161119387,0.625720958,0.411765137,0.378695576,0.428164465
0.960,0.427357278,0.344735847,0.173562705,0.166791791,0.099664489,0.117949576,0.168063144,0.177226738,0.100077519,0.208351541,0.216514318,0.17547259,0.439093048,0.275537146,0.327215972,0.335954097,0.216365584,0.162330259,0.613906937,0.417867529,0.380325413,0.417314842
0.970,0.420600019,0.332445844,0.173818416,0.169367018,0.106954801,0.118112391,0.163865706,0.178803553,0.100929769,0.201335418,0.221874255,0.172352502,0.431734016,0.260375107,0.338231216,0.340484517,0.217795027,0.164100357,0.598258603,0.428931896,0.372672385,0.407753731
0.980,0.407025321,0.329597562,0.173666455,0.172227554,0.112513911,0.117013486,0.159483001,0.180320233,0.101016893,0.192684209,0.229169628,0.168300493,0.423914037,0.248562212,0.342076655,0.346431274,0.218189547,0.166400272,0.579560382,0.441072984,0.355906728,0.400142446
0.990,0.389336309,0.33180762,0.173355809,0.175241214,0.115881106,0.11492816,0.159050976,0.181608314,0.100359063,0.182784826,0.237519329,0.162852968,0.415817564,0.250021794,0.338096119,0.364657699,0.217962997,0.168809871,0.560022086,0.450635059,0.337946167,0.393725199
1.000,0.370857743,0.329550991,0.17271344,0.17819328,0.117305209,0.112201028,0.164035098,0.18260901,0.099028236,0.172097282,0.246442794,0.156922065,0.408088379,0.250755627,0.34474586,0.379468866,0.217292937,0.171018776,0.540354555,0.454779564,0.336530449,0.387204088
1.010,0.355150401,0.323621609,0.171463677,0.180675208,0.117566433,0.1093795,0.170053445,0.183444019,0.098291497,0.161133286,0.255616989,0.15722526,0.401143812,0.247014077,0.347636051,0.391540172,0.216176205,0.172402238,0.522389518,0.451642186,0.330699898,0.379573272
1.020,0.343629551,0.315162952,0.16956883,0.182495097,0.117581464,0.108491448,0.176042727,0.184147076,0.098921984,0.150598618,0.271251688,0.156077724,0.395237115,0.2459979,0.346369973,0.401422349,0.214021649,0.175866759,0.507040601,0.440758982,0.321243272,0.370531774
1.030,0.335347219,0.304873401,0.167698199,0.183575294,0.117842553,0.107298739,0.181023345,0.184721518,0.098722941,0.141722725,0.286159248,0.153131059,0.39083421,0.245544271,0.341104092,0.409317393,0.210695632,0.183779128,0.494650743,0.422838087,0.309262294,0.360480387
1.040,0.328072245,0.294063384,0.166267918,0.183956926,0.118429697,0.105706369,0.184813519,0.185271534,0.097975536,0.135309842,0.297571313,0.148679063,0.387800449,0.244433986,0.332499898,0.414848812,0.209155206,0.190256518,0.485310092,0.399356392,0.295204037,0.350769878
1.050,0.319770158,0.283791889,0.165424743,0.183773993,0.119139139,0.109914493,0.187065121,0.185940875,0.096945231,0.131946047,0.304141974,0.145090369,0.386038909,0.243848858,0.321274764,0.417580216,0.207058001,0.19443897,0.506672662,0.372678046,0.279718277,0.342017645
1.060,0.309063557,0.275125695,0.165290285,0.183223588,0.119802055,0.115511776,0.187786221,0.186810148,0.095679182,0.131478107,0.305265875,0.145939106,0.385468063,0.244602875,0.308369148,0.417260632,0.204198579,0.196181155,0.534248949,0.359028396,0.263272263,0.335451876
1.070,0.298159938,0.268894787,0.17257312,0.182562442,0.120143875,0.121226713,0.187085673,0.188231652,0.094085588,0.133125575,0.300729417,0.149820482,0.385505443,0.246818828,0.294980783,0.42084424,0.200848784,0.196303079,0.559524273,0.356691407,0.265190153,0.331742681
1.080,0.284215188,0.264937439,0.179239154,0.182041944,0.120109352,0.126500183,0.185160038,0.190391203,0.092050601,0.135778912,0.307113107,0.152270687,0.38616632,0.250098879,0.282255259,0.422202303,0.197284432,0.195877162,0.580561896,0.352904036,0.272767717,0.331084444
1.090,0.267679503,0.26528397,0.184677415,0.181911225,0.119638244,0.130945238,0.182289703,0.193463439,0.089508048,0.138410596,0.312013015,0.153206048,0.386771519,0.25395157,0.277372191,0.42050094,0.19367963,0.195685872,0.595989369,0.348230192,0.277371529,0.333236646
1.100,0.249552739,0.267000147,0.191325701,0.182387719,0.118509015,0.134080843,0.178952459,0.197672773,0.086469228,0.14047755,0.315525931,0.15272728,0.387596351,0.257540214,0.274815559,0.416641962,0.190117326,0.196069135,0.604834261,0.34330455,0.278268114,0.33735579
1.110,0.230841328,0.266211802,0.199716242,0.183622487,0.116621662,0.135739093,0.175621647,0.203080654,0.084998108,0.141764199,0.316664039,0.151377452,0.388157309,0.260365923,0.271922122,0.41205105,0.18661651,0.19711223,0.606281756,0.338164382,0.281656656,0.342240612
1.120,0.212542934,0.262231849,0.207291813,0.185682852,0.113716766,0.135934169,0.172865089,0.209638151,0.084364195,0.142414706,0.315597728,0.150061333,0.38850631,0.262238063,0.268807964,0.407047158,0.183203707,0.198447786,0.599794337,0.332910658,0.287052324,0.346931814
1.130,0.204308919,0.260308094,0.214126634,0.19469629,0.112608052,0.134782856,0.171225417,0.217429869,0.083883674,0.142847378,0.312700405,0.156859862,0.388653792,0.263423048,0.265669862,0.402726421,0.179861355,0.200125366,0.585264521,0.327349585,0.289707238,0.351113558
1.140,0.203531928,0.260565734,0.220654939,0.205093596,0.113797063,0.132709928,0.17212108,0.22835126,0.083683023,0.143490555,0.30857954,0.166109751,0.388209021,0.26436474,0.262634008,0.398767477,0.176495958,0.201967545,0.563118516,0.321787572,0.290129358,0.35461106
1.150,0.202683382,0.261210872,0.227512825,0.215991654,0.11404068,0.130216794,0.176123234,0.239404524,0.083714786,0.144574022,0.303616373,0.174668284,0.387237054,0.265493435,0.259746642,0.395080832,0.173072354,0.204056129,0.534353989,0.316268431,0.289479266,0.358319817
1.160,0.201993538,0.261845612,0.235108699,0.227366041,0.113238114,0.127920454,0.18023058,0.24902807,0.083809801,0.146002382,0.302173582,0.181762959,0.385510194,0.267012895,0.257169968,0.391196065,0.169564577,0.206511687,0.500497767,0.311249622,0.288914985,0.362260316
1.170,0.201745417,0.261734287,0.243452214,0.239134871,0.111671387,0.126284978,0.184529489,0.257106797,0.083873816,0.148250921,0.301188817,0.186916779,0.382769776,0.268810153,0.255216918,0.38634548,0.165955591,0.209135679,0.490537606,0.307236035,0.289189001,0.367019164
1.180,0.201850047,0.260687125,0.252498492,0.250735787,0.109505142,0.1256406,0.189375361,0.267297696,0.083655463,0.15268761,0.299272495,0.189841436,0.379151111,0.270310469,0.254057397,0.380267643,0.163180728,0.211664112,0.486890333,0.304644289,0.290441743,0.371988033
1.190,0.202275939,0.270012141,0.261799187,0.261728205,0.107194683,0.126074799,0.19483091,0.276626056,0.083043812,0.156274058,0.296182818,0.190524264,0.374793823,0.27089472,0.253979799,0.37238204,0.164402735,0.21367856,0.481309549,0.308937673,0.292207604,0.377080489
1.200,0.204056228,0.27865786,0.271093876,0.271949176,0.10609443,0.127303205,0.201000536,0.284607027,0.081916085,0.158483674,0.291921374,0.18914186,0.369739317,0.27016843,0.255152098,0.362631992,0.165175881,0.214531467,0.475711111,0.315052859,0.293621407,0.381294506
1.210,0.215097092,0.286353223,0.280362543,0.281466784,0.110363985,0.128880022,0.208121203,0.290958944,0.080067462,0.159094554,0.286353829,0.187768105,0.36470945,0.268028787,0.257539881,0.351057967,0.165457984,0.213873871,0.470151702,0.321106851,0.293744057,0.384006626
1.220,0.225865736,0.292778292,0.289823343,0.290435827,0.114328504,0.130353648,0.216283899,0.295525788,0.077351664,0.15774319,0.279240689,0.191170736,0.359786871,0.264628491,0.26089858,0.337841508,0.16519747,0.211756389,0.462824829,0.327064934,0.292404934,0.384724077
1.230,0.236154327,0.297593292,0.299934503,0.298936763,0.117521564,0.132109623,0.225826275,0.298624047,0.073718442,0.154387534,0.270506572,0.196072786,0.355847931,0.260247645,0.26488974,0.323460066,0.164370608,0.208652446,0.454041752,0.332633294,0.292993853,0.383158654
1.240,0.245635289,0.300502263,0.310992354,0.306899577,0.119604987,0.135742894,0.237127019,0.300372794,0.069203087,0.149042274,0.262143483,0.202376998,0.352980744,0.255171386,0.268896245,0.308582564,0.162916071,0.205298876,0.444117017,0.337460306,0.29057524,0.379325199
1.250,0.254050914,0.3013267,0.323164761,0.313725726,0.120362633,0.138492869,0.250183927,0.30109368,0.065882795,0.141676841,0.265302248,0.209499966,0.35149,0.249722375,0.272565465,0.293783645,0.161731424,0.202432448,0.43324846,0.34085019,0.284926626,0.373416514
1.260,0.261214658,0.300327175,0.336309465,0.318848852,0.1197138,0.140157816,0.264824576,0.313253809,0.066375432,0.132662287,0.268016981,0.218557013,0.351583833,0.244239327,0.275602703,0.279778803,0.16306529,0.207053113,0.422265026,0.342290554,0.276864506,0.365768807
1.270,0.267031463,0.297410817,0.349927997,0.321886099,0.117675019,0.140656708,0.28068059,0.331139293,0.066901577,0.125019795,0.268905679,0.22553065,0.353112457,0.239171804,0.277969639,0.267241571,0.165290304,0.211455317,0.411857282,0.342778397,0.272996555,0.369186167
1.280,0.271458746,0.29298384,0.363421787,0.323016567,0.11433081,0.139966772,0.297219455,0.346867605,0.067537344,0.123600278,0.267500876,0.229686785,0.355726972,0.235172396,0.279674711,0.25675558,0.168006117,0.215199815,0.426976251,0.35167048,0.280529908,0.369555036
1.290,0.277298576,0.287337412,0.375593608,0.322658903,0.114483825,0.13815004,0.313830896,0.359627313,0.068436929,0.121049332,0.268325794,0.233391272,0.359131407,0.233034934,0.281133126,0.24857432,0.170362361,0.218060732,0.440859353,0.358169344,0.286264139,0.36704211
1.300,0.286137923,0.280668621,0.392274114,0.324277079,0.117491622,0.13550057,0.330272945,0.368283164,0.070065381,0.11750685,0.266001919,0.234453828,0.363055576,0.23352213,0.282426135,0.242778068,0.171485909,0.219731065,0.452709951,0.36210809,0.290354465,0.362172538
1.310,0.294775783,0.27336903,0.411583436,0.326422582,0.120441115,0.13634078,0.345893084,0.372396801,0.072297079,0.113263193,0.261443487,0.23204894,0.366978267,0.236974322,0.284053581,0.239261208,0.170990187,0.219953133,0.462180354,0.363435049,0.292934302,0.355523945
1.320,0.302271706,0.265542111,0.427946435,0.32970094,0.123230512,0.136797749,0.360223905,0.371303481,0.074409842,0.108473984,0.262579086,0.232366324,0.370809847,0.243154271,0.285969103,0.23743351,0.168682938,0.218599197,0.469118647,0.362275461,0.294207533,0.349184271
1.330,0.307667507,0.257271031,0.440782892,0.334218389,0.125786139,0.136934895,0.373210162,0.364604173,0.076320244,0.103314223,0.269259361,0.232926031,0.374276789,0.251404363,0.288395677,0.236862729,0.164904409,0.215677424,0.473614131,0.358867313,0.294361672,0.344042854
1.340,0.310640389,0.248645628,0.449934664,0.337650702,0.128025689,0.136822696,0.384572016,0.372375097,0.077942539,0.0980454,0.275949577,0.23205955,0.377221713,0.260686024,0.291113003,0.240073176,0.160016731,0.211266112,0.475633798,0.353520872,0.293671631,0.338143996
1.350,0.313238659,0.239739988,0.455704413,0.338968132,0.129910239,0.136434692,0.392486163,0.379143319,0.079203134,0.092753812,0.28189903,0.230026403,0.379715739,0.269955882,0.294082951,0.248623475,0.154325879,0.205427861,0.47530544,0.346577042,0.297417584,0.331717329
1.360,0.31763735,0.2306412,0.458777956,0.33720031,0.131458067,0.135847626,0.396336586,0.382376128,0.080046443,0.087545235,0.286519337,0.227268715,0.381775362,0.278304281,0.296948042,0.256027392,0.147892492,0.19817325,0.472388403,0.338443477,0.317369011,0.325088379
1.370,0.322003801,0.227546942,0.460041578,0.331552781,0.132669328,0.135028524,0.395886499,0.381669713,0.080436633,0.082485671,0.289713036,0.224163881,0.383355943,0.285036249,0.299725011,0.262028287,0.140801122,0.189509264,0.467021756,0.329461429,0.337493394,0.318190245
1.380,0.327219329,0.232532402,0.460355556,0.321742917,0.133467505,0.134023257,0.391006802,0.385435452,0.080371752,0.077682237,0.29126845,0.220957436,0.384507757,0.293134526,0.30206859,0.266502559,0.132948925,0.180023724,0.471436853,0.319874828,0.356898919,0.311029358
1.390,0.333675987,0.238783662,0.460578451,0.313853016,0.133901906,0.132796589,0.382105556,0.3865611,0.080712531,0.073134102,0.291221542,0.225693734,0.385265657,0.302418053,0.306491272,0.26947893,0.127063782,0.173007628,0.472899112,0.309989473,0.37468947,0.303432977
1.400,0.341093709,0.244667155,0.460881069,0.320196501,0.133848717,0.1314294,0.369286331,0.384761422,0.082377194,0.070419368,0.289253467,0.232428546,0.385644414,0.309853996,0.324641247,0.275790838,0.122963496,0.174086509,0.470723375,0.304613614,0.390451274,0.296542171
1.410,0.348605994,0.250243456,0.4610237,0.321976678,0.133281097,0.129889752,0.354225263,0.380247791,0.083610699,0.070506039,0.285367041,0.239558373,0.385640917,0.315113853,0.342649733,0.288088693,0.121240678,0.175855365,0.465207753,0.304025238,0.403892477,0.304473629
1.420,0.355039005,0.255380535,0.46081294,0.320015107,0.132175576,0.128218028,0.337708533,0.373310085,0.08438193,0.070353212,0.279133596,0.246743394,0.385238879,0.318856402,0.360116585,0.3000477,0.120660612,0.176108027,0.456801383,0.303389716,0.414803863,0.314371356
1.430,0.359268565,0.259643156,0.459312113,0.315604239,0.130461105,0.126458804,0.318913975,0.364357224,0.084672829,0.069968006,0.273915172,0.253852764,0.384415984,0.323972426,0.376668122,0.310528789,0.120036602,0.174750965,0.446061509,0.30288409,0.423117696,0.32580524
1.440,0.360529541,0.262611598,0.455849952,0.309873678,0.12821478,0.124658899,0.298578539,0.353522901,0.084481245,0.069382281,0.268191021,0.260520778,0.383152599,0.328121835,0.3919817,0.31874102,0.120778362,0.171943081,0.433711013,0.302747862,0.429129592,0.33818103
1.450,0.358712495,0.264008809,0.449917977,0.303679644,0.125428547,0.122865305,0.277422222,0.341247969,0.083823041,0.070743596,0.262208765,0.266550341,0.381438287,0.331401356,0.405868934,0.324118682,0.122250756,0.16795294,0.420572532,0.303058056,0.432760897,0.350832854
1.460,0.353869598,0.265655081,0.441258919,0.297309812,0.12215782,0.121123068,0.26513309,0.3278509,0.082831479,0.072781438,0.255830679,0.274013213,0.379274801,0.333762334,0.418251369,0.326430673,0.123194987,0.162989879,0.40732232,0.303808147,0.43447366,0.363280367
1.470,0.34640163,0.267720167,0.429985703,0.290547285,0.11852496,0.119504683,0.255215727,0.313770533,0.081602118,0.074591077,0.252110309,0.281235804,0.383826534,0.335501121,0.428824583,0.325828292,0.123726451,0.157409961,0.39469742,0.305122657,0.442463262,0.374868359
1.480,0.336851031,0.267461161,0.416445933,0.282895299,0.11452398,0.118036761,0.244409046,0.299321595,0.080255676,0.076092833,0.24867607,0.287518627,0.389215158,0.336550734,0.437682351,0.322810112,0.123914583,0.151450673,0.383316164,0.306837284,0.448841366,0.385019888
1.490,0.325672861,0.267274962,0.40121132,0.273767666,0.11022903,0.116716593,0.232682235,0.284957032,0.078739385,0.077202283,0.244629218,0.292576326,0.394168063,0.337241427,0.444650164,0.318102011,0.123779114,0.145347373,0.373572123,0.308780152,0.454461346,0.393265719
1.500,0.313167896,0.273060549,0.385020905,0.264112048,0.105705395,0.115692693,0.220252012,0.271094576,0.077405303,0.077896337,0.24375516,0.296194597,0.398626932,0.337529205,0.449706826,0.312484099,0.123295835,0.139314133,0.365813477,0.310937613,0.462243466,0.399425902
1.510,0.299509038,0.276018866,0.368928301,0.261770331,0.102214264,0.11586023,0.207346168,0.258159484,0.07676846,0.078027839,0.244038027,0.298226746,0.402608318,0.337756585,0.453311588,0.306672546,0.122408235,0.133511393,0.359992756,0.312952656,0.467455953,0.40304208
1.520,0.284978924,0.276615766,0.353473183,0.25762077,0.101339982,0.115680574,0.204566435,0.252561246,0.076081063,0.080115075,0.244314611,0.298641237,0.406261244,0.337871193,0.466200655,0.301254233,0.121040951,0.128107577,0.356097897,0.314622324,0.470619266,0.40400738
1.530,0.269883039,0.275086907,0.339356205,0.251547906,0.100395865,0.115126616,0.201676006,0.250539427,0.075375074,0.082113398,0.244635994,0.297278928,0.409511254,0.338096106,0.476697142,0.296428228,0.119114146,0.1231666,0.353837056,0.31574956,0.471916137,0.402365056
1.540,0.263281189,0.272051688,0.32689175,0.243679315,0.100446912,0.114195489,0.198547732,0.248497081,0.074680986,0.083476083,0.244991205,0.29412744,0.41240262,0.338432324,0.484694842,0.292184291,0.116601098,0.118801052,0.352865381,0.316232396,0.471698165,0.398027941
1.550,0.261251999,0.267970573,0.316025569,0.234323075,0.100541414,0.112889279,0.195230209,0.246445182,0.074026317,0.084227199,0.245305855,0.289238529,0.414971458,0.343707533,0.490154883,0.288388923,0.113622153,0.115011745,0.352857517,0.315844288,0.470259388,0.391181417
1.560,0.258654826,0.263392351,0.306521864,0.223889911,0.100658557,0.111476247,0.191781629,0.244389486,0.073430891,0.084353162,0.245452482,0.282922116,0.417257717,0.350067268,0.493112636,0.284886611,0.112841725,0.112541166,0.353608917,0.314479323,0.467791539,0.381953823
1.570,0.255526247,0.258914431,0.297980074,0.212819064,0.100762913,0.110878933,0.188264199,0.242348274,0.072926904,0.083944827,0.245272059,0.275176873,0.419162752,0.356115046,0.493682135,0.281441455,0.11194285,0.115224759,0.354841076,0.312087551,0.46435473,0.370555352
1.580,0.251945729,0.254823184,0.289945127,0.207319026,0.100810889,0.110235834,0.184738494,0.240342802,0.072502928,0.083044235,0.244601448,0.266439859,0.420843812,0.361913517,0.492097544,0.277835093,0.111002153,0.117954385,0.356318707,0.308676066,0.459903476,0.361996758
1.590,0.24804238,0.251569734,0.282000253,0.203256409,0.100758209,0.109502716,0.181287914,0.238322029,0.072108504,0.081793093,0.243300738,0.256834178,0.422201927,0.367328267,0.488466663,0.273872934,0.109964001,0.120738582,0.358042091,0.304406334,0.454347299,0.378069093
1.600,0.243843109,0.24922389,0.273837116,0.199558292,0.100566542,0.108668681,0.177968422,0.236276575,0.07170369,0.080339762,0.241276274,0.246705567,0.423164016,0.372311081,0.482993456,0.269373068,0.10885957,0.123519496,0.359672672,0.299404603,0.447587309,0.393110663
1.610,0.239452898,0.24785877,0.265375152,0.196276122,0.100208531,0.107742774,0.174765013,0.234197856,0.071266015,0.079479995,0.238496298,0.236325576,0.423713517,0.376812926,0.475869827,0.264171298,0.107732993,0.126293458,0.361234974,0.293863876,0.43958633,0.405109766
1.620,0.234981078,0.249809176,0.261443425,0.193439021,0.10018987,0.106724043,0.171686921,0.238546729,0.070770652,0.078421466,0.234996743,0.22586775,0.423950938,0.380816565,0.467266053,0.258026859,0.106553803,0.128968507,0.362385557,0.289502942,0.430300255,0.41358787
1.630,0.230647287,0.252875699,0.257085898,0.191053429,0.100715019,0.107117675,0.168771602,0.244845864,0.070198964,0.07722398,0.235674459,0.215543334,0.423702314,0.384354557,0.457322351,0.250859247,0.105399729,0.131558035,0.363127869,0.300250282,0.419714995,0.418716024
1.640,0.226422084,0.256504342,0.252285804,0.189123922,0.100806775,0.107735698,0.165985423,0.251139248,0.069586469,0.075935046,0.2384019,0.205606268,0.422932365,0.38736209,0.446326303,0.242748901,0.104244278,0.133966351,0.363205205,0.310815862,0.411163435,0.420459786
1.650,0.222410967,0.260502119,0.247087244,0.187600935,0.100470324,0.108316235,0.163264643,0.257125316,0.06892248,0.074589523,0.240940833,0.196207029,0.421642161,0.389865596,0.434255088,0.233981703,0.103091896,0.136142077,0.362623754,0.321016057,0.403150826,0.419350357
1.660,0.218744046,0.264679337,0.241574161,0.186422713,0.099725734,0.108857394,0.160575869,0.262600309,0.068221603,0.07320963,0.242795065,0.187512673,0.419916697,0.391907676,0.421244534,0.227636103,0.101989533,0.138099392,0.361383696,0.330706683,0.394442701,0.415608624
1.670,0.21533436,0.26868394,0.235850258,0.185517535,0.098721814,0.109359641,0.15794693,0.267387285,0.067525336,0.071805857,0.243419087,0.182413743,0.420101376,0.393540683,0.407581231,0.23066633,0.100879923,0.13975958,0.359622672,0.339794373,0.385227533,0.409777503
1.680,0.212346287,0.272202656,0.230047971,0.184798753,0.097598129,0.109797791,0.155283241,0.271375034,0.066820711,0.070398459,0.242521955,0.180447116,0.420518787,0.394818603,0.39330357,0.233033862,0.099755785,0.141093643,0.357527547,0.348210904,0.375758532,0.402236636
1.690,0.209613511,0.274889639,0.224231208,0.184168848,0.0964576,0.110159191,0.152560984,0.27452851,0.066145914,0.068964721,0.239946347,0.178338109,0.420517533,0.403597533,0.378628307,0.234813686,0.098640586,0.142101747,0.355546271,0.355916431,0.366293945,0.393238552
1.700,0.20725371,0.276399268,0.218448707,0.183569411,0.095371875,0.110440617,0.149771172,0.276668448,0.065494738,0.067487973,0.235663995,0.176064673,0.420317849,0.421534057,0.364253846,0.235999761,0.09747339,0.142808682,0.353964473,0.362900459,0.357078104,0.383013344
1.710,0.205100162,0.276420629,0.213480361,0.182891952,0.094348708,0.110655157,0.146959136,0.277920562,0.064859877,0.065955957,0.230706749,0.17364007,0.419820459,0.438844781,0.353049506,0.236615896,0.09623661,0.143179174,0.353201534,0.369180717,0.348327819,0.378792671
1.720,0.2032322,0.274717264,0.210322934,0.182003785,0.093351933,0.110793967,0.144078929,0.278097673,0.064272038,0.064358972,0.225295025,0.171059974,0.4191816,0.455546147,0.341872956,0.236711255,0.094914579,0.143228631,0.35362125,0.374800024,0.340223558,0.377654006
1.730,0.201501475,0.271196367,0.207237374,0.182537785,0.092292832,0.110869962,0.141147278,0.277333936,0.063672137,0.062691591,0.218345253,0.168324797,0.418469235,0.471509827,0.335953979,0.236337043,0.094205714,0.143007658,0.355486621,0.379820961,0.332979888,0.376865107
1.740,0.199956265,0.265863495,0.204142545,0.185219319,0.091059599,0.110896717,0.138226801,0.275535286,0.063096687,0.060953264,0.210232861,0.165463944,0.417727115,0.486534108,0.33377582,0.241202065,0.094891072,0.142631663,0.358930253,0.384319826,0.326666911,0.376128308
1.750,0.198505685,0.258743571,0.200931065,0.187817192,0.089558214,0.110887774,0.135334936,0.272726208,0.062502778,0.059890718,0.201195728,0.162514365,0.417037727,0.500730459,0.331381033,0.249081636,0.09523941,0.144047445,0.363943679,0.388380484,0.321274628,0.375216626
1.760,0.201783811,0.251965938,0.197484134,0.190248434,0.0879577,0.112757235,0.132475843,0.269016219,0.061867385,0.058807602,0.191721514,0.159516718,0.416491978,0.51397208,0.328831639,0.256238077,0.095253413,0.144487695,0.370395148,0.392088014,0.316863772,0.373811213
1.770,0.205808041,0.254559123,0.193687214,0.192480057,0.091088296,0.115209959,0.129754329,0.266138688,0.061226765,0.057640385,0.185405337,0.157403949,0.416057798,0.526886646,0.326198406,0.262646362,0.095147927,0.143952276,0.378003792,0.395522898,0.313370428,0.371722059
1.780,0.209192062,0.255693675,0.189443619,0.194490983,0.094022458,0.117691823,0.127133718,0.263641231,0.060513526,0.05639151,0.184807012,0.157799105,0.422736045,0.538637951,0.323555704,0.268274913,0.095081178,0.142487151,0.386471468,0.398756261,0.310624659,0.368634506
1.790,0.212080937,0.25547874,0.187934318,0.196215344,0.09665604,0.12018239,0.124703952,0.260277375,0.059763049,0.055069555,0.184027261,0.158025315,0.43469578,0.548917472,0.320976421,0.273204841,0.094700361,0.140191985,0.395422254,0.40184615,0.308511366,0.364507829
1.800,0.214635597,0.25407139,0.188545556,0.197634579,0.099011053,0.122619771,0.122436531,0.25599006,0.05895543,0.053692594,0.18301879,0.157956586,0.446009766,0.557639134,0.31852758,0.27734183,0.094028085,0.137128711,0.404488283,0.411921893,0.306905362,0.35925369
1.810,0.217015212,0.251534937,0.188672037,0.198737731,0.101084023,0.124998181,0.12041577,0.250880977,0.058081178,0.052279294,0.181751758,0.157614072,0.456759969,0.564778379,0.316267032,0.280746108,0.093095531,0.134693744,0.413489479,0.425600433,0.305551142,0.352829867
1.820,0.219360737,0.24816966,0.188257776,0.199544963,0.102903114,0.12726415,0.118761493,0.245072859,0.057180493,0.05082743,0.18021256,0.156901581,0.46698475,0.57039314,0.314241309,0.283437316,0.096608661,0.133265368,0.422080742,0.438973113,0.304260581,0.345348359
1.830,0.22178235,0.244065004,0.18726797,0.200064096,0.10451783,0.129388124,0.120365919,0.238548697,0.05621137,0.04935104,0.17840238,0.15581654,0.476611774,0.574392181,0.312505334,0.285367507,0.099757374,0.131788733,0.43023582,0.451991052,0.302845851,0.337014281
1.840,0.224350843,0.239458163,0.185687491,0.200285179,0.105972277,0.131369594,0.121774688,0.231428582,0.055233018,0.047889744,0.176335536,0.154367151,0.485769409,0.576828247,0.311098581,0.286543483,0.102426932,0.130328731,0.437719807,0.464646803,0.301128094,0.327887472
1.850,0.227092929,0.234602592,0.183518798,0.200228756,0.107290629,0.133175494,0.123087168,0.223824689,0.054647258,0.046435264,0.17403765,0.152594225,0.494211213,0.577769235,0.309988022,0.2870525,0.104643048,0.128851009,0.444515441,0.476812906,0.299011723,0.318192783
1.860,0.229989559,0.22963132,0.180779874,0.199966158,0.108506546,0.134789059,0.124241891,0.215745685,0.054171275,0.045019861,0.171577127,0.150476479,0.502139735,0.577306218,0.309166315,0.286825891,0.106486656,0.127390253,0.450717643,0.488387244,0.296325821,0.308160285
1.870,0.232987213,0.224697539,0.177502947,0.199445529,0.109647033,0.136202757,0.12532065,0.207274565,0.053677762,0.043661018,0.168965568,0.148033796,0.509308287,0.575693996,0.308614522,0.285876946,0.108012364,0.125945803,0.456255755,0.499262688,0.292934312,0.297882834
1.880,0.236056504,0.219929718,0.173733775,0.19872495,0.110740478,0.138749115,0.126290053,0.206160492,0.05317896,0.042383989,0.166244408,0.145288523,0.515746983,0.572959501,0.308354324,0.284233488,0.109295033,0.124500653,0.461195526,0.509518632,0.288857859,0.287636504
1.890,0.239004639,0.215377295,0.169558693,0.19781227,0.111763019,0.141693398,0.127127103,0.204767452,0.052701869,0.041200565,0.163455432,0.142265634,0.521325556,0.569265066,0.309953342,0.281985833,0.110419125,0.123108747,0.465618668,0.518825809,0.283970133,0.277459531
1.900,0.241795151,0.21101499,0.165046226,0.196696354,0.112695646,0.144287042,0.127875393,0.20295707,0.052257808,0.04014301,0.160669742,0.138993087,0.525957788,0.564752701,0.31175237,0.279080945,0.111465469,0.121718059,0.469723628,0.527231391,0.278321784,0.267528338
1.910,0.244270651,0.206783127,0.160272676,0.195434123,0.113534597,0.146497189,0.128478375,0.200762015,0.051839814,0.039218481,0.157936045,0.135502239,0.529700999,0.559558583,0.313777919,0.27554069,0.112507466,0.120354063,0.473508946,0.538366793,0.271838869,0.257896045
1.920,0.246356972,0.202581902,0.155336303,0.194036408,0.115137701,0.14829234,0.128901476,0.198212493,0.051455506,0.038433217,0.155244278,0.131833271,0.532266402,0.55421157,0.315928672,0.27150515,0.113609208,0.119024975,0.47707081,0.554081508,0.26463317,0.248573741
