Time(s),AE02-EQ1-psaNorthSouth(g),AE02-EQ1-psaEastWest(g),AU11-EQ5-psaNorthSouth(g),AU11-EQ5-psaEastWest(g),CE23-EQ12-psaNorthSouth(g),CE23-EQ12-psaEastWest(g),CE32-EQ13-psaNorthSouth(g),CE32-EQ13-psaEastWest(g),CP28-EQ20-psaNorthSouth(g),CP28-EQ20-psaEastWest(g),DM12-EQ23-psaNorthSouth(g),DM12-EQ23-psaEastWest(g),NZ20-EQ43-psaNorthSouth(g),NZ20-EQ43-psaEastWest(g),NZ31-EQ44-psaNorthSouth(g),NZ31-EQ44-psaEastWest(g),PD42-EQ46-psaNorthSouth(g),PD42-EQ46-psaEastWest(g),TH35-EQ52-psaNorthSouth(g),TH35-EQ52-psaEastWest(g),XO36-EQ60-psaNorthSouth(g),XO36-EQ60-psaEastWest(g)
2.920,0.084655146,0.121238997,0.061692817,0.117085207,0.102364509,0.168845945,0.065504836,0.098580357,0.012837172,0.019634248,0.096504137,0.225829144,0.103827808,0.145542243,0.078687634,0.103756689,0.058629133,0.131994515,0.194595894,0.222370237,0.171596718,0.258014434
2.930,0.084233093,0.121186968,0.061278997,0.117072853,0.101740689,0.166620944,0.065270949,0.09845014,0.012655016,0.019187632,0.097492061,0.223573707,0.1034058,0.144852661,0.078697449,0.104003009,0.058555889,0.131795682,0.192013425,0.22050272,0.173938379,0.252239174
2.940,0.083806391,0.121129907,0.060924036,0.117053998,0.1009804,0.164500846,0.064926299,0.098336106,0.012476669,0.018740653,0.098320085,0.221292609,0.102947768,0.144207227,0.078706272,0.104231153,0.058498985,0.131591492,0.189495813,0.218633211,0.17619052,0.246364312
2.950,0.083388072,0.121057022,0.060619721,0.117048728,0.100068292,0.162470314,0.064481356,0.098222903,0.0123025,0.018294262,0.0989714,0.218988894,0.102460102,0.143604271,0.078688458,0.104438395,0.058462801,0.131389231,0.187035859,0.216720175,0.178348073,0.240434016
2.960,0.082977219,0.120990924,0.060366759,0.117036509,0.099008555,0.160368473,0.063951215,0.098109513,0.012132852,0.017922983,0.099427392,0.216665302,0.101930306,0.143054424,0.078660209,0.104617103,0.058422323,0.131198061,0.184621588,0.214815912,0.18039844,0.234418797
2.970,0.08257872,0.120911074,0.060163967,0.1170345,0.097803303,0.158224033,0.063345266,0.098012374,0.011968032,0.01782153,0.09966827,0.21432429,0.101357309,0.142535872,0.078595534,0.104785106,0.058810051,0.130999576,0.182253935,0.21288118,0.182328206,0.229264526
2.980,0.082204125,0.12084251,0.059997468,0.117026021,0.096452289,0.156026482,0.062681355,0.097914259,0.011808303,0.017764533,0.099708958,0.211970118,0.10074053,0.142043741,0.078513909,0.104938517,0.059541038,0.130813665,0.179947678,0.2109692,0.184130601,0.228282824
2.990,0.081861821,0.120765504,0.059865745,0.117025239,0.09497503,0.153792683,0.061978807,0.097813805,0.011653872,0.017704686,0.09952887,0.209608772,0.100079898,0.141573007,0.078390267,0.105070115,0.06042268,0.13062812,0.177702471,0.209032987,0.185800683,0.227299144
3.000,0.081553378,0.120697885,0.059768754,0.117019203,0.093372105,0.151526362,0.061521015,0.097726846,0.011504896,0.017642605,0.099151448,0.207236169,0.099376881,0.141118573,0.078236307,0.105198602,0.061337877,0.13043691,0.17550625,0.207134991,0.187335209,0.226304516
3.010,0.081284494,0.120630275,0.059690328,0.117018811,0.091794672,0.149221552,0.061514696,0.097638854,0.011361472,0.017582281,0.098573037,0.204854433,0.098644475,0.140687227,0.078041593,0.105316693,0.062184123,0.130264018,0.173360643,0.205224671,0.188732243,0.22529999
3.020,0.08105948,0.120564916,0.059633637,0.117015443,0.091634242,0.146905287,0.061429024,0.097547727,0.011223645,0.017522305,0.097812528,0.202465791,0.097870459,0.140273129,0.077802283,0.105418586,0.062967521,0.130086207,0.171267389,0.203346798,0.189991009,0.224303435
3.030,0.0808847,0.120510862,0.059590725,0.117015766,0.091372666,0.144557769,0.061260385,0.097471592,0.011091407,0.017461317,0.096887938,0.20007251,0.097056565,0.139860887,0.077527264,0.10552509,0.063697525,0.129906786,0.169248297,0.201759339,0.191112018,0.223306442
3.040,0.081112212,0.120454134,0.059551735,0.117016458,0.091023518,0.142184085,0.061016585,0.097392128,0.010964706,0.017399674,0.095808428,0.197676861,0.096204903,0.139445882,0.07719995,0.105622916,0.064386046,0.129743033,0.167285758,0.204414174,0.192097166,0.222305719
3.050,0.081357192,0.120409944,0.059524021,0.117018817,0.090603187,0.139805541,0.060687411,0.097314777,0.010843451,0.017337685,0.094601099,0.196307761,0.095317971,0.139027554,0.076831498,0.105708858,0.065046235,0.129577143,0.165379771,0.206956308,0.192949592,0.221303731
3.060,0.081606798,0.120370608,0.059487786,0.11702552,0.09013009,0.137406887,0.060284704,0.097247249,0.010727515,0.017275618,0.093287849,0.195238919,0.094398603,0.138619602,0.076415577,0.105807371,0.065690748,0.129410622,0.163532045,0.209362281,0.193673517,0.220302966
3.070,0.081863952,0.120330632,0.059456652,0.117031973,0.089623839,0.13499201,0.059802137,0.097176571,0.010616745,0.017217283,0.093034425,0.194153888,0.093460815,0.138197105,0.075944948,0.105896042,0.066330423,0.129259482,0.161744105,0.211660118,0.194274149,0.219306035
3.080,0.082130483,0.120308219,0.059409754,0.117046743,0.089104376,0.132564696,0.05924753,0.097116811,0.010510967,0.017160001,0.093599075,0.193053024,0.092496442,0.137756677,0.0754375,0.105981929,0.066973032,0.129111037,0.16002765,0.213818515,0.194757411,0.218315912
3.090,0.082406781,0.120287776,0.05936086,0.117059776,0.08859109,0.130128633,0.058624926,0.097058462,0.01040999,0.017103096,0.093945069,0.191936675,0.091508828,0.137311672,0.07487519,0.106076253,0.067621761,0.128964471,0.158379626,0.215882273,0.195129755,0.217335861
3.100,0.082693435,0.120268153,0.05929037,0.117084366,0.088111158,0.127687481,0.057934583,0.097004663,0.010313613,0.017046705,0.094076111,0.190813304,0.090501733,0.136853935,0.074263533,0.106162495,0.068274915,0.128825751,0.156793398,0.217808685,0.195397839,0.216369052
3.110,0.08299011,0.120267951,0.059214684,0.117106546,0.087675228,0.126171204,0.05800173,0.096958634,0.010221631,0.016990939,0.093999289,0.189688841,0.089479011,0.136370591,0.073609646,0.106255722,0.06892937,0.128700115,0.155269207,0.219638392,0.195572793,0.215418236
3.120,0.083295407,0.120269709,0.059114344,0.117142294,0.087300116,0.125794752,0.058515406,0.096913956,0.010133832,0.016935881,0.093732055,0.188550883,0.088444648,0.13587686,0.072900994,0.106349544,0.069572856,0.12857894,0.153806832,0.221348663,0.195657105,0.214485698
3.130,0.083606807,0.12027369,0.059098592,0.117175952,0.087000925,0.125448318,0.059174432,0.096879726,0.010050009,0.016881587,0.093278952,0.187399774,0.08740264,0.135365321,0.072151508,0.106438177,0.070579923,0.128463877,0.152405568,0.222946419,0.195658022,0.213573252
3.140,0.08392069,0.120297081,0.059077733,0.117223794,0.086782606,0.125130595,0.059967457,0.096846568,0.009969956,0.01682955,0.092648671,0.18624404,0.086357044,0.134823772,0.07135385,0.106539318,0.072575373,0.128358453,0.151071956,0.224452326,0.195583394,0.212682161
3.150,0.084232437,0.120324547,0.059038324,0.117270732,0.086651398,0.124841285,0.060880113,0.096822974,0.009893475,0.016780692,0.091852437,0.185093244,0.085311835,0.134277584,0.0705071,0.106631912,0.074596786,0.128269901,0.149803737,0.22583782,0.195441081,0.211812926
3.160,0.084536586,0.120355676,0.058992157,0.117331213,0.086608994,0.124588757,0.062057508,0.096802909,0.009820374,0.016732566,0.090911854,0.183931398,0.084272559,0.133702783,0.069623846,0.106732144,0.076627057,0.128191309,0.148591366,0.227138757,0.195238787,0.210965148
3.170,0.084833016,0.120404973,0.059006896,0.117392489,0.086646759,0.124361055,0.06337013,0.096788092,0.009750473,0.016685149,0.090000039,0.182759201,0.083241753,0.133104373,0.06868944,0.106829483,0.078650857,0.128124511,0.147432308,0.228337909,0.194983976,0.210137503
3.180,0.085111902,0.120461782,0.05920953,0.117465773,0.086766913,0.12415704,0.064763489,0.096781798,0.009683603,0.016638401,0.090075871,0.181598325,0.082221835,0.132495902,0.067721404,0.106926516,0.080643075,0.12807096,0.146323616,0.229426575,0.194683853,0.209327717
3.190,0.085364735,0.120523525,0.059428847,0.117541567,0.086947602,0.123975619,0.06621576,0.096777372,0.00961961,0.016592269,0.090036863,0.180434424,0.081625219,0.131856442,0.066708506,0.107025839,0.082579401,0.1280315,0.145261976,0.230449635,0.194345372,0.208532579
3.200,0.085817068,0.120601125,0.059887636,0.117627404,0.087189341,0.123815741,0.067704798,0.096780644,0.009558352,0.016546683,0.089891638,0.179262563,0.081815413,0.131202538,0.065659765,0.107119392,0.084437471,0.12800669,0.144251235,0.231366983,0.193975117,0.207755433
3.210,0.086620293,0.120690259,0.060517355,0.117716964,0.08746485,0.123687112,0.069214616,0.096790682,0.009499705,0.016501559,0.089649024,0.178095809,0.081959918,0.130532039,0.064574791,0.107217257,0.08619704,0.12799753,0.143288489,0.232189069,0.193579276,0.206996932
3.220,0.087480648,0.120785098,0.061126471,0.117814551,0.087769588,0.123578954,0.070727425,0.096804467,0.009443559,0.016457027,0.089307684,0.176936781,0.082062701,0.129832895,0.063455091,0.107306478,0.087832949,0.128005933,0.142361443,0.232944514,0.193291804,0.206243354
3.230,0.088383743,0.120892545,0.061726028,0.117916227,0.088080628,0.123489399,0.072224752,0.096822744,0.009389824,0.016416185,0.088871966,0.175771968,0.082133823,0.12912949,0.062305827,0.107398955,0.089328289,0.128034468,0.14146595,0.233602001,0.193157003,0.205489501
3.240,0.08932171,0.121015385,0.062319671,0.118024189,0.088381719,0.123417527,0.073701252,0.096846111,0.009338602,0.016375456,0.088352685,0.174605987,0.082167931,0.128404934,0.061126676,0.107482539,0.090668997,0.128085826,0.140597787,0.234171489,0.192984832,0.204748818
3.250,0.090294578,0.121143922,0.06385947,0.118135526,0.088663577,0.123362424,0.075138124,0.096877406,0.009290266,0.01633471,0.087752507,0.173456163,0.082173965,0.127661509,0.059922398,0.107565399,0.091844586,0.128170422,0.139757707,0.234678503,0.19278001,0.204012375
3.260,0.09128099,0.12128117,0.065494703,0.118251894,0.088908848,0.123335092,0.076535002,0.09691309,0.009244136,0.0162938,0.087069937,0.172301617,0.08215581,0.126916167,0.058703504,0.107641706,0.092849589,0.128291904,0.138949659,0.235093426,0.192559745,0.203267054
3.270,0.092285065,0.12143679,0.067061221,0.11836978,0.08910368,0.12332301,0.077880456,0.09695314,0.009200183,0.016252562,0.08631155,0.171142641,0.082112396,0.12614844,0.058810464,0.10771063,0.093678809,0.12845709,0.138156751,0.235419068,0.192305556,0.202528654
3.280,0.093284807,0.12159717,0.0685514,0.118492036,0.089237533,0.123325024,0.079169274,0.096997438,0.00915839,0.016210817,0.085484213,0.169995387,0.082054924,0.125381009,0.058919268,0.107777789,0.094332518,0.128665057,0.137375047,0.235690644,0.19203524,0.201792039
3.290,0.094277509,0.121762054,0.06995883,0.118612878,0.089301544,0.123340195,0.080398897,0.097045865,0.009118753,0.016168363,0.084581267,0.16884868,0.081981764,0.124600112,0.05902831,0.107831286,0.094813878,0.128901965,0.136600798,0.235874227,0.19174423,0.201045025
3.300,0.095254109,0.121946899,0.071269758,0.118738169,0.089288716,0.123372485,0.081569385,0.09709825,0.009081276,0.01612519,0.083610218,0.167696079,0.081895617,0.123810642,0.059135933,0.107884674,0.095127899,0.12916465,0.13584833,0.235971528,0.191422528,0.200298389
3.310,0.096201722,0.122134623,0.072477958,0.118858097,0.089194018,0.123424044,0.082680988,0.097154335,0.00904597,0.016084391,0.082573976,0.166539668,0.081807074,0.123021376,0.059245093,0.107926981,0.095281022,0.130105685,0.135099006,0.236003381,0.191093731,0.1995558
3.320,0.097115076,0.122324378,0.073578719,0.118983467,0.089014435,0.123485919,0.083732513,0.097213749,0.009012853,0.016042175,0.08146613,0.165392677,0.081712701,0.122216473,0.059350272,0.107956661,0.095280827,0.131102122,0.13434762,0.235962705,0.191057839,0.198802232
3.330,0.097994377,0.12253065,0.074568838,0.119098602,0.088748988,0.12355706,0.084726002,0.09727599,0.008981943,0.015998273,0.080301822,0.164235596,0.08161629,0.121421498,0.059449346,0.107986026,0.095135679,0.131896391,0.133592486,0.235838128,0.191521702,0.198037136
3.340,0.098828185,0.122738746,0.075448571,0.119221002,0.088398718,0.123638675,0.085664134,0.097340608,0.008953261,0.015952408,0.079069344,0.16306622,0.081524506,0.120614852,0.059540582,0.10800204,0.094854303,0.132491976,0.13285081,0.23563096,0.19189578,0.197282467
3.350,0.09961379,0.122945899,0.076217354,0.119332153,0.087967167,0.123739007,0.086550186,0.097407248,0.008926825,0.015904291,0.077780686,0.161894787,0.081439511,0.119810785,0.059622262,0.108005272,0.094445847,0.132895364,0.132100038,0.235361965,0.192202324,0.196514128
3.360,0.100349878,0.123166207,0.07687485,0.119444162,0.08746102,0.123845439,0.087387975,0.097475665,0.008902653,0.015853633,0.076430999,0.160716,0.081362141,0.119005831,0.059692704,0.108005667,0.093930681,0.133115636,0.131338355,0.235016906,0.192426697,0.195730683
3.370,0.10103661,0.123385747,0.077423731,0.119548684,0.086884945,0.123956799,0.088181676,0.097545811,0.008880753,0.015800787,0.07527676,0.159518874,0.081295362,0.118199256,0.059750274,0.107994907,0.093311917,0.133162493,0.130576897,0.234590418,0.192570673,0.194946402
3.380,0.10168044,0.123600859,0.077867864,0.11964696,0.086246779,0.124076739,0.088935473,0.097617821,0.008861129,0.015748125,0.074181709,0.158304149,0.081241876,0.117398644,0.059795691,0.107972213,0.092608148,0.133058479,0.129811698,0.234083663,0.192644475,0.194153986
3.390,0.102280291,0.123826795,0.078212133,0.11974253,0.085555514,0.124209351,0.089653453,0.097691924,0.008843776,0.015692081,0.073064095,0.157085752,0.081204118,0.116593874,0.059831461,0.107938595,0.091832064,0.132809295,0.129031772,0.233497802,0.192632712,0.193344312
3.400,0.102839488,0.124047738,0.079306932,0.119824906,0.084822235,0.124343458,0.090339628,0.097768448,0.008828679,0.015632396,0.071916843,0.155842618,0.081185984,0.115799429,0.059850188,0.107901886,0.09104079,0.132426574,0.128243472,0.23284858,0.192556075,0.192526188
3.410,0.103363185,0.124260933,0.081445648,0.11990902,0.084064828,0.124477824,0.091000004,0.097847744,0.008815809,0.015568833,0.070751804,0.154572621,0.081188114,0.114998369,0.059850529,0.107854495,0.090593225,0.132086111,0.127454959,0.232121555,0.192399766,0.191705443
3.420,0.103857375,0.124483523,0.083700591,0.119980157,0.083287254,0.124624434,0.091637274,0.097930756,0.008805127,0.015501177,0.069566226,0.153292956,0.081211315,0.11421103,0.059831247,0.107797267,0.091033267,0.132300975,0.126649656,0.231316339,0.19217316,0.191007666
3.430,0.104328611,0.124695777,0.086047789,0.120044606,0.082510432,0.124771729,0.092253731,0.098019298,0.00879658,0.015431149,0.06836674,0.151986556,0.081256983,0.113415392,0.059791221,0.107731107,0.091665196,0.132507459,0.125832414,0.230434129,0.19188473,0.19037686
3.440,0.104790975,0.124900614,0.088459693,0.12010345,0.081740945,0.124915819,0.092852078,0.098111381,0.0087901,0.015358807,0.067232679,0.150647698,0.081326259,0.112634608,0.059738389,0.107656943,0.092286271,0.13270671,0.125068114,0.229475953,0.191527788,0.189736126
3.450,0.105244787,0.1251085,0.090906572,0.120148646,0.081002412,0.125066189,0.093434491,0.098206869,0.008785607,0.015281864,0.066637656,0.149291476,0.081420031,0.111846096,0.059664387,0.107577402,0.092889186,0.132899546,0.124802506,0.228442908,0.191108186,0.189106952
3.460,0.105696708,0.125302972,0.093357846,0.120193005,0.080301282,0.125217284,0.094002747,0.098305538,0.008783005,0.015200207,0.066016285,0.1479073,0.08153895,0.111070031,0.059567206,0.107493086,0.093466569,0.133086598,0.124537923,0.22733615,0.190630398,0.188493741
3.470,0.106153117,0.125492523,0.095789595,0.120225454,0.079780592,0.12536188,0.094558319,0.098407102,0.008782185,0.015113751,0.065368522,0.146486737,0.081683445,0.110287635,0.059446239,0.107402763,0.094011183,0.133268244,0.124273036,0.22615686,0.190096483,0.187934271
3.480,0.106623633,0.125677716,0.098177541,0.120248004,0.079370813,0.12551108,0.09510454,0.098511219,0.008783022,0.015025797,0.064697401,0.145045807,0.081853741,0.109515005,0.059303212,0.107307544,0.094522449,0.133445036,0.124007173,0.224906244,0.189497492,0.187423038
3.490,0.10711516,0.125847104,0.100501367,0.120267522,0.079012665,0.125657206,0.095642971,0.098617574,0.008785381,0.014933617,0.064005842,0.14357501,0.082049857,0.108737064,0.059144492,0.107208627,0.095397025,0.133625215,0.123739698,0.223585506,0.188829541,0.186994659
3.500,0.107626733,0.126016454,0.102739976,0.120273116,0.078716826,0.125793856,0.096171404,0.098725917,0.008789114,0.014836493,0.063296582,0.142066446,0.082778909,0.107964964,0.058961093,0.107107282,0.096234352,0.133801117,0.123469996,0.222195868,0.188088654,0.186649908
3.510,0.108161688,0.126173051,0.104881557,0.120274994,0.078498004,0.125937623,0.096690117,0.098835957,0.008794063,0.014734967,0.062572841,0.140537526,0.083555566,0.107189337,0.058752992,0.107004837,0.097027725,0.133974147,0.12319746,0.220738551,0.187270438,0.186404067
3.520,0.108726595,0.12631617,0.106918181,0.120267327,0.07835938,0.126071002,0.097199238,0.098947281,0.008800061,0.014631994,0.06183772,0.138977463,0.08430946,0.106414699,0.058520321,0.106902677,0.097770333,0.134153491,0.122927266,0.219214853,0.186594771,0.186276799
3.530,0.10932422,0.126458538,0.10883656,0.120248549,0.078312552,0.126199757,0.097698899,0.099059389,0.00880693,0.014524103,0.061090832,0.137380169,0.08503577,0.105638828,0.05827232,0.107078497,0.098458318,0.134328037,0.122657981,0.21762615,0.186045291,0.186258461
3.540,0.109949613,0.126582834,0.110630488,0.120227578,0.078363146,0.126327275,0.098194615,0.099171852,0.008814492,0.014412287,0.060333646,0.135764902,0.085942528,0.104859195,0.058002563,0.108424549,0.099084698,0.134499156,0.122384126,0.21598099,0.185387951,0.186377574
3.550,0.110602468,0.126702332,0.112295146,0.120191219,0.078513516,0.126441357,0.099690791,0.099284465,0.008822559,0.01429868,0.059567286,0.134118311,0.087362864,0.104080285,0.057709359,0.109751699,0.09964418,0.134669566,0.122104991,0.214281055,0.184620031,0.186623099
3.560,0.111284284,0.126811152,0.113827031,0.1201552,0.078770082,0.126560079,0.101255778,0.099400454,0.008830944,0.014180325,0.058792509,0.132436833,0.088771978,0.103293058,0.057393373,0.111058487,0.100133184,0.134830722,0.121819831,0.212521646,0.183739511,0.186994159
3.570,0.111996557,0.126904418,0.115224112,0.120105339,0.079134563,0.126664862,0.102794797,0.099831303,0.00883946,0.014060962,0.058009723,0.130741339,0.090157013,0.102508145,0.057060347,0.112369035,0.100548853,0.134980831,0.121527862,0.210704388,0.182745199,0.187511631
3.580,0.112730949,0.126997619,0.116488844,0.12005193,0.079604038,0.126767232,0.104313112,0.10079361,0.008847918,0.013937698,0.057219017,0.129015559,0.09152,0.101710347,0.056711948,0.11463761,0.100889827,0.135118181,0.121236536,0.208840007,0.181637268,0.188148226
3.590,0.113484861,0.127072268,0.117616807,0.119989124,0.080177002,0.126861031,0.105807749,0.101740124,0.008856136,0.013813301,0.056420226,0.127258446,0.092844913,0.100916453,0.056343226,0.11682729,0.10115596,0.135241435,0.120940696,0.206930381,0.180416595,0.188915545
3.600,0.11425537,0.127143748,0.118607433,0.11991995,0.080855292,0.126946994,0.107322977,0.102673268,0.008863933,0.013687082,0.055613012,0.125492532,0.094125291,0.100105821,0.055955268,0.118929888,0.101347944,0.135349638,0.120635659,0.206424199,0.179088909,0.189802263
3.610,0.115039312,0.127203153,0.119460636,0.119845187,0.081627799,0.127028459,0.109038361,0.103586524,0.008871138,0.013559862,0.054796913,0.123697951,0.095360265,0.099300031,0.055549243,0.12095387,0.101466552,0.135442046,0.120320543,0.206043002,0.177651162,0.19079524
3.620,0.115834593,0.127251882,0.120176697,0.119761902,0.082491008,0.12709806,0.110724163,0.104478563,0.008877583,0.013432887,0.0539714,0.121879141,0.096544781,0.098475963,0.055136217,0.122886732,0.101512127,0.135517904,0.119994468,0.205555998,0.176104495,0.191897737
3.630,0.11663866,0.127296667,0.120764798,0.119676418,0.08343844,0.127166145,0.112379093,0.105360928,0.008883112,0.013400131,0.053135998,0.120052165,0.097671865,0.097655372,0.054707429,0.124730412,0.101484802,0.135576342,0.120351842,0.204983028,0.174448379,0.193082813
3.640,0.117445062,0.127324731,0.121218667,0.11958061,0.084459906,0.127219555,0.113998479,0.10622086,0.008887576,0.013379551,0.052290302,0.118200375,0.098739378,0.097657676,0.054264159,0.126484603,0.101385409,0.135616491,0.121226333,0.204320164,0.172681876,0.194352844
3.650,0.118250338,0.127355665,0.121539375,0.119485819,0.085546757,0.12727348,0.115592716,0.107060835,0.008890837,0.013354502,0.05143394,0.11633384,0.09974842,0.097692497,0.053807806,0.128142334,0.101556731,0.135637672,0.122035603,0.203553974,0.170806096,0.195685454
3.660,0.119050987,0.127369046,0.121731813,0.119378928,0.086725608,0.127311046,0.117149303,0.107888585,0.008892767,0.013326602,0.050566717,0.114457757,0.100702742,0.097730724,0.053341848,0.129710615,0.102810021,0.135639428,0.122767783,0.20271404,0.168828379,0.19706317
3.670,0.119843485,0.127382935,0.121802804,0.119276477,0.087974568,0.127350241,0.118682228,0.108692315,0.008893247,0.013293162,0.049688697,0.11256129,0.101598359,0.097760326,0.052872163,0.131178906,0.103975353,0.135621609,0.123431333,0.201779043,0.166760102,0.198489715
3.680,0.120624354,0.127383666,0.121748998,0.119161569,0.089252427,0.127372539,0.12017841,0.109481848,0.00889217,0.013254323,0.04880024,0.11159112,0.102438053,0.097779898,0.05239338,0.132556234,0.105035047,0.135584422,0.124558502,0.200750269,0.164599541,0.199931091
3.690,0.121390126,0.127381007,0.121574725,0.119051174,0.090538818,0.127396584,0.121650879,0.110253021,0.008889437,0.013210826,0.047902013,0.111009836,0.103225668,0.097794781,0.051906968,0.133834328,0.105973306,0.135532483,0.125748579,0.199653741,0.162351529,0.201375087
3.700,0.122138344,0.127369846,0.121290575,0.118931143,0.091829423,0.127404381,0.123087031,0.111000684,0.008884962,0.013165554,0.046998194,0.110410387,0.103973425,0.097804995,0.051620709,0.135017758,0.106776425,0.137815152,0.126877433,0.198463369,0.160019042,0.202813384
3.710,0.122868478,0.127352075,0.120900122,0.118812072,0.093110487,0.127412948,0.124500618,0.111739288,0.008878666,0.013115299,0.04608696,0.109787513,0.104681213,0.097802885,0.05203892,0.136107061,0.107433159,0.14051763,0.127928935,0.197197011,0.158292487,0.204233894
3.720,0.124130878,0.127329634,0.120407231,0.118687919,0.094370507,0.127407053,0.125877271,0.112453298,0.00887048,0.013060232,0.045169577,0.109160809,0.105354353,0.097790826,0.052397516,0.137095467,0.107934927,0.143166716,0.128906502,0.195859428,0.156771855,0.205614985
3.730,0.125440576,0.127297982,0.119819762,0.118560604,0.095600984,0.127399847,0.127231081,0.113150393,0.008860343,0.013000534,0.044247456,0.108510426,0.106000336,0.098396555,0.052697924,0.137997873,0.108276471,0.145766576,0.12981169,0.194436228,0.155188828,0.206943333
3.740,0.12673539,0.127264667,0.119147102,0.118432718,0.096793808,0.127380903,0.128548352,0.113831397,0.008848203,0.01293868,0.043365098,0.107847505,0.106636901,0.09906212,0.052937257,0.13880027,0.108462047,0.148298294,0.130635101,0.192958094,0.153544883,0.208205576
3.750,0.128011056,0.127220165,0.118401621,0.11829723,0.097941358,0.127357609,0.129836642,0.114487472,0.008834543,0.012873952,0.042642112,0.107173461,0.107262273,0.099694455,0.05311581,0.139505566,0.108481413,0.150757385,0.131377881,0.191405011,0.151842334,0.20938841
3.760,0.12926417,0.127176129,0.117587596,0.118165497,0.099036578,0.127326021,0.131090595,0.115132226,0.008819178,0.01280508,0.041916712,0.106477973,0.107884546,0.100287044,0.053235092,0.140118676,0.108335959,0.153138849,0.13204611,0.189786532,0.150083772,0.210478675
3.770,0.130491267,0.127256055,0.116714622,0.118023094,0.100141501,0.127286269,0.132306019,0.115754085,0.008801714,0.012732256,0.041192247,0.105780579,0.108521927,0.100845821,0.053301716,0.140626767,0.108035247,0.155437537,0.132630168,0.188116594,0.148271662,0.211467105
3.780,0.131688841,0.128069604,0.115792351,0.117885436,0.101215061,0.127242209,0.133490344,0.116353135,0.008782129,0.012655991,0.040467171,0.105065202,0.109174924,0.10136265,0.05331581,0.141042374,0.107571395,0.157649094,0.13313013,0.186376998,0.146413313,0.212347492
3.790,0.132853385,0.128858277,0.114830269,0.11773823,0.102331326,0.127185544,0.134630529,0.116939326,0.008760412,0.012579329,0.039743874,0.104337307,0.109848705,0.101845015,0.053281501,0.141353987,0.106955927,0.15976835,0.133546469,0.18460146,0.144509327,0.213100581
3.800,0.133981395,0.129628707,0.113837385,0.11810055,0.104379648,0.127128955,0.135728987,0.117498691,0.008736558,0.012499204,0.03902854,0.103604376,0.110562783,0.102283721,0.053208155,0.141566624,0.106187416,0.161789985,0.133886435,0.1827658,0.142560234,0.213714771
3.810,0.135069835,0.130583054,0.112821956,0.11919581,0.106401813,0.127057378,0.136787259,0.118039353,0.008710572,0.012415797,0.038317684,0.102853622,0.111311468,0.102687472,0.053095293,0.141681398,0.105704861,0.163709093,0.13414663,0.180891677,0.140569388,0.214189806
3.820,0.136118366,0.131989422,0.11179096,0.121683969,0.108386233,0.12698543,0.137795951,0.118560196,0.008682471,0.012329578,0.037612803,0.102100848,0.112101641,0.103046177,0.052954039,0.141692166,0.105192189,0.165521539,0.134326728,0.178974593,0.138540316,0.214519939
3.830,0.137121028,0.133369264,0.1107499,0.124241638,0.110327801,0.126900939,0.138753031,0.119052423,0.008652278,0.012243439,0.036919862,0.101336026,0.112945515,0.103370765,0.052784851,0.141612821,0.104536292,0.167223928,0.134428765,0.177020239,0.136476524,0.214682181
3.840,0.138074806,0.134723173,0.10970229,0.126745757,0.112216369,0.126810528,0.139659083,0.119529843,0.008620028,0.012306777,0.036234474,0.100559833,0.113834893,0.103648175,0.052596742,0.141431278,0.103738415,0.168812611,0.134454998,0.175036534,0.134381335,0.214697594
3.850,0.138976967,0.136051827,0.10864937,0.129193041,0.114041487,0.127889344,0.140511392,0.119980012,0.008585769,0.012409701,0.035557245,0.099782916,0.114774873,0.103894128,0.052393631,0.141159858,0.102803734,0.170283987,0.134409942,0.173020462,0.13226368,0.214529307
3.860,0.139825117,0.137355825,0.107593243,0.131571705,0.115802862,0.129395866,0.141302557,0.120402542,0.008549554,0.012506639,0.03489271,0.098991397,0.115769796,0.104089878,0.052178926,0.140799103,0.101728954,0.171636286,0.134299834,0.170984824,0.130123282,0.214200826
3.870,0.140617291,0.138635557,0.106527168,0.133875565,0.117488812,0.1308568,0.142029469,0.120808158,0.008511452,0.012594062,0.034236192,0.098199156,0.116809378,0.10425737,0.051956897,0.140347408,0.10051282,0.172867492,0.134121292,0.168925407,0.127960907,0.213679286
3.880,0.141351988,0.139891161,0.105443355,0.136108509,0.119098652,0.132270714,0.142689461,0.121181747,0.008471538,0.012672022,0.033878437,0.097398346,0.117890438,0.104375392,0.051731602,0.139811814,0.099154898,0.173978246,0.133876778,0.166852163,0.125779623,0.212987013
3.890,0.142030208,0.141122468,0.104981753,0.138258744,0.120629351,0.133636238,0.143279754,0.121531633,0.008429901,0.012740582,0.033637404,0.0965894,0.11901526,0.104460907,0.051505492,0.139197659,0.098643522,0.174971374,0.133568748,0.164767363,0.123582508,0.212097747
3.900,0.142652329,0.142328958,0.106974939,0.140318157,0.122073204,0.13495562,0.14379799,0.121856991,0.008386636,0.012803202,0.033415643,0.095780757,0.120171488,0.104502039,0.051278792,0.138501937,0.098671539,0.175839025,0.1331996,0.162670313,0.12137842,0.211020815
