Time(s),AL01-EQ2-psaNorthSouth(g),AL01-EQ2-psaEastWest(g),BL45-EQ8-psaNorthSouth(g),BL45-EQ8-psaEastWest(g),CI05-EQ15-psaNorthSouth(g),CI05-EQ15-psaEastWest(g),CJ03-EQ16-psaNorthSouth(g),CJ03-EQ16-psaEastWest(g),CJ04-EQ17-psaNorthSouth(g),CJ04-EQ17-psaEastWest(g),CO56-EQ19-psaNorthSouth(g),CO56-EQ19-psaEastWest(g),GA62-EQ29-psaNorthSouth(g),GA62-EQ29-psaEastWest(g),GC38-EQ30-psaNorthSouth(g),GC38-EQ30-psaEastWest(g),LI58-EQ37-psaNorthSouth(g),LI58-EQ37-psaEastWest(g),PE10-EQ47-psaNorthSouth(g),PE10-EQ47-psaEastWest(g),RM48-EQ49-psaNorthSouth(g),RM48-EQ49-psaEastWest(g),SP51-EQ51-psaNorthSouth(g),SP51-EQ51-psaEastWest(g),TL08-EQ53-psaNorthSouth(g),TL08-EQ53-psaEastWest(g),TL55-EQ54-psaNorthSouth(g),TL55-EQ54-psaEastWest(g),VG09-EQ58-psaNorthSouth(g),VG09-EQ58-psaEastWest(g)
1.250,0.28280523,0.364800869,0.219403671,0.251934057,0.268709166,0.279427064,0.267016092,0.327395128,0.270208179,0.316316287,0.246550748,0.243577453,0.24428206,0.17763166,0.353058825,0.511886951,0.245827087,0.278970213,0.213308898,0.288559288,0.138692209,0.15028998,0.166108149,0.276508431,0.256020779,0.237317602,0.324826896,0.327921056,0.247273414,0.179954309
1.260,0.277033211,0.364440296,0.220191848,0.24870898,0.262630436,0.27414867,0.267327817,0.322463934,0.270195789,0.311432545,0.241255883,0.238439753,0.242029623,0.177789281,0.369831869,0.52943494,0.241395913,0.273563076,0.217608018,0.291559558,0.143959628,0.147808472,0.171182964,0.282700145,0.260526499,0.230179918,0.328119882,0.329483,0.248801086,0.184297457
1.270,0.271727378,0.360792936,0.221065075,0.244244368,0.256113515,0.268091866,0.266823798,0.318042424,0.269343258,0.307089156,0.235423173,0.23290968,0.239797236,0.177164837,0.384456112,0.543828274,0.236324733,0.26732583,0.220932674,0.292397109,0.149391873,0.145395671,0.175826314,0.287770695,0.266498216,0.222832582,0.329148771,0.329181702,0.248733346,0.190001174
1.280,0.267038986,0.354182386,0.22201854,0.238756751,0.249682161,0.263154571,0.265949451,0.314761473,0.268198994,0.303747623,0.229283868,0.227705293,0.23800779,0.175893242,0.396368938,0.554939099,0.230873815,0.260942413,0.223017786,0.291403441,0.154868353,0.143171921,0.180144061,0.291697919,0.274951441,0.215847059,0.327829268,0.329905604,0.247033973,0.196274669
1.290,0.263233968,0.345178213,0.223016036,0.23269174,0.243574387,0.259494853,0.26496731,0.312801414,0.267100491,0.301696379,0.223245687,0.223359064,0.236640108,0.174185791,0.407694004,0.562754116,0.225211053,0.254977005,0.223832367,0.288873936,0.160296572,0.141157452,0.183990984,0.294489767,0.283039526,0.209823181,0.324720865,0.332128829,0.24497848,0.202472973
1.300,0.260516495,0.334219274,0.224013659,0.226287435,0.242432507,0.258067281,0.264085888,0.312280437,0.26629789,0.301289892,0.217323674,0.220434324,0.235831149,0.172100089,0.423852847,0.567342127,0.219812905,0.249853162,0.223491703,0.28483923,0.165495725,0.139331618,0.187261439,0.296189561,0.290300305,0.205014331,0.319753972,0.335195677,0.24381389,0.207912544
1.310,0.258844405,0.321721488,0.22497871,0.21991816,0.247619035,0.259597781,0.263719951,0.313348466,0.266161732,0.302262069,0.211939595,0.219022304,0.235775102,0.169691346,0.45051993,0.568830092,0.214885682,0.245958657,0.222078582,0.279414503,0.170296781,0.137591536,0.189843421,0.296881452,0.2961198,0.201742793,0.313532137,0.338987423,0.24134916,0.212293713
1.320,0.258126162,0.308160564,0.225915945,0.223941113,0.25497283,0.265006547,0.264007928,0.315571686,0.266963006,0.304363367,0.207052076,0.219304417,0.236336005,0.166999224,0.475328341,0.567372892,0.210850692,0.243400869,0.219604105,0.272101949,0.174606601,0.139041678,0.191650157,0.29669212,0.300696697,0.200149554,0.306019384,0.343135943,0.238183405,0.215576978
1.330,0.258267363,0.294090367,0.22684275,0.232106112,0.263873172,0.270522863,0.265436332,0.318532366,0.269062517,0.307280045,0.202984218,0.221198976,0.23746958,0.164033092,0.497506265,0.569081172,0.207892563,0.242012944,0.216199247,0.262859203,0.178237145,0.141112849,0.192644937,0.295786347,0.304729192,0.200203063,0.297694852,0.347098513,0.240660319,0.217947508
1.340,0.259149921,0.280100218,0.227770063,0.238629491,0.273689639,0.279528701,0.268169624,0.32174721,0.272617775,0.310460485,0.199576781,0.224387637,0.239242215,0.169408223,0.516937762,0.571964117,0.206114211,0.24176482,0.212012093,0.251554499,0.18102732,0.143055129,0.192850382,0.294443257,0.309030891,0.201747995,0.288400246,0.350395441,0.243327101,0.219720543
1.350,0.26064236,0.267071721,0.228725186,0.243761817,0.284834124,0.289849843,0.272548127,0.324709098,0.277894279,0.313343102,0.19880961,0.228606479,0.241393892,0.175413509,0.533523064,0.571899072,0.205525127,0.242143144,0.207039245,0.256444871,0.182875217,0.14463386,0.192421538,0.292830073,0.314440003,0.206127011,0.278372676,0.352441373,0.246176027,0.22121792
1.360,0.262694882,0.255333074,0.229727702,0.248284341,0.297592951,0.300842942,0.27857224,0.326962999,0.284805317,0.315512698,0.198943746,0.233384204,0.243854224,0.180354466,0.547271511,0.568824307,0.206020412,0.242792215,0.204959992,0.264048767,0.183719571,0.145535451,0.191426222,0.29111018,0.321177465,0.210550386,0.267687914,0.35281795,0.249034819,0.222648675
1.370,0.265150666,0.24563318,0.230783608,0.252602699,0.310022717,0.311764169,0.28609131,0.328162981,0.293152296,0.316728275,0.199930501,0.238442899,0.246481484,0.183996935,0.562377685,0.562774923,0.207408839,0.243399859,0.207468909,0.26987331,0.191468761,0.150699652,0.190007621,0.289445384,0.328683594,0.214827693,0.256364773,0.351207573,0.251845353,0.224023869
1.380,0.267777665,0.242127724,0.231883512,0.257221403,0.321414587,0.322112311,0.294727808,0.328109545,0.302468184,0.316702381,0.200996741,0.243360456,0.249140571,0.185902497,0.57855262,0.553774987,0.209446736,0.243727964,0.210291232,0.273975859,0.198186281,0.156296147,0.188422361,0.28803623,0.335805735,0.21858979,0.244565881,0.347152285,0.254618157,0.225126082
1.390,0.270490271,0.248598374,0.233064736,0.262356819,0.331279531,0.331574058,0.303935255,0.326933295,0.312203015,0.31534519,0.202177828,0.2478943,0.251630434,0.185773411,0.591710659,0.541847452,0.211885584,0.243630419,0.213224372,0.276427984,0.203142065,0.161346111,0.18681799,0.286994892,0.341216714,0.221517337,0.232498721,0.340514508,0.257196083,0.229429687
1.400,0.273208025,0.254150873,0.234244217,0.267749906,0.339109145,0.340064123,0.312913201,0.324432199,0.321651685,0.312857362,0.203496131,0.251857163,0.253941211,0.192062918,0.601940632,0.52720281,0.214589504,0.243047008,0.216240357,0.277407385,0.206297224,0.165841156,0.185443603,0.286227296,0.343632599,0.222837081,0.226002431,0.331443603,0.261124302,0.234967551
1.410,0.275640782,0.262205428,0.235376295,0.273145036,0.344609818,0.347581712,0.322411845,0.320789114,0.332028916,0.309182566,0.204908581,0.255112666,0.255914842,0.197844747,0.60948608,0.509980297,0.217242142,0.241981375,0.219340874,0.277120906,0.207741426,0.169845498,0.184435902,0.285729359,0.34212063,0.222081874,0.23170565,0.320396646,0.270974909,0.238670399
1.420,0.277888352,0.274225678,0.236435056,0.277767124,0.347949072,0.354119505,0.335784449,0.316802356,0.345872329,0.306087091,0.206287086,0.257566946,0.257464727,0.202156285,0.614343356,0.490239291,0.219816671,0.240472216,0.222441393,0.275768614,0.207621147,0.173381325,0.184007829,0.286861704,0.336292269,0.220743413,0.237496451,0.308316902,0.280286825,0.240150274
1.430,0.279662685,0.286106729,0.237407172,0.280983497,0.349128297,0.359859023,0.347808533,0.313491256,0.358251331,0.302848835,0.207441588,0.259158991,0.258710855,0.204969737,0.616619147,0.46842006,0.22211535,0.238566287,0.225596377,0.273514015,0.206146164,0.176559188,0.184349983,0.291253948,0.326472386,0.218489796,0.243211961,0.295921559,0.288536059,0.239154609
1.440,0.281018415,0.297140464,0.243756046,0.282206622,0.355645425,0.365002966,0.35812579,0.309192036,0.368833855,0.300320235,0.208173747,0.259851947,0.262781177,0.206279235,0.616378047,0.44477887,0.224242601,0.236299294,0.228741982,0.270465598,0.203495322,0.179516237,0.185585926,0.29560169,0.312944378,0.213690521,0.248672884,0.284211819,0.295338406,0.235645527
1.450,0.281916375,0.307088083,0.25316538,0.28102529,0.362237236,0.369493358,0.366318337,0.303965366,0.377210821,0.296936956,0.208341804,0.259646729,0.266423231,0.206245854,0.613855372,0.440166309,0.226066518,0.233743606,0.231850305,0.26667807,0.199758146,0.182402715,0.187788317,0.299819971,0.29650405,0.20639672,0.253848702,0.273850811,0.30065189,0.229826449
1.460,0.282261397,0.315417066,0.260720791,0.277313539,0.36822761,0.373530368,0.372566833,0.30114137,0.383445944,0.298119904,0.207910162,0.258587104,0.269883426,0.205299098,0.608945002,0.445645172,0.227629198,0.23085959,0.234957187,0.262158837,0.197788811,0.185364865,0.190991395,0.303847131,0.28189362,0.204780876,0.258466134,0.265119626,0.304884207,0.222108447
1.470,0.282166309,0.321875146,0.268162462,0.274106326,0.380134318,0.390131622,0.376849265,0.305055797,0.387758036,0.301935081,0.206964571,0.256621171,0.276103987,0.203555593,0.60149047,0.451160118,0.22907873,0.227594009,0.237928137,0.256870351,0.200336034,0.188525926,0.195168692,0.307618935,0.274347042,0.204418203,0.262573014,0.25789659,0.308222333,0.213023234
1.480,0.283826313,0.326321472,0.275152395,0.26919153,0.390854052,0.406277887,0.379543621,0.307627563,0.390381863,0.304473502,0.205688883,0.253767978,0.282194573,0.201476326,0.591894101,0.456642229,0.230369984,0.223908057,0.240744143,0.250788569,0.203036324,0.191969728,0.200234493,0.311087128,0.265599732,0.203098435,0.265999526,0.251803432,0.311063646,0.206650416
1.490,0.286747138,0.328713291,0.280696558,0.263112062,0.403462727,0.421015756,0.381017685,0.308814422,0.391868505,0.305638,0.204312695,0.250056739,0.291279086,0.199150691,0.579805807,0.461999894,0.231563773,0.220070872,0.243413707,0.246179105,0.205588201,0.195739093,0.206049848,0.314245774,0.255707073,0.200991321,0.268761472,0.246351284,0.313832598,0.206144172
1.500,0.289227777,0.329472969,0.285200659,0.256649918,0.419396528,0.434233667,0.381564922,0.308891343,0.392443435,0.305412942,0.203046753,0.245531314,0.299846727,0.196792615,0.566002,0.467132594,0.232776718,0.215952405,0.24580803,0.249723266,0.213530529,0.199828758,0.212435821,0.317112941,0.245235967,0.198209218,0.270902886,0.241066836,0.316489914,0.205573734
1.510,0.291224493,0.329743988,0.289176938,0.250889409,0.434096314,0.445473484,0.381386074,0.312924136,0.392395271,0.308612057,0.20206849,0.240307432,0.307723469,0.194537201,0.555254302,0.47206229,0.234020118,0.211240682,0.247891939,0.254251312,0.224259575,0.204140388,0.219344257,0.319724309,0.245451732,0.194810084,0.272339552,0.235566008,0.318860899,0.205112876
1.520,0.292813565,0.328590934,0.292823241,0.252619597,0.447549978,0.4547822,0.380583846,0.315589623,0.391846555,0.310974913,0.202846388,0.234342434,0.315063629,0.192287399,0.54302666,0.476464222,0.235273456,0.205888293,0.249668515,0.260061417,0.235049984,0.208566909,0.226451364,0.322124113,0.247635119,0.190880457,0.273209864,0.229595545,0.320794086,0.205112151
1.530,0.29394642,0.326034936,0.296213205,0.256530973,0.459594638,0.461660888,0.378829775,0.320054798,0.390493517,0.317292076,0.205254356,0.227690899,0.321756268,0.190014259,0.530447217,0.48012942,0.236534647,0.199875203,0.251175791,0.267255751,0.245565686,0.212979406,0.233732134,0.324355026,0.249178909,0.19418655,0.273526717,0.223011024,0.321657019,0.208887611
1.540,0.294594281,0.322039747,0.29936159,0.260305045,0.469870361,0.465937221,0.376016545,0.3280152,0.388152324,0.324795968,0.207520189,0.220423619,0.327822269,0.187505003,0.518180707,0.484832347,0.237862184,0.193233737,0.252372873,0.27553929,0.255500668,0.217278878,0.240993819,0.326448127,0.250761132,0.199583355,0.273485961,0.215791475,0.321178839,0.212707088
1.550,0.294782018,0.31652248,0.301884609,0.263997073,0.477989368,0.470991166,0.372130305,0.333984415,0.384282125,0.330401362,0.209702781,0.212634712,0.333248609,0.184563031,0.507320694,0.489476738,0.23913137,0.18616835,0.254332164,0.284418869,0.264634694,0.221344577,0.248121661,0.329642489,0.251847397,0.205408004,0.273100409,0.208063384,0.318797526,0.216588051
1.560,0.294370149,0.309385743,0.303319725,0.267513365,0.483560046,0.474520752,0.368691797,0.338019521,0.37914631,0.334196001,0.211707112,0.204445843,0.337913333,0.180941127,0.498887291,0.493196486,0.240287227,0.191349498,0.260048356,0.293263785,0.272762997,0.22675198,0.255034939,0.334540033,0.256283421,0.211591903,0.27253694,0.200086033,0.314353356,0.220447568
1.570,0.293496345,0.300554798,0.303149464,0.270806307,0.486254745,0.475313224,0.3630669,0.340187238,0.374295492,0.336148402,0.213479262,0.200863342,0.342374474,0.176595296,0.494017168,0.495613382,0.241273625,0.197962328,0.265270949,0.301515473,0.279691688,0.232446554,0.261657015,0.339095989,0.26230259,0.2179657,0.271882319,0.1923969,0.307657829,0.224213781
1.580,0.292011474,0.301803838,0.300852945,0.273843074,0.485881505,0.473509094,0.355314814,0.340570987,0.367228917,0.336419558,0.214981729,0.207478515,0.356203476,0.171400088,0.49305285,0.496735136,0.242035653,0.204278579,0.270132996,0.309268301,0.285246399,0.237710465,0.267962504,0.343458691,0.270647598,0.224384318,0.271115517,0.185403971,0.298629405,0.227838372
1.590,0.289949271,0.306979076,0.296066368,0.276603334,0.482404946,0.469354494,0.345538808,0.349962118,0.35807816,0.341140353,0.21620405,0.213775055,0.369013003,0.165397972,0.496518349,0.513618817,0.242525147,0.210194416,0.275411771,0.317356021,0.289295513,0.242529158,0.273904215,0.347344201,0.277975168,0.23071505,0.27023909,0.179628954,0.298697819,0.23123209
1.600,0.287423237,0.311863426,0.288550058,0.27908772,0.475912415,0.463178545,0.348291516,0.366192443,0.347444331,0.357120017,0.217148877,0.219572431,0.380542123,0.166638945,0.503905746,0.532915683,0.242705193,0.215633829,0.282120184,0.324043849,0.29176696,0.246861675,0.279339342,0.350883853,0.284149358,0.23689229,0.26922029,0.17541868,0.304215274,0.234368364
1.610,0.284371628,0.316338321,0.282134357,0.281354893,0.46668657,0.455354284,0.35379647,0.380196074,0.347346101,0.37113019,0.218328869,0.224796023,0.3908504,0.170213575,0.514859273,0.553621048,0.242562434,0.220556272,0.288505252,0.32938059,0.292648989,0.250687653,0.284304497,0.353814381,0.289040887,0.242819302,0.26800363,0.172896171,0.308561448,0.237281053
1.620,0.28095393,0.320368504,0.291988632,0.283445388,0.455204032,0.456426511,0.360900616,0.392293519,0.352224426,0.383156429,0.225077244,0.22936633,0.399681271,0.172523014,0.52826536,0.574639541,0.242624943,0.224949682,0.294491508,0.333180304,0.29199367,0.253998413,0.288614876,0.358054514,0.292822836,0.248459377,0.266559039,0.172350053,0.31163932,0.240053258
1.630,0.277202868,0.323973025,0.29979827,0.285414239,0.441920512,0.46452207,0.367974213,0.402652666,0.358002697,0.393696581,0.231265637,0.233310574,0.407218888,0.174494672,0.543073363,0.594742433,0.243319576,0.22877504,0.300295822,0.335550171,0.289907848,0.25683883,0.292220772,0.361938958,0.295287897,0.253805281,0.264811706,0.1768307,0.313350804,0.242803792
1.640,0.273317284,0.327085848,0.305260188,0.287342078,0.427290398,0.46923142,0.373977002,0.412858866,0.362996263,0.403966218,0.236857173,0.236860695,0.413364366,0.176331519,0.558158901,0.612856803,0.2435844,0.232034161,0.30574303,0.336656161,0.286534828,0.259152549,0.295071503,0.365098057,0.296676332,0.258888239,0.262711159,0.180871751,0.313627603,0.245665735
1.650,0.269372273,0.329738859,0.3084498,0.289307424,0.423910306,0.470822853,0.378367014,0.424862642,0.366447056,0.416207866,0.241852914,0.240138755,0.418356148,0.17816451,0.572700578,0.628049903,0.243454355,0.234740476,0.311031446,0.336482981,0.282028259,0.260983817,0.297030924,0.3674713,0.29693776,0.26376878,0.260252567,0.184453977,0.312463671,0.248761924
1.660,0.266911235,0.332057543,0.309312807,0.291390722,0.424634466,0.469692613,0.380795254,0.436171601,0.368041242,0.427802458,0.246270683,0.244569727,0.422240456,0.178869935,0.585590212,0.639721046,0.242974752,0.236974416,0.315953343,0.335307538,0.276547882,0.262258424,0.298179475,0.369090873,0.296209794,0.268394315,0.257464716,0.187628483,0.309928593,0.252181643
1.670,0.271547918,0.335022291,0.307955057,0.293682878,0.424191645,0.466248271,0.381121895,0.447712459,0.367636267,0.439523819,0.250118741,0.249857976,0.425392107,0.178583036,0.596345646,0.647474131,0.242235915,0.238726948,0.32060504,0.333012106,0.270278089,0.26291737,0.298359091,0.369922337,0.294759262,0.272755112,0.256323784,0.190389484,0.306149571,0.255968474
1.680,0.275495401,0.337823934,0.304725612,0.296134484,0.422118041,0.46087019,0.37929836,0.45924533,0.365218373,0.451352248,0.253436831,0.255101372,0.427871043,0.182988393,0.604383206,0.651127462,0.241264539,0.239982232,0.324822546,0.335086601,0.263292473,0.263049585,0.297734384,0.376044886,0.292635142,0.276890095,0.260663341,0.192748504,0.301283725,0.260085267
1.690,0.279061575,0.34017478,0.299621463,0.298727816,0.417989841,0.453882251,0.375348336,0.470676271,0.363018017,0.463082984,0.256272515,0.259967114,0.42995904,0.188034413,0.60930404,0.650707356,0.240092978,0.240816784,0.328498644,0.33778354,0.255683171,0.262540987,0.296226807,0.381248606,0.292590432,0.280707109,0.263974067,0.195275715,0.295495022,0.264467763
1.700,0.282303757,0.342259115,0.29309266,0.301416607,0.410974288,0.445535571,0.369403116,0.481882276,0.365279058,0.474564013,0.258672334,0.264150555,0.431961839,0.194467746,0.610885747,0.646466235,0.238761992,0.241186971,0.331666337,0.339157383,0.247508658,0.261472237,0.293986646,0.38549179,0.293750595,0.284110544,0.266419776,0.201639339,0.292373125,0.26898112
1.710,0.285376454,0.343848496,0.285263194,0.304131133,0.402257576,0.438878048,0.37089637,0.493067864,0.367075344,0.485996939,0.260690858,0.267335415,0.433919411,0.202415694,0.61645361,0.638712825,0.237303026,0.241048858,0.334124861,0.339174,0.238793333,0.259847722,0.291091043,0.38879098,0.294694741,0.287050954,0.268076647,0.208387597,0.29138537,0.273461492
1.720,0.288397662,0.345094996,0.276478551,0.306803993,0.393016879,0.433350453,0.372213828,0.503851391,0.368183254,0.49699414,0.262441487,0.269119663,0.435940067,0.210344037,0.619514265,0.627870793,0.235738926,0.240475926,0.335767007,0.338037174,0.229535171,0.257703573,0.28758515,0.394701025,0.29565239,0.289508545,0.269057839,0.21527121,0.289232077,0.277729426
1.730,0.291295772,0.345798672,0.267095935,0.309330434,0.401889045,0.42704741,0.373041339,0.514315633,0.36880758,0.507703286,0.263856714,0.269290216,0.438060828,0.218175007,0.62048499,0.614398965,0.234122452,0.239369482,0.336612966,0.336011966,0.219775776,0.255126967,0.286083018,0.402168336,0.296588916,0.291334805,0.269481552,0.2219391,0.28600717,0.281654544
1.740,0.294189209,0.34604873,0.260432488,0.311601671,0.40852229,0.419922688,0.373227223,0.524442181,0.368725655,0.517720255,0.265012952,0.269610909,0.440303649,0.225740652,0.617484672,0.598751706,0.235752557,0.24797622,0.336569821,0.333381964,0.209483343,0.252182632,0.284472808,0.408529076,0.297475614,0.292504965,0.269439023,0.227966927,0.281768854,0.285111371
1.750,0.296913995,0.345733876,0.260901947,0.313536184,0.411891868,0.411944284,0.372764881,0.534371856,0.368029368,0.526950465,0.265942061,0.274499985,0.442604328,0.232938921,0.61061418,0.581351451,0.241702892,0.262421396,0.335560024,0.330489236,0.1987804,0.248934669,0.282397876,0.413823187,0.298399009,0.293067564,0.268983624,0.232912347,0.278764915,0.287937222
1.760,0.299513629,0.344877517,0.261189613,0.315067182,0.412194713,0.402936527,0.371737762,0.543382806,0.36805245,0.536097148,0.266672928,0.278253586,0.444763947,0.239716937,0.600291204,0.562766661,0.247233495,0.275927635,0.333748103,0.327766925,0.196929006,0.245564933,0.279976241,0.41808413,0.299151874,0.292909544,0.2681851,0.23652761,0.290967416,0.29015412
1.770,0.302327218,0.343454771,0.261249438,0.31614542,0.409531852,0.39280351,0.370080232,0.551599365,0.370560523,0.544286822,0.2672085,0.280735812,0.446620019,0.247347582,0.587046528,0.543221487,0.25412622,0.288166901,0.331060114,0.325622978,0.194590524,0.2420994,0.279310075,0.42483685,0.29964908,0.292133739,0.266982886,0.238443441,0.301886639,0.291615628
1.780,0.306225468,0.341417529,0.261087992,0.316754969,0.404344169,0.381470081,0.372742689,0.558626355,0.372439251,0.551439571,0.267612267,0.281747885,0.448114662,0.256942976,0.571290076,0.523030774,0.260324974,0.298845913,0.327591473,0.324410307,0.191791305,0.238644282,0.282136151,0.430601019,0.299818504,0.291666038,0.267429878,0.23848617,0.313630963,0.292426382
1.790,0.309487931,0.338880099,0.26066708,0.316886471,0.402595269,0.370283885,0.37542699,0.564455503,0.374329331,0.557486689,0.268627708,0.281178285,0.449049091,0.265927318,0.553644661,0.502560435,0.266010113,0.307727367,0.323515572,0.32440521,0.188449339,0.235291004,0.28522223,0.435051152,0.299449893,0.301091482,0.26843307,0.236589814,0.324346586,0.297427672
1.800,0.31209449,0.335741588,0.259918714,0.316523395,0.407977609,0.364347184,0.378768291,0.56902349,0.376887899,0.562197785,0.271018406,0.279168917,0.449189599,0.274129069,0.535174887,0.48203795,0.27147308,0.314647666,0.318803729,0.325794182,0.184572671,0.232111778,0.288704237,0.438221547,0.30072842,0.309677301,0.269200305,0.23281194,0.332990733,0.301766846
1.810,0.313946966,0.332159533,0.258831386,0.315677522,0.413236817,0.357229608,0.383280368,0.572113811,0.38063054,0.565610786,0.273034588,0.275748921,0.44864821,0.281478075,0.516189432,0.461658579,0.277057726,0.321799204,0.314226858,0.328664111,0.180203693,0.229155728,0.292560755,0.440154322,0.302110874,0.317342801,0.269771033,0.227337678,0.339392448,0.305474028
1.820,0.314981164,0.328133829,0.257485311,0.314371211,0.417116787,0.348893816,0.389266273,0.573718659,0.385856442,0.567644834,0.274649839,0.273892235,0.447100355,0.288001715,0.496934532,0.441704453,0.283093584,0.337514363,0.311971368,0.332992789,0.175309581,0.226447857,0.29664725,0.440980108,0.302787341,0.324176162,0.270003901,0.220393538,0.343445179,0.308509218
1.830,0.315182932,0.323682691,0.255821987,0.312634523,0.419579162,0.339518757,0.396801086,0.573884572,0.392644206,0.568156157,0.275851612,0.27796982,0.444723312,0.293573455,0.478230224,0.422427248,0.289831659,0.351462822,0.309546686,0.338641823,0.170017614,0.224386216,0.300723287,0.440697868,0.302799517,0.330140029,0.269839975,0.212313436,0.345316007,0.310938405
1.840,0.314564761,0.318978166,0.253860823,0.310502538,0.421668355,0.328958132,0.40569777,0.572443472,0.400796559,0.567144578,0.276637699,0.281176662,0.441293623,0.298314119,0.460410597,0.404048747,0.297392424,0.36344866,0.306998894,0.345352463,0.164296712,0.224550328,0.304403531,0.439327591,0.301975398,0.335365284,0.269267666,0.203597957,0.345035446,0.312851402
1.850,0.313153575,0.313983439,0.251644158,0.308013333,0.428527149,0.317430048,0.415445432,0.569401715,0.409862761,0.564743526,0.277015973,0.283570218,0.437032029,0.302143068,0.443957461,0.386759263,0.305733491,0.37399468,0.304397302,0.35275045,0.158284588,0.224901649,0.307556758,0.436940953,0.30030737,0.339799414,0.268148006,0.194622732,0.34283998,0.314257303
1.860,0.310985355,0.308745475,0.249278857,0.305206464,0.434194508,0.304935468,0.425538019,0.564942096,0.419453229,0.560809606,0.277003325,0.285232185,0.431793173,0.30515157,0.429207402,0.370714291,0.314640828,0.385888366,0.315855895,0.360358057,0.154772864,0.226480607,0.310186883,0.43371562,0.297865494,0.343591161,0.266559364,0.185936659,0.339090459,0.316797259
1.870,0.30811252,0.303321323,0.25779012,0.302122124,0.438797428,0.294542474,0.435268561,0.558999723,0.428758702,0.555380839,0.276624787,0.286144479,0.425699022,0.307358098,0.416351811,0.356113714,0.323833231,0.395720766,0.329160197,0.367685293,0.158836762,0.229086646,0.314397594,0.42967629,0.294581536,0.346670591,0.264389591,0.179864053,0.33410034,0.321744337
1.880,0.304604862,0.297769321,0.267321206,0.30260554,0.442411848,0.285964988,0.444068741,0.551602724,0.437219172,0.548634446,0.276606166,0.286465418,0.418820487,0.308784845,0.405444516,0.343092873,0.332856338,0.403523748,0.34110633,0.374312715,0.162375145,0.231586227,0.317954813,0.424886824,0.29044901,0.349158302,0.261661406,0.177186796,0.328263145,0.32623391
1.890,0.300545181,0.292146875,0.276760816,0.306105432,0.447559477,0.282019662,0.451393183,0.542962652,0.444297312,0.540595795,0.283206466,0.286233765,0.411152791,0.309537488,0.39641573,0.33168859,0.341286715,0.409403761,0.351197639,0.379789582,0.165406044,0.23385952,0.320849439,0.419454285,0.285490739,0.35102152,0.258411635,0.176830084,0.322049418,0.330384555
1.900,0.29711904,0.286458209,0.285831673,0.309060036,0.451742283,0.281173508,0.458783931,0.533143358,0.452351276,0.531272066,0.289829624,0.285548099,0.402930246,0.309560392,0.389142313,0.321874214,0.348650602,0.41352288,0.359209478,0.38370691,0.168725701,0.235865157,0.323182362,0.413574129,0.281657935,0.352294841,0.254583196,0.176279462,0.315862692,0.334118533
1.910,0.293525555,0.280737558,0.294321059,0.31155363,0.454946543,0.27998624,0.465347259,0.522175706,0.458674306,0.520954848,0.296707902,0.290779394,0.394069801,0.309036091,0.383340014,0.313715425,0.354580872,0.416079523,0.365122455,0.385776682,0.171809744,0.237618071,0.324754787,0.407205819,0.278577727,0.353014358,0.250328919,0.175188262,0.310066241,0.337489547
1.920,0.289531998,0.276993345,0.302144607,0.313577527,0.45721883,0.278471866,0.4694676,0.510416421,0.462630568,0.509619395,0.30395579,0.296221938,0.384866562,0.309068646,0.378628722,0.306974876,0.358754678,0.417290803,0.369102908,0.385865158,0.174659109,0.239005489,0.325352391,0.400431553,0.274858246,0.353095012,0.245555511,0.17350549,0.304971028,0.340456716
1.930,0.285228422,0.275304836,0.309174831,0.315210066,0.458553569,0.276643922,0.470940499,0.497762832,0.464011919,0.497503676,0.31159551,0.299912864,0.375234733,0.308755067,0.374643113,0.301479297,0.362674591,0.417484094,0.37144667,0.387757311,0.177391898,0.2400412,0.324658099,0.393426674,0.27063237,0.352652444,0.240460021,0.171344608,0.300764915,0.343040229
1.940,0.280582308,0.272793009,0.315311274,0.316505851,0.45903734,0.274515719,0.469706337,0.484617234,0.462741188,0.484688253,0.319522579,0.301648251,0.365402661,0.307919835,0.37100528,0.297116801,0.365978351,0.416821852,0.372499703,0.387335119,0.180057748,0.240720774,0.322292469,0.386088896,0.266584225,0.35158248,0.235005516,0.168656772,0.297562576,0.345151269
1.950,0.275757784,0.269524893,0.32060432,0.317482904,0.458610809,0.272111406,0.465859693,0.470959273,0.458913382,0.471437226,0.3275881,0.301341898,0.355390781,0.306650127,0.369487449,0.293540142,0.367107738,0.415505269,0.372596439,0.384573844,0.182710731,0.241026555,0.318277579,0.378626547,0.265592627,0.349875164,0.231162941,0.165555415,0.295509154,0.346887361
1.960,0.270698336,0.265572569,0.32495822,0.318284258,0.457451072,0.269456179,0.459368088,0.456987989,0.452488726,0.457773366,0.335510071,0.298796106,0.346027397,0.304956864,0.369438284,0.290541449,0.36594888,0.413862277,0.372012759,0.379534741,0.185380645,0.241005754,0.314591725,0.370922477,0.263116293,0.347645218,0.227077347,0.163177815,0.29449376,0.348124381
