Time(s),AL01-EQ2-psaNorthSouth(g),AL01-EQ2-psaEastWest(g),BL45-EQ8-psaNorthSouth(g),BL45-EQ8-psaEastWest(g),CI05-EQ15-psaNorthSouth(g),CI05-EQ15-psaEastWest(g),CJ03-EQ16-psaNorthSouth(g),CJ03-EQ16-psaEastWest(g),CJ04-EQ17-psaNorthSouth(g),CJ04-EQ17-psaEastWest(g),CO56-EQ19-psaNorthSouth(g),CO56-EQ19-psaEastWest(g),GA62-EQ29-psaNorthSouth(g),GA62-EQ29-psaEastWest(g),GC38-EQ30-psaNorthSouth(g),GC38-EQ30-psaEastWest(g),LI58-EQ37-psaNorthSouth(g),LI58-EQ37-psaEastWest(g),PE10-EQ47-psaNorthSouth(g),PE10-EQ47-psaEastWest(g),RM48-EQ49-psaNorthSouth(g),RM48-EQ49-psaEastWest(g),SP51-EQ51-psaNorthSouth(g),SP51-EQ51-psaEastWest(g),TL08-EQ53-psaNorthSouth(g),TL08-EQ53-psaEastWest(g),TL55-EQ54-psaNorthSouth(g),TL55-EQ54-psaEastWest(g),VG09-EQ58-psaNorthSouth(g),VG09-EQ58-psaEastWest(g)
2.510,0.139930587,0.154730721,0.186562526,0.319258376,0.175028203,0.165777485,0.159447689,0.157258604,0.159218534,0.154132911,0.231248959,0.226416004,0.136034557,0.238727822,0.101631519,0.133925616,0.213191286,0.225060129,0.187928592,0.217724926,0.176407062,0.26474548,0.10281483,0.188909128,0.128520864,0.255047186,0.102433429,0.116978435,0.214860947,0.351040425
2.520,0.138375061,0.153530612,0.183373052,0.315554643,0.17068179,0.16224506,0.154595237,0.154645489,0.154399887,0.151561585,0.224593588,0.222071728,0.13418698,0.236357924,0.100480978,0.131668282,0.209030588,0.222225027,0.185210724,0.215065745,0.174562528,0.263818388,0.102107993,0.185251981,0.126746437,0.252034314,0.10093492,0.11629816,0.210189463,0.347666353
2.530,0.136744246,0.152293794,0.180008866,0.311686137,0.168725875,0.158698921,0.149529902,0.151828105,0.149401702,0.148807953,0.217624032,0.218266071,0.132642397,0.233904925,0.099329777,0.129151391,0.204460017,0.219303044,0.182067788,0.212346602,0.172322701,0.262758614,0.101431727,0.181511647,0.124861118,0.248933132,0.099414272,0.115564315,0.205331088,0.344003025
2.540,0.13499201,0.151039149,0.176490065,0.30766292,0.167132377,0.155143969,0.144350149,0.148821947,0.144228115,0.145885332,0.210321548,0.21564741,0.131005502,0.23137119,0.098171197,0.126450761,0.199442047,0.216296988,0.178538303,0.209555644,0.169745241,0.26156288,0.100763778,0.177667849,0.122871925,0.245755334,0.097840431,0.114782322,0.200949856,0.340011248
2.550,0.133178237,0.149773981,0.173279349,0.303494193,0.165402951,0.151589066,0.139455064,0.145643059,0.138977272,0.142798038,0.202740404,0.212956653,0.129329173,0.22875785,0.097004687,0.124134325,0.194022567,0.213210225,0.174697917,0.206681366,0.166801981,0.260227365,0.100091343,0.173726634,0.12080475,0.242511002,0.096238,0.11395669,0.19739112,0.335720009
2.560,0.131263338,0.148467005,0.173909689,0.299188174,0.163511146,0.148038372,0.135803471,0.142337402,0.13498553,0.139561799,0.197326179,0.210197525,0.127587649,0.226064981,0.095834699,0.123254736,0.188204041,0.2100464,0.170559006,0.203717751,0.163559603,0.258747977,0.099417659,0.169694124,0.118654862,0.239890346,0.094605678,0.113091147,0.193681113,0.331198208
2.570,0.129298008,0.147165387,0.174028514,0.294752269,0.161497664,0.144486691,0.13195017,0.138903101,0.131212176,0.136218427,0.192304643,0.20737374,0.125805341,0.223291781,0.094666366,0.122174958,0.182001346,0.206809493,0.166151654,0.201726652,0.160009399,0.257120516,0.09873527,0.165578967,0.116428019,0.238123745,0.092936064,0.112188574,0.189834779,0.326745974
2.580,0.127261628,0.14582103,0.173647408,0.29019346,0.159314039,0.142342723,0.127944989,0.135348869,0.127281224,0.132776647,0.186950865,0.204492775,0.123990576,0.220436711,0.093505195,0.120868242,0.177704288,0.203508362,0.161548765,0.200054333,0.156226217,0.255341216,0.098023899,0.162481123,0.114134927,0.236287573,0.091267296,0.111254469,0.185867852,0.322569726
2.590,0.125179234,0.144451492,0.172785005,0.285518544,0.157012752,0.140568884,0.12381762,0.13172089,0.123218769,0.129236316,0.181303973,0.201578467,0.122132449,0.217497508,0.092362454,0.119398468,0.173411198,0.200163274,0.156915807,0.198294188,0.152206477,0.253407185,0.097290355,0.160065379,0.111812918,0.234386465,0.089572013,0.11028585,0.181796605,0.318295081
2.600,0.123065473,0.143059466,0.171465993,0.280734169,0.1545703,0.13876407,0.119633411,0.12802717,0.119083819,0.125655581,0.175414548,0.198609624,0.12027809,0.214471355,0.09124509,0.117749257,0.168769586,0.196758242,0.152890553,0.196384156,0.148003738,0.251316956,0.096536891,0.157551687,0.109448178,0.232456444,0.087868335,0.109282635,0.177637634,0.313945608
2.610,0.120904585,0.141617197,0.169719703,0.275846757,0.151995431,0.136931442,0.115445086,0.12427583,0.114941611,0.122018621,0.169336172,0.19558949,0.118394514,0.211355229,0.090149573,0.115968383,0.163805819,0.193297552,0.14949787,0.194371968,0.143667744,0.249070942,0.095740945,0.154919798,0.107053192,0.230470935,0.086176234,0.108244131,0.173407783,0.309549439
2.620,0.118752732,0.140157973,0.167578587,0.270862441,0.149329105,0.135072787,0.111297095,0.120519428,0.110822813,0.11836605,0.163123738,0.192521316,0.116512992,0.208146295,0.089079786,0.114057519,0.158565477,0.189785575,0.146351845,0.192221765,0.139217058,0.246671422,0.094923193,0.152179848,0.104665842,0.228423985,0.084480814,0.107168854,0.16913162,0.305096081
2.630,0.116580558,0.138653381,0.165077351,0.265786857,0.146540992,0.13318854,0.107229687,0.116740073,0.106784323,0.114702998,0.159099391,0.189411483,0.114639533,0.204966341,0.088038568,0.112055811,0.153088439,0.186226762,0.143074436,0.18992472,0.134690533,0.244123325,0.094066053,0.149369954,0.102274236,0.226314127,0.082790211,0.106054656,0.164844999,0.300595516
2.640,0.114396267,0.1370963,0.162252417,0.260625276,0.144195826,0.131278253,0.103315695,0.112992845,0.102881676,0.111066042,0.157554804,0.18628639,0.112762948,0.203219072,0.087027581,0.109961249,0.1488288,0.182648,0.139705345,0.187528086,0.130602089,0.241447323,0.093167133,0.14645722,0.099896827,0.224156596,0.08113589,0.104898851,0.160543012,0.296055486
2.650,0.11224776,0.135516625,0.159140791,0.255383331,0.142865393,0.129340837,0.099570924,0.109273804,0.099839499,0.107446958,0.155752196,0.183123391,0.110915161,0.201382353,0.086047248,0.107825057,0.146465901,0.179039819,0.136241756,0.184976098,0.126459288,0.238631548,0.09223918,0.143454833,0.097555066,0.221948727,0.079498834,0.103698516,0.156241305,0.291481961
2.660,0.110106263,0.133887023,0.155779025,0.250067374,0.141438651,0.127374751,0.09808889,0.105600577,0.099021903,0.103900368,0.153708729,0.179926398,0.109087665,0.199453411,0.085097465,0.105630687,0.143795094,0.175399035,0.132695303,0.182316207,0.122277723,0.235680747,0.091255038,0.140402932,0.095239226,0.219667945,0.077885236,0.102450813,0.152000881,0.286879488
2.670,0.107979498,0.132205668,0.152202372,0.244684149,0.139918103,0.125378323,0.097135764,0.102020631,0.098108626,0.100418509,0.151457115,0.176699296,0.107275969,0.197429721,0.084185977,0.103424203,0.140823478,0.171730672,0.129080849,0.179536549,0.118081241,0.232600752,0.090247032,0.137268817,0.09298634,0.217310831,0.076300699,0.101153213,0.147794795,0.282251382
2.680,0.105887196,0.130485722,0.148444125,0.240097229,0.138304815,0.123368616,0.096105296,0.098523885,0.097095248,0.097018146,0.149006985,0.173467035,0.105501163,0.195309108,0.083299376,0.101211447,0.137584485,0.16806019,0.125412081,0.176628728,0.113890774,0.229398582,0.08917993,0.134082749,0.090774491,0.214881525,0.074762094,0.099803532,0.143668041,0.277599918
2.690,0.103840037,0.128729654,0.144535016,0.235915351,0.136618374,0.121329726,0.094977332,0.095130991,0.09600535,0.093718967,0.146372645,0.17022095,0.1037626,0.193089916,0.082433945,0.098997903,0.134124983,0.164386881,0.121701521,0.173648757,0.109724416,0.226081907,0.088078241,0.130856286,0.088639402,0.212398915,0.073264167,0.098400038,0.139621316,0.272926424
2.700,0.101824747,0.127394612,0.140503003,0.23169264,0.134846118,0.119260544,0.09379548,0.09186024,0.094834417,0.090547785,0.143572377,0.166955326,0.10205044,0.190771359,0.08158533,0.096809331,0.130471765,0.160701301,0.11813817,0.170547523,0.105600509,0.222658456,0.086923223,0.127572922,0.086562084,0.209831655,0.071805373,0.096941506,0.135683329,0.268231602
2.710,0.099845749,0.12678649,0.136373217,0.22743602,0.133017327,0.117165132,0.092533751,0.088727464,0.093601588,0.087508558,0.140623956,0.163673249,0.100367615,0.188353639,0.080889612,0.094673008,0.126648447,0.157016184,0.116062488,0.16738692,0.101553726,0.219148157,0.085725602,0.124287474,0.084563533,0.207179026,0.070388094,0.095879122,0.131844405,0.263515827
2.720,0.097906408,0.126149503,0.132168083,0.223152884,0.131112672,0.115064659,0.091228241,0.085745992,0.092309132,0.084611201,0.137559794,0.16041269,0.098737645,0.185849051,0.080277979,0.093201107,0.125356797,0.153359447,0.114036215,0.164140624,0.097574455,0.215548173,0.084481392,0.120958325,0.0826408,0.204442714,0.069013914,0.095615368,0.128150452,0.258779413
2.730,0.096025577,0.125447401,0.130190696,0.218850794,0.129163214,0.11293705,0.089869306,0.082926635,0.090963739,0.081866484,0.134398105,0.157142339,0.097137153,0.183261817,0.07969242,0.091754596,0.124217615,0.149704434,0.112080354,0.16083675,0.093697643,0.211864697,0.083188614,0.11763799,0.080791144,0.201656308,0.067683676,0.094988473,0.124576203,0.254022833
2.740,0.094190828,0.124712714,0.128244337,0.214541394,0.127150607,0.110793506,0.088465275,0.08027772,0.089581889,0.079282793,0.131139275,0.153864353,0.095566287,0.180584047,0.079128786,0.090334048,0.122939924,0.146070724,0.110166309,0.157485959,0.089919167,0.208108723,0.08185861,0.115397098,0.079026536,0.198788072,0.066399675,0.094006731,0.121137362,0.249725488
2.750,0.092398727,0.1239199,0.126177388,0.210233889,0.12510008,0.108649837,0.087038113,0.078198837,0.088153198,0.076866195,0.127802028,0.150619464,0.094026232,0.177819588,0.078582544,0.088939812,0.121534225,0.14247374,0.108289254,0.154087388,0.086278016,0.204291804,0.0804754,0.113469524,0.077342588,0.195841661,0.065165725,0.092683982,0.11793393,0.246341634
2.760,0.090649525,0.123087378,0.124004632,0.205928001,0.123001729,0.106484349,0.085577634,0.077878523,0.086705906,0.075852812,0.124431943,0.147374165,0.092532004,0.174973054,0.078048953,0.087572046,0.120022312,0.138888958,0.106462394,0.150671922,0.082768881,0.200425684,0.079068147,0.11150919,0.075734087,0.192821474,0.063973645,0.091039101,0.115254692,0.242919751
2.770,0.088942922,0.122207684,0.121739668,0.201630883,0.120868102,0.104331385,0.084093001,0.077539373,0.085229609,0.075523898,0.12100821,0.144144742,0.091063636,0.172070854,0.077523245,0.086234571,0.118408976,0.135363762,0.104670955,0.147224957,0.079713083,0.196521773,0.077612443,0.109511499,0.07419998,0.189761032,0.062822156,0.089101799,0.112644131,0.239459045
2.780,0.087278163,0.121285489,0.119394695,0.197349502,0.118704461,0.102165853,0.082595466,0.077194834,0.083729727,0.075183443,0.117563249,0.140945281,0.08961963,0.169110937,0.077000778,0.08493366,0.116696229,0.131859215,0.102905079,0.143781212,0.078563282,0.192905512,0.076132508,0.107470319,0.072740953,0.186639994,0.061709619,0.088294171,0.110128787,0.235992837
2.790,0.085658879,0.120326309,0.11698073,0.19309053,0.116504952,0.10001179,0.081089057,0.0768416,0.082219997,0.074828412,0.114113118,0.137753694,0.088198311,0.166088318,0.076479949,0.083658035,0.114892019,0.128766351,0.101171092,0.140327352,0.077395171,0.190332225,0.074622698,0.105419565,0.071357134,0.183460412,0.060634118,0.087618843,0.107688871,0.232490895
2.800,0.084086695,0.119325971,0.114509789,0.188860138,0.114295418,0.097856357,0.08047648,0.076473513,0.080700797,0.074460325,0.110657116,0.134610849,0.086811144,0.163009873,0.075957997,0.08240747,0.113005189,0.127023861,0.099468943,0.136886261,0.076208629,0.187726404,0.073082347,0.10333896,0.070038115,0.18022874,0.059593543,0.086901595,0.105330471,0.228952954
2.810,0.08255139,0.118297298,0.111983632,0.185813841,0.112048618,0.095717274,0.080145738,0.076092285,0.079828328,0.07409565,0.107229387,0.131475981,0.085445718,0.159919492,0.075427753,0.081181696,0.111062905,0.125266831,0.097783958,0.133460605,0.07501052,0.185094707,0.071537905,0.101238376,0.068779814,0.176983421,0.058585668,0.086141991,0.103057853,0.225380368
2.820,0.081051432,0.117232528,0.10940852,0.183049882,0.10981073,0.093579844,0.079739806,0.075711757,0.079441109,0.073723595,0.103821674,0.128397527,0.084097002,0.156787764,0.074886175,0.079980416,0.109049854,0.123538907,0.096115893,0.130047092,0.073787864,0.182443424,0.069973199,0.099135679,0.067577742,0.173696856,0.057608218,0.085357492,0.100892528,0.221815456
2.830,0.079585262,0.116146077,0.106793121,0.18029438,0.107867019,0.091468936,0.079261691,0.075327232,0.078968212,0.073342773,0.100458241,0.125334403,0.082763492,0.153620717,0.074330799,0.078803323,0.106971475,0.121803457,0.094479842,0.126677635,0.072538866,0.179778625,0.068396802,0.097009853,0.066427159,0.170374864,0.056658933,0.084540408,0.098815754,0.218222872
2.840,0.078151352,0.115031578,0.1041446,0.177548806,0.106404644,0.089359342,0.078687682,0.074934305,0.078399922,0.072954806,0.097150375,0.122324976,0.081447617,0.150461173,0.073759762,0.077650112,0.104850731,0.12010198,0.092856317,0.123322511,0.071262237,0.177105926,0.06683165,0.094896353,0.065323256,0.167050437,0.055735626,0.083689724,0.096826121,0.214603285
2.850,0.076748251,0.113899866,0.101464745,0.174802701,0.104924046,0.08728229,0.078011613,0.074534703,0.077745564,0.072574477,0.09389568,0.119344686,0.080154616,0.147282336,0.073171803,0.076528193,0.102686703,0.118397486,0.091244934,0.12136647,0.069970833,0.174430395,0.065266063,0.092981044,0.064267873,0.163713245,0.054836225,0.082822427,0.094922455,0.210993392
2.860,0.075374633,0.112750246,0.09875731,0.172059089,0.103411671,0.085216708,0.077230661,0.074140158,0.076990366,0.072192691,0.090722719,0.116406195,0.079048203,0.144093916,0.072566253,0.07543143,0.10047283,0.116730274,0.08965586,0.119519317,0.069411816,0.171756233,0.06370709,0.092037822,0.063249388,0.160357785,0.053959276,0.081931918,0.093102566,0.207377167
2.870,0.07402932,0.111585531,0.096888706,0.16935255,0.10186307,0.083167547,0.076355588,0.073748126,0.076131061,0.071807766,0.087634752,0.113516116,0.078389466,0.141438267,0.071942996,0.07435715,0.098241365,0.115066937,0.088085272,0.117660673,0.068921425,0.169087984,0.062163932,0.091066387,0.062263349,0.157024093,0.053106107,0.081016507,0.091363416,0.203743525
2.880,0.072711305,0.110414382,0.095249909,0.166652707,0.100308333,0.081151915,0.075388617,0.073353547,0.07517034,0.071421042,0.084634809,0.111319405,0.077692543,0.139457106,0.071302434,0.073305126,0.095975877,0.113436229,0.086526766,0.115816316,0.068406907,0.166449255,0.060649474,0.090079718,0.061305588,0.153688565,0.052271411,0.080096168,0.089703953,0.200143128
2.890,0.071421603,0.109227647,0.093562538,0.163960856,0.098731072,0.079150206,0.074325319,0.072957747,0.074124639,0.071043797,0.081733437,0.1095968,0.076937046,0.137481743,0.070645432,0.072275142,0.093690622,0.111819763,0.085230503,0.113967482,0.067869461,0.163822723,0.059158793,0.089083272,0.060372285,0.150362595,0.051453866,0.079158122,0.088125604,0.196537184
2.900,0.070161959,0.108046854,0.091996574,0.161943858,0.097130783,0.077168574,0.073173324,0.072568251,0.072997745,0.07067143,0.079984629,0.107882442,0.076154239,0.135502481,0.069974332,0.071266981,0.091396008,0.110227871,0.084039228,0.112115152,0.067310417,0.161209896,0.057697317,0.088066546,0.059460014,0.147103611,0.050652367,0.07820795,0.086614661,0.19294534
2.910,0.068927075,0.10684741,0.090456858,0.159968386,0.095531634,0.075223151,0.071951859,0.072188053,0.071790491,0.070300084,0.078969617,0.106191866,0.075322015,0.13352249,0.069295949,0.070280427,0.08945741,0.108661636,0.082861278,0.110282646,0.066731024,0.158616763,0.056269907,0.087046773,0.058566035,0.145192341,0.049866017,0.077257645,0.085166418,0.189382762
2.920,0.067716672,0.105666551,0.088955912,0.158021394,0.093925743,0.074468431,0.071215691,0.071809244,0.070523274,0.069930587,0.077854072,0.104499851,0.074454388,0.131544491,0.068605505,0.069578567,0.087869594,0.107109236,0.081685897,0.108445093,0.066135046,0.156064906,0.054880824,0.086017719,0.05769374,0.143253494,0.049094125,0.076293993,0.083776041,0.185823172
2.930,0.066530616,0.104472152,0.087479852,0.156083265,0.092310492,0.074010262,0.070660933,0.07143254,0.069988431,0.069569539,0.076654419,0.10283866,0.073558055,0.129584386,0.06790511,0.068929229,0.086260259,0.10559453,0.080511992,0.106619342,0.06551764,0.153530467,0.053533716,0.084974451,0.056834614,0.141320004,0.048336188,0.075336351,0.082438679,0.182317205
2.940,0.065368898,0.103288139,0.086026774,0.154181055,0.090698542,0.07355576,0.070019828,0.071060195,0.069367705,0.069218998,0.07536322,0.101174945,0.072621512,0.127633719,0.067197066,0.068289785,0.084642187,0.104090486,0.079326767,0.104801967,0.064877187,0.15101717,0.052231619,0.083938887,0.055986941,0.139358453,0.047591878,0.074372212,0.081149561,0.178814617
2.950,0.064231613,0.10210517,0.084596338,0.152286415,0.089100502,0.073101245,0.069294271,0.070702867,0.068668457,0.068871558,0.074008267,0.099537263,0.071670047,0.125690226,0.066483814,0.067660487,0.08301663,0.102617756,0.078184333,0.102985505,0.064213251,0.148551888,0.051125406,0.082892384,0.055149411,0.137417312,0.04686102,0.073411893,0.079904086,0.175370737
2.960,0.063118929,0.100922313,0.083190106,0.150433833,0.087505989,0.072647163,0.068505403,0.070348538,0.067900642,0.068527484,0.072590824,0.097899449,0.070691243,0.123754469,0.065767888,0.067042864,0.081382942,0.101164842,0.077533924,0.10118862,0.064646878,0.146104818,0.050091421,0.081842496,0.054321095,0.135454495,0.046143574,0.072453208,0.078697883,0.17193908
2.970,0.062031068,0.099755201,0.08181617,0.148586583,0.085919447,0.072205654,0.067641193,0.069997377,0.067056061,0.068188353,0.071121014,0.096285796,0.06968507,0.12184623,0.065051865,0.066440569,0.079745192,0.099728798,0.07685188,0.099385227,0.065096557,0.143689479,0.049068901,0.08079702,0.053501408,0.133513028,0.045439607,0.071498066,0.077526873,0.168566807
2.980,0.060968284,0.098582497,0.080464064,0.146785964,0.084354472,0.071768618,0.066706984,0.069649444,0.066140694,0.067863984,0.070634768,0.094670898,0.068677533,0.1199463,0.064338327,0.065848805,0.078115137,0.098324727,0.076122685,0.097607808,0.065525285,0.141313346,0.048053962,0.079743123,0.052690077,0.131560689,0.044749273,0.070549052,0.076391216,0.165212876
2.990,0.059930836,0.097427771,0.079134088,0.144991769,0.082811812,0.071332325,0.065718881,0.069314752,0.065176334,0.067542803,0.070078357,0.093080821,0.067651533,0.118053911,0.063629816,0.065267802,0.076886923,0.09693076,0.075349388,0.095822612,0.065924376,0.138955012,0.047049829,0.078697292,0.051891482,0.12962998,0.04407279,0.069604976,0.075287862,0.161922496
3.000,0.058918978,0.096275258,0.077826631,0.143239618,0.081287108,0.070896862,0.064682805,0.068985829,0.064156757,0.067224652,0.069447434,0.091485738,0.066610689,0.116186953,0.062928806,0.064697766,0.076049385,0.095565307,0.074513019,0.094060527,0.06628212,0.137060572,0.046065933,0.077649146,0.051102107,0.127696408,0.043410418,0.068668352,0.074209305,0.158650844
3.010,0.057932937,0.095125857,0.076542148,0.141497995,0.07978351,0.070467108,0.063599653,0.068659583,0.063088597,0.066909298,0.068743681,0.090027305,0.065573998,0.114330577,0.062237665,0.064138882,0.07520082,0.094215988,0.073603246,0.092292001,0.066579592,0.135394886,0.045099168,0.076600286,0.050321373,0.125785278,0.042762437,0.06773946,0.073152879,0.155449278
3.020,0.0569729,0.093994519,0.075284049,0.139793712,0.078304363,0.070047763,0.062478452,0.068335795,0.061980675,0.066605863,0.067981572,0.088978671,0.064533943,0.112481297,0.061558632,0.063591301,0.07433702,0.092880793,0.07263641,0.090890103,0.066823649,0.133761304,0.044149876,0.075559896,0.049549834,0.123875995,0.042129129,0.066816804,0.072116278,0.152271131
3.030,0.056039007,0.092860851,0.074054759,0.138102635,0.076862449,0.069628855,0.061333547,0.068019742,0.060853031,0.066307272,0.067158897,0.087949898,0.063490032,0.110660008,0.060893796,0.063087296,0.073458939,0.091572576,0.071597768,0.089831449,0.06699423,0.132157875,0.043220033,0.074513755,0.048788156,0.121990807,0.041510762,0.065905712,0.071097542,0.149667925
3.040,0.055131335,0.091740626,0.072849254,0.136444678,0.075447598,0.069210312,0.060173959,0.067712421,0.059702958,0.06601031,0.066276236,0.086922246,0.062447704,0.108842348,0.060245079,0.062744295,0.072571815,0.09027173,0.070492178,0.088784796,0.067099352,0.130576511,0.042311331,0.073480009,0.048037084,0.12010898,0.040907574,0.064997714,0.070095042,0.147484653
3.050,0.054249894,0.090628691,0.071668042,0.134801293,0.074061478,0.068792044,0.059002137,0.067406488,0.058538504,0.065714596,0.065339889,0.085914721,0.061421446,0.107043636,0.059614229,0.062390923,0.071683252,0.088994607,0.069345796,0.087735833,0.067123085,0.12903178,0.041425194,0.072443457,0.047297401,0.118254124,0.040319762,0.06410585,0.069107464,0.145338271
3.060,0.053394622,0.089515297,0.070511591,0.133187257,0.072705389,0.068380957,0.057826782,0.067101608,0.057368276,0.065425075,0.064367223,0.084905915,0.060399951,0.10525753,0.059002808,0.062025224,0.07078732,0.08773004,0.068153842,0.086700748,0.067081078,0.127501068,0.040566467,0.071413075,0.046569898,0.11640096,0.039747471,0.063214192,0.068133778,0.143204876
3.070,0.052565378,0.088567102,0.06938031,0.131588295,0.071380285,0.067976508,0.056656182,0.066799277,0.056200497,0.065142588,0.063357441,0.083917388,0.059385842,0.103481452,0.058412191,0.061653056,0.069885918,0.08656874,0.066931904,0.085666509,0.066956842,0.126010898,0.040448048,0.070741048,0.045855344,0.114579314,0.03919079,0.062340524,0.067173224,0.141104273
3.080,0.051761943,0.088116436,0.068274545,0.130015164,0.070087356,0.067571812,0.055498107,0.06650765,0.055042916,0.064860018,0.062314549,0.082925504,0.058381408,0.101724728,0.057843564,0.0612631,0.068991565,0.086032124,0.065699916,0.084637248,0.06675993,0.124530931,0.040411706,0.070506121,0.045154458,0.112758106,0.038649744,0.061469115,0.066225323,0.139022027
3.090,0.050984017,0.08766345,0.067194563,0.128457241,0.068832572,0.067166821,0.054359747,0.066215895,0.053902739,0.064576976,0.061246055,0.081953829,0.057397214,0.099972725,0.05729792,0.060853206,0.068094111,0.085500486,0.064479714,0.083617079,0.066492318,0.123088709,0.040361132,0.070274251,0.044469165,0.110967947,0.038124292,0.060609339,0.065296269,0.136965328
3.100,0.050231227,0.087208421,0.066140553,0.126921749,0.067609103,0.066761502,0.053247651,0.065923684,0.052786577,0.064294731,0.060159399,0.080978327,0.056428524,0.098954852,0.056776064,0.060421461,0.067197566,0.084987027,0.063281471,0.082594725,0.066149596,0.121655837,0.040296788,0.07002912,0.043799566,0.109183263,0.037614328,0.059757853,0.064379077,0.134934483
3.110,0.049503125,0.086752987,0.065115045,0.125401578,0.066416868,0.06636016,0.052167697,0.065630701,0.051700739,0.064021474,0.059069787,0.080504011,0.05547361,0.09807324,0.056278611,0.059966172,0.066309133,0.084476086,0.062123035,0.0815869,0.065740221,0.120258283,0.040219135,0.069787181,0.043145008,0.107420033,0.037119682,0.059011092,0.063473775,0.132918877
3.120,0.048799197,0.08630957,0.064116494,0.123900433,0.065255588,0.065966987,0.051498395,0.065347396,0.051046911,0.063746545,0.057975639,0.080113155,0.054533576,0.097191611,0.055805985,0.059490535,0.065418795,0.083967481,0.061020884,0.080577585,0.065269833,0.118867764,0.040129726,0.069536256,0.042505858,0.105672441,0.036640121,0.058704626,0.062580521,0.130938962
3.130,0.048118871,0.085864392,0.063143536,0.122414949,0.064124827,0.065573257,0.051013623,0.065063944,0.050581301,0.063469627,0.05688291,0.079722376,0.05360927,0.096308576,0.055358425,0.058996513,0.064540884,0.08346564,0.059989478,0.079575189,0.064735863,0.117512821,0.040032751,0.069284446,0.041882367,0.103934612,0.036175354,0.058396037,0.061699572,0.128967396
3.140,0.047461525,0.085417619,0.06219605,0.120945076,0.063024016,0.065179006,0.050529082,0.064778737,0.050115956,0.063190429,0.055797843,0.079337084,0.05270296,0.095433273,0.054935987,0.058475222,0.063662423,0.082977102,0.059040734,0.078577966,0.064143069,0.116163735,0.039923726,0.069029143,0.041274672,0.102224224,0.035725039,0.058096521,0.060831258,0.127031205
3.150,0.046826496,0.0849694,0.061273833,0.119491497,0.061952487,0.064784274,0.050045719,0.064491514,0.049651545,0.062918358,0.054726245,0.078960991,0.051819712,0.094547992,0.054538551,0.057925722,0.062796316,0.082490069,0.058183639,0.077581116,0.063497564,0.114846079,0.03980303,0.068769634,0.040682801,0.100518878,0.035288787,0.05779695,0.059975947,0.12510982
3.160,0.046213089,0.084522169,0.060376607,0.118050178,0.060909497,0.064389102,0.049569786,0.06420967,0.049188794,0.062645533,0.05367346,0.078584289,0.051034396,0.093679728,0.05416583,0.05734726,0.061930625,0.082004399,0.057423997,0.076595064,0.063334808,0.113537242,0.039671017,0.068511001,0.040106674,0.098836909,0.034866171,0.057495849,0.059134025,0.12320648
3.170,0.045620591,0.084085528,0.059504023,0.116626029,0.059894253,0.064004077,0.049098829,0.06392958,0.048730721,0.062369615,0.05264435,0.078206842,0.050679232,0.092802112,0.053817382,0.056746561,0.061079837,0.081527358,0.056764324,0.076101789,0.063236776,0.112252448,0.039528025,0.068245232,0.039546116,0.097169093,0.034456732,0.057198563,0.058305865,0.12133376
3.180,0.045048274,0.083647524,0.058655671,0.115210899,0.058905931,0.063620153,0.048630872,0.063646616,0.048280523,0.062090427,0.05164329,0.077838996,0.050326391,0.091930981,0.053492623,0.056372694,0.060229874,0.081059242,0.056203878,0.075630847,0.063097851,0.110981951,0.039374375,0.067983982,0.039000866,0.095508606,0.034059988,0.056906846,0.057491807,0.119470203
3.190,0.044495408,0.08320827,0.057831082,0.113813985,0.057945975,0.06323565,0.048166467,0.063360536,0.047833328,0.061813209,0.050674166,0.077474153,0.049972192,0.091061609,0.053190845,0.056009587,0.059393753,0.080591809,0.055738801,0.075154913,0.062903968,0.109726999,0.039210376,0.067713105,0.038470586,0.093877715,0.03367544,0.056613983,0.056692143,0.117634094
3.200,0.043961267,0.08276787,0.057029745,0.112422911,0.057011184,0.062850562,0.047706081,0.063075585,0.047389577,0.061538692,0.049740381,0.077107937,0.049614875,0.090187083,0.052911235,0.055654768,0.05856286,0.080124937,0.055362389,0.074682738,0.062669652,0.108492915,0.039042109,0.067449198,0.037954876,0.092253466,0.033302584,0.056320161,0.055907097,0.115817188
3.210,0.043445835,0.082328697,0.056251108,0.111051267,0.056100537,0.062464857,0.047250787,0.062794465,0.046949657,0.06126039,0.048844866,0.076741494,0.049255267,0.089326261,0.052652893,0.05530786,0.057738718,0.079669057,0.05506543,0.074212794,0.062388202,0.107265396,0.038864038,0.067176395,0.037453284,0.09088328,0.032940912,0.05603489,0.055136819,0.114009558
3.220,0.042949702,0.081899617,0.055494595,0.110042046,0.055213249,0.062080783,0.046805963,0.062509415,0.046513912,0.060978196,0.047990093,0.076386441,0.048894084,0.088457792,0.052414853,0.055180731,0.056927989,0.079217589,0.054836629,0.073737928,0.062065967,0.10606569,0.038676424,0.066906881,0.036965315,0.089909822,0.032589929,0.055750642,0.054381723,0.112233293
