Time(s),AO24-EQ3-psaNorthSouth(g),AO24-EQ3-psaEastWest(g),CH84-EQ14-psaNorthSouth(g),CH84-EQ14-psaEastWest(g),ES57-EQ27-psaNorthSouth(g),ES57-EQ27-psaEastWest(g),IB22-EQ33-psaNorthSouth(g),IB22-EQ33-psaEastWest(g),JC54-EQ35-psaNorthSouth(g),JC54-EQ35-psaEastWest(g),LI33-EQ36-psaNorthSouth(g),LI33-EQ36-psaEastWest(g),LV17-EQ38-psaNorthSouth(g),LV17-EQ38-psaEastWest(g),MI15-EQ40-psaNorthSouth(g),MI15-EQ40-psaEastWest(g),SI53-EQ50-psaNorthSouth(g),SI53-EQ50-psaEastWest(g),UC44-EQ56-psaNorthSouth(g),UC44-EQ56-psaEastWest(g)
2.040,0.083559244,0.067640659,0.132554357,0.226329368,0.049655933,0.069100301,0.163175936,0.143509221,0.119283898,0.12096202,0.388168939,0.223552352,0.218193658,0.204715371,0.260932479,0.212500607,0.129119761,0.120924476,0.124482287,0.146940624
2.050,0.082088722,0.066874249,0.129373501,0.224141853,0.048658758,0.068083331,0.158837444,0.141908547,0.118720269,0.119839192,0.392960901,0.226252641,0.216324516,0.198722267,0.259598404,0.207793396,0.124836477,0.120522229,0.12175463,0.144959706
2.060,0.080651589,0.066048689,0.128206173,0.222179677,0.047577711,0.06674469,0.154429797,0.140292559,0.11938955,0.118687033,0.396767705,0.229018564,0.214358287,0.192443996,0.257545262,0.203271519,0.120635382,0.120046823,0.118839002,0.142889801
2.070,0.079211444,0.065149232,0.12669317,0.22043686,0.046404156,0.065106179,0.150055926,0.138664299,0.119576452,0.11750384,0.399582098,0.231833181,0.212304624,0.185971159,0.254824359,0.198832223,0.116562515,0.119530083,0.115862096,0.142444761
2.080,0.077729339,0.064178188,0.124897362,0.218900827,0.045162115,0.063197431,0.145634077,0.136961166,0.119284837,0.116255436,0.401373075,0.234675271,0.210157124,0.17940232,0.251433274,0.194503523,0.112669118,0.118946213,0.112949548,0.142253264
2.090,0.076187983,0.063143509,0.122787575,0.217603584,0.043822287,0.061061009,0.141272096,0.135232453,0.118524135,0.114942059,0.402063612,0.237551412,0.207895264,0.172840034,0.247323446,0.190223666,0.110304809,0.118320027,0.110227701,0.142040731
2.100,0.07454074,0.06205672,0.1203976,0.21646641,0.04350202,0.058733712,0.136879682,0.133431386,0.117341618,0.113722655,0.401640679,0.240443038,0.205487512,0.166386063,0.242584204,0.185902979,0.109678856,0.117640163,0.107786558,0.141785794
2.110,0.072815386,0.061276829,0.11779187,0.215454675,0.04328993,0.057438393,0.132639104,0.131527839,0.115732549,0.112726418,0.40010698,0.243394016,0.202895421,0.160189351,0.237249549,0.181571972,0.108972636,0.116927155,0.105669028,0.14155433
2.120,0.071168225,0.061249725,0.114949275,0.214527749,0.043019115,0.05758423,0.129922452,0.129590418,0.113719011,0.111642317,0.3975204,0.251532128,0.200077902,0.154327965,0.231321576,0.177116965,0.108184148,0.116181857,0.103960095,0.141269226
2.130,0.070891307,0.061175064,0.113520406,0.213640247,0.042708463,0.057719801,0.127152881,0.127530997,0.11148795,0.110437536,0.393917923,0.259937192,0.196995283,0.149725278,0.22496657,0.172491076,0.107343412,0.115418923,0.102615369,0.140977697
2.140,0.070543392,0.06103433,0.112362941,0.212826877,0.042346954,0.057800374,0.124336302,0.127019726,0.110945386,0.109101978,0.393479811,0.268465132,0.193612781,0.145395251,0.221129999,0.168567609,0.106449644,0.114648543,0.101666706,0.140648508
2.150,0.070061726,0.060820815,0.110966671,0.211965725,0.041928252,0.05786213,0.121473132,0.126957292,0.110442751,0.107635817,0.392176206,0.276971205,0.189903461,0.141373315,0.217422677,0.165775363,0.105484749,0.113876114,0.101016776,0.140265916
2.160,0.069428807,0.060529478,0.109291198,0.211001505,0.041479695,0.057863515,0.118537981,0.127042377,0.109968812,0.106060118,0.38999837,0.285271995,0.185850706,0.14068839,0.213140606,0.162803477,0.104456628,0.113116523,0.100647343,0.13985069
2.170,0.068664695,0.060155742,0.107417884,0.209947987,0.040981699,0.057843537,0.115564997,0.1272399,0.109511661,0.105231641,0.386893877,0.29323987,0.181449756,0.139814819,0.208472298,0.159599149,0.10340644,0.112364908,0.100440647,0.139334715
2.180,0.067764765,0.059696211,0.105301768,0.208751522,0.040442944,0.057762692,0.112493441,0.12751332,0.109070357,0.105073986,0.382998089,0.300728748,0.176708432,0.138730013,0.20336749,0.156152481,0.102327115,0.111633017,0.100347913,0.13877567
2.190,0.066754298,0.059154647,0.103040603,0.207321793,0.039878984,0.057653429,0.109396434,0.127825596,0.108639064,0.104872593,0.378257069,0.307608576,0.171655603,0.137438141,0.198022535,0.15246239,0.101209541,0.110911019,0.100281272,0.138074385
2.200,0.065652345,0.058542486,0.100603689,0.205731315,0.039275092,0.05748663,0.106205882,0.128141261,0.108189901,0.104630464,0.372834431,0.313713127,0.166324732,0.13596374,0.192423437,0.148536101,0.100061696,0.110195537,0.100426509,0.137309984
2.210,0.064467087,0.057845732,0.098047456,0.20386606,0.038653906,0.057279684,0.104011875,0.128459573,0.107711772,0.104322391,0.366754675,0.318961574,0.161573321,0.134367446,0.186767806,0.144388608,0.098922288,0.109485421,0.101340068,0.136374227
2.220,0.063261173,0.057069919,0.09541892,0.20174311,0.038007116,0.057018715,0.10340917,0.12871819,0.107194591,0.10394384,0.360053938,0.323274167,0.159239125,0.132631553,0.181067596,0.140066929,0.097776882,0.108746078,0.102192307,0.135353307
2.230,0.062029797,0.056223037,0.092725601,0.200332894,0.037340095,0.056699143,0.102755815,0.128887036,0.106629539,0.103491601,0.352808503,0.3265406,0.156650873,0.130797844,0.175960051,0.13558824,0.096615415,0.108006366,0.102958805,0.134148699
2.240,0.060807118,0.055315175,0.090010667,0.201025662,0.036664056,0.056329357,0.102056566,0.128976897,0.106009272,0.102963569,0.34512874,0.328717546,0.154067184,0.12891705,0.172069303,0.130980779,0.095439894,0.107211503,0.103577178,0.132841996
2.250,0.059641061,0.054358018,0.087337884,0.20154138,0.035967262,0.055881619,0.101266574,0.128948649,0.105328052,0.102373744,0.337060372,0.329785642,0.151383842,0.126971968,0.167977313,0.126305104,0.094282884,0.106356835,0.104022406,0.131357049
2.260,0.058550471,0.053364266,0.084878846,0.201898657,0.035272851,0.055376793,0.100381249,0.128781306,0.104614001,0.101734086,0.328633587,0.329742512,0.148519282,0.125047761,0.163829895,0.122797542,0.093120365,0.105451704,0.104278767,0.129763019
2.270,0.057555226,0.052347044,0.083707925,0.202011215,0.03456235,0.054791196,0.09943839,0.128498954,0.103837779,0.101483431,0.319903534,0.328598748,0.145510593,0.12457149,0.15962048,0.121397217,0.091939488,0.104457097,0.104339143,0.128011461
2.280,0.056677931,0.051324719,0.082481287,0.201883442,0.033853428,0.054245793,0.098382877,0.128046277,0.102993134,0.101784823,0.311978019,0.326387989,0.142400109,0.124552674,0.155416862,0.120007402,0.090738138,0.10336447,0.104206186,0.126155378
2.290,0.055935313,0.050302123,0.081176547,0.201563012,0.033721306,0.053927589,0.097214896,0.127482176,0.102080702,0.102091078,0.305581601,0.32447813,0.139215348,0.124519199,0.151277902,0.118597828,0.089550663,0.102167271,0.103894428,0.124172599
2.300,0.055337439,0.049290488,0.079808729,0.200962891,0.033694854,0.053521474,0.095982772,0.126740799,0.10110259,0.102397927,0.299024034,0.322629329,0.135988279,0.124404596,0.147252638,0.117151346,0.088613952,0.100878465,0.103405486,0.122099934
2.310,0.054887236,0.048300513,0.078409912,0.200140622,0.033638581,0.053046177,0.094636132,0.125893222,0.100062229,0.102701328,0.292342039,0.319831885,0.132747629,0.124250171,0.143388723,0.115709052,0.089005677,0.099473559,0.10275444,0.119935301
2.320,0.054580326,0.047341909,0.076953017,0.199085687,0.033564634,0.052563599,0.093182687,0.124879381,0.098984081,0.10299733,0.285522212,0.31613869,0.129517927,0.123964846,0.139711578,0.114234444,0.089413794,0.099482288,0.101958528,0.117701755
2.330,0.054406882,0.046428238,0.075447464,0.197760031,0.033474699,0.052319438,0.091673467,0.123771086,0.097867987,0.103281957,0.278584182,0.316682926,0.126318977,0.123607974,0.136229361,0.112715683,0.089805186,0.099133748,0.101036033,0.115409188
2.340,0.054356664,0.045567268,0.073921283,0.196268956,0.033373602,0.052036779,0.090067625,0.122518506,0.096704344,0.103551129,0.271546074,0.318732158,0.123165551,0.12310316,0.132955044,0.111197288,0.090157478,0.098323865,0.100005357,0.113070165
2.350,0.054399169,0.044834552,0.072381254,0.194517094,0.033268955,0.051724246,0.08837567,0.121187751,0.095499788,0.103800614,0.264445136,0.319398981,0.120069605,0.122488051,0.129894583,0.109638081,0.09041843,0.098719776,0.098899831,0.110699234
2.360,0.054506594,0.044767105,0.070820505,0.192583591,0.033158742,0.051369925,0.086650779,0.119742612,0.094261277,0.104026024,0.257298671,0.318843356,0.117046515,0.121728092,0.127436813,0.108032347,0.090591224,0.10019641,0.097727159,0.109744392
2.370,0.054647724,0.044713394,0.069249432,0.190453425,0.033034315,0.050976693,0.084864025,0.118234836,0.092995876,0.104222849,0.25010041,0.317169352,0.114082666,0.120804561,0.125758676,0.106427158,0.090605259,0.101181466,0.096493812,0.109097582
2.380,0.054789392,0.044704924,0.067678097,0.188119822,0.032889602,0.050552335,0.083026609,0.116648215,0.091710577,0.104386507,0.242868548,0.314477752,0.111514562,0.119753275,0.124252897,0.10477925,0.090426075,0.101631013,0.095209623,0.108404942
2.390,0.054925742,0.044825679,0.066134303,0.18566015,0.032716357,0.050110231,0.081169064,0.115010161,0.090427696,0.104528661,0.235621939,0.311084155,0.11007073,0.118519875,0.122893201,0.103088569,0.091811149,0.101549926,0.093884943,0.10768929
2.400,0.055001,0.044974591,0.065207992,0.183005565,0.032506466,0.049642553,0.079304938,0.11333148,0.089146542,0.104638004,0.229030248,0.306988631,0.108646962,0.117098198,0.121655502,0.10140186,0.09366426,0.100933261,0.092536099,0.106951539
2.410,0.05499092,0.045162494,0.064986723,0.180239448,0.032248137,0.049155273,0.077428906,0.111606109,0.087862692,0.104702087,0.223667328,0.302218316,0.107239103,0.115518018,0.120517977,0.099678536,0.095422303,0.099779413,0.091141424,0.106188293
2.420,0.054892905,0.04538887,0.064838358,0.177336024,0.031926892,0.048654632,0.075554366,0.109878373,0.08658152,0.104716823,0.218269707,0.296889147,0.105818099,0.11374073,0.119460987,0.097921881,0.096996498,0.099080435,0.089695116,0.105419986
2.430,0.054655349,0.045643946,0.064743922,0.174293215,0.03207152,0.048151939,0.073696026,0.108496383,0.085307788,0.104678517,0.21285855,0.291107693,0.104395237,0.111760307,0.118466884,0.096173774,0.098344705,0.099630981,0.0881882,0.104617361
2.440,0.054302403,0.045931911,0.064681812,0.171192617,0.032310172,0.047654644,0.071881932,0.107973169,0.084045609,0.104583955,0.207455748,0.284968289,0.102954958,0.109581208,0.117519782,0.094403153,0.099436645,0.099986853,0.087131377,0.103821063
2.450,0.053783406,0.046231423,0.064636956,0.167971715,0.032490319,0.047160982,0.070100554,0.107404699,0.082798434,0.104430488,0.202084016,0.282433654,0.101469669,0.107226954,0.116605319,0.092612613,0.100219726,0.100168532,0.08725139,0.102987165
2.460,0.053127599,0.046537998,0.064596461,0.164672027,0.032608311,0.046676188,0.068360867,0.106800085,0.081569052,0.104245753,0.196766518,0.282540584,0.099956371,0.104675083,0.115710456,0.09083368,0.100653797,0.100191822,0.087323613,0.102143398
2.470,0.052304527,0.046834845,0.064551117,0.161331347,0.032643429,0.046204826,0.066824289,0.106193924,0.080359607,0.104001669,0.191525505,0.281915496,0.09838882,0.101933839,0.114823338,0.089053051,0.100709787,0.100041091,0.08732979,0.10126825
2.480,0.05133365,0.047099055,0.064496308,0.157914103,0.032585443,0.04575069,0.066465205,0.105560672,0.07917162,0.103694789,0.186381067,0.280674069,0.096748018,0.099014273,0.113933219,0.087267497,0.100365634,0.099728097,0.087250424,0.100359322
2.490,0.050213881,0.047318061,0.064421675,0.154451307,0.03242607,0.045316733,0.066015321,0.104905014,0.078013292,0.103324972,0.181350828,0.278863605,0.095066774,0.095951618,0.113030457,0.086583563,0.099607384,0.099282732,0.087065172,0.099425929
2.500,0.048947766,0.047476354,0.064322232,0.150986286,0.032158885,0.044905939,0.065504589,0.104233705,0.076883182,0.102892754,0.176449753,0.276556755,0.093302389,0.094958363,0.11210657,0.086649602,0.098432703,0.098680856,0.086753671,0.098437098
2.510,0.047563148,0.047549561,0.064194501,0.148321709,0.031779595,0.044524199,0.064923186,0.103572944,0.075774949,0.102412121,0.171689722,0.273826915,0.091468692,0.094752343,0.111154338,0.086569352,0.097374016,0.097927662,0.08629652,0.097421403
2.520,0.046047361,0.047521416,0.064036229,0.147274487,0.031556202,0.044165912,0.06427765,0.102897798,0.074688177,0.101892851,0.167085672,0.270743608,0.089573835,0.094383755,0.110167929,0.08630448,0.096281144,0.097058222,0.085676302,0.09634634
2.530,0.044445128,0.047744905,0.063846092,0.146096491,0.031604641,0.043830769,0.063577021,0.102209765,0.0736221,0.101315904,0.162660286,0.267373008,0.087595292,0.093858142,0.109147506,0.08588217,0.094851952,0.0960494,0.084878327,0.095217349
2.540,0.042739921,0.048849861,0.063623427,0.144824902,0.031576762,0.043517746,0.062842521,0.101510551,0.072575678,0.10068394,0.158610504,0.263777358,0.08558008,0.093177124,0.108096977,0.085283217,0.09309683,0.094903256,0.083891081,0.094039439
2.550,0.041701313,0.049973864,0.063367976,0.143467454,0.031476665,0.043225193,0.062076864,0.100826369,0.071547679,0.100000031,0.154866845,0.260047632,0.083491039,0.092339145,0.107004322,0.084515181,0.091031051,0.093642661,0.082709028,0.092785733
2.560,0.041702646,0.051096614,0.063086002,0.142000688,0.031302573,0.04295094,0.061278182,0.10012996,0.07053676,0.099269399,0.151253215,0.256211672,0.081370652,0.091348952,0.10587008,0.083606917,0.088674025,0.092266095,0.081329666,0.091490908
2.570,0.04158181,0.052197879,0.062780293,0.140432963,0.031053055,0.04269241,0.060452295,0.099421094,0.069541538,0.098523758,0.147820706,0.252317332,0.079201128,0.09053066,0.104696537,0.082547931,0.086048292,0.090766903,0.079747563,0.090117581
2.580,0.041342254,0.053258034,0.062441915,0.138816732,0.030735343,0.042446735,0.059603962,0.098699364,0.068560658,0.097736084,0.144549369,0.248441198,0.077018602,0.089746266,0.103487645,0.081360094,0.084680792,0.089156207,0.077965911,0.0886878
2.590,0.040988034,0.054264943,0.062070592,0.137124403,0.03035219,0.042210872,0.058748345,0.097990029,0.067592841,0.096910233,0.14143553,0.244620627,0.074806289,0.088840682,0.102248873,0.080069644,0.083731301,0.087456671,0.075991682,0.087191331
2.600,0.040523702,0.055208669,0.061665902,0.13535427,0.029913906,0.041983789,0.057882056,0.097266784,0.066636934,0.096050076,0.138507299,0.240898955,0.073305228,0.087822405,0.100987003,0.078674129,0.083448594,0.085652375,0.073835201,0.085630956
2.610,0.039958885,0.05606357,0.061227302,0.133514868,0.029435747,0.041765282,0.057292447,0.096528683,0.065691937,0.095159428,0.13574858,0.237316014,0.072055962,0.086718348,0.099709872,0.077205321,0.083396865,0.083750255,0.071509657,0.084014026
2.620,0.039299965,0.056816434,0.06076514,0.131652784,0.028954225,0.041547687,0.057030724,0.095776582,0.064757031,0.094255939,0.133145798,0.233927987,0.0707777,0.085519456,0.098426074,0.075674257,0.083085567,0.081784169,0.069648279,0.082334629
2.630,0.038547708,0.057465509,0.06027376,0.129743181,0.02873858,0.041328293,0.056730309,0.095033054,0.06383159,0.093342435,0.130693992,0.230738515,0.06946356,0.084234243,0.097144642,0.074091319,0.082524591,0.079736605,0.068985246,0.080605717
2.640,0.037707485,0.058013403,0.05974653,0.127786212,0.028925383,0.041104671,0.056388238,0.094273572,0.062915194,0.092407864,0.128409347,0.227776944,0.068131992,0.082871088,0.095882523,0.072991883,0.081718414,0.077618948,0.06887666,0.078824954
2.650,0.036793467,0.058435431,0.059182986,0.125789597,0.029061594,0.04087473,0.055994691,0.093498323,0.062007632,0.091455264,0.126261226,0.225074651,0.06677738,0.081450649,0.094639879,0.072210372,0.080680916,0.077035881,0.068705957,0.076997519
2.660,0.035811311,0.058735517,0.05858291,0.123770671,0.029130075,0.040636757,0.055553387,0.092713677,0.061108899,0.090487399,0.124235539,0.222631346,0.065423762,0.079973624,0.09342479,0.071443539,0.079427064,0.076786931,0.068418343,0.075137519
2.670,0.034759309,0.058929128,0.057954569,0.12175159,0.029146188,0.040389441,0.055079588,0.091931925,0.060224729,0.089506744,0.122320697,0.220434398,0.064058604,0.078439667,0.09224503,0.070686929,0.077972658,0.076434658,0.068023146,0.073228805
2.680,0.033662629,0.058992235,0.05729852,0.119711452,0.029105833,0.040139881,0.054795916,0.091135497,0.059349584,0.088524473,0.120520477,0.218470204,0.062707345,0.076854142,0.091107415,0.069936291,0.077485644,0.075971118,0.067517081,0.071314332
2.690,0.03251157,0.058940841,0.056606923,0.11765666,0.029007698,0.0398797,0.054586991,0.090325345,0.058483891,0.087547384,0.118814944,0.216714967,0.061365608,0.075242561,0.090017624,0.069192441,0.07706717,0.075397404,0.066905325,0.069365236
2.700,0.031952864,0.05878431,0.05588108,0.115593249,0.028929704,0.039608525,0.054359741,0.089515199,0.057628304,0.086562339,0.11718236,0.215135971,0.060035793,0.07358933,0.088980072,0.068456018,0.076606482,0.07473855,0.066196872,0.068965776
2.710,0.031569655,0.058508048,0.05512277,0.113526885,0.028959445,0.039326539,0.05412476,0.088702942,0.05678357,0.085570782,0.115610388,0.213692997,0.058737118,0.071897391,0.087997837,0.067727504,0.076121564,0.073980834,0.065397627,0.068536652
2.720,0.031496851,0.058138095,0.054338213,0.111474408,0.028926263,0.039034243,0.05386962,0.087879955,0.055950495,0.084573936,0.114105708,0.212340099,0.057466034,0.070190316,0.087072638,0.067007471,0.075589939,0.07313427,0.064506668,0.06806276
2.730,0.031452145,0.057673609,0.053536016,0.109440248,0.028827969,0.038732414,0.053590672,0.087047675,0.05512991,0.083572842,0.112646817,0.211041386,0.056223694,0.06845482,0.086204862,0.066306878,0.07503691,0.072215762,0.063529094,0.067532658
2.740,0.031353065,0.057109818,0.052708462,0.107415757,0.028665088,0.038426126,0.053286116,0.08622702,0.054322638,0.082568378,0.111215437,0.20974319,0.055014574,0.06669381,0.085393631,0.06561434,0.074447839,0.071214948,0.062470046,0.066963435
2.750,0.031190873,0.056475087,0.05185894,0.105405266,0.02844983,0.038115795,0.052954336,0.085400513,0.053529474,0.081571153,0.109809293,0.208386239,0.053848954,0.064928646,0.084636919,0.064929976,0.07382056,0.070160504,0.061334682,0.066347799
2.760,0.030967016,0.055766159,0.05099114,0.103412776,0.028171638,0.037799154,0.052597983,0.084568488,0.052751157,0.080580715,0.108434484,0.206920676,0.052725109,0.063141233,0.083931681,0.06425386,0.073178137,0.069039708,0.060128236,0.065691201
2.770,0.030694725,0.054982483,0.050108991,0.10225416,0.027850884,0.03747762,0.052223503,0.083738821,0.051988368,0.079588119,0.107062645,0.205318608,0.051641169,0.061350306,0.083274017,0.063586034,0.07249586,0.067874141,0.05885614,0.064998288
2.780,0.030367288,0.054144225,0.049216585,0.101297053,0.027473603,0.03715267,0.051818554,0.082918743,0.051241714,0.078593877,0.105692819,0.203544735,0.050598211,0.059552233,0.082659341,0.062926529,0.071786771,0.066666524,0.057524077,0.064270563
2.790,0.029986118,0.053261202,0.048325753,0.10034255,0.027059662,0.0368258,0.05138271,0.082096717,0.050511725,0.077598456,0.104339143,0.202759845,0.049596564,0.058097667,0.08208256,0.062275376,0.071057173,0.065413332,0.056137992,0.063508533
2.800,0.029567112,0.052328104,0.047433102,0.099382941,0.026596474,0.036498482,0.050915929,0.081274025,0.049798857,0.076602295,0.102973399,0.201987054,0.048635891,0.057320454,0.081538246,0.06163262,0.070291881,0.064149537,0.055808054,0.062725365
2.810,0.02910067,0.051353391,0.046541666,0.098419224,0.026106662,0.036174451,0.050421238,0.080463265,0.049103486,0.075605824,0.101602679,0.20098151,0.047715279,0.056523113,0.0810208,0.060999646,0.069507987,0.06285546,0.055509057,0.061904409
2.820,0.02859563,0.050356125,0.045655498,0.097452347,0.025577469,0.035855859,0.04990922,0.079659395,0.048425907,0.074609472,0.100234059,0.19971679,0.046836269,0.055705372,0.080524601,0.060381379,0.068702507,0.061539634,0.055139101,0.061077419
2.830,0.028058693,0.049339048,0.044778478,0.096498288,0.02502372,0.03554049,0.049367992,0.078857439,0.047766331,0.073625088,0.098846616,0.198205077,0.045995433,0.054867317,0.080044142,0.059771363,0.06786649,0.060228492,0.054701596,0.060222903
2.840,0.027597678,0.048617912,0.043914253,0.095545975,0.024446922,0.035229469,0.048798899,0.07805826,0.047124881,0.072644992,0.097458756,0.196408965,0.045189008,0.054013792,0.079574142,0.059169769,0.067017943,0.059443673,0.054199866,0.059345663
2.850,0.027576127,0.048414844,0.043066193,0.094592415,0.023846646,0.03492378,0.048203587,0.077275783,0.046501595,0.071665803,0.096060801,0.194314081,0.044414804,0.053141948,0.079109635,0.0585768,0.066151041,0.059264886,0.053637065,0.05846914
2.860,0.02753023,0.048207755,0.042237343,0.093638403,0.023281309,0.034624264,0.047585094,0.076499424,0.045896416,0.07068806,0.094644761,0.19195869,0.043724829,0.052252448,0.078646044,0.05799269,0.06526002,0.059078757,0.053019624,0.057572182
2.870,0.027469443,0.047997472,0.0414304,0.092684691,0.023027917,0.034331606,0.046956792,0.075727218,0.0453092,0.069712333,0.093235876,0.189308045,0.043371121,0.051346357,0.078179224,0.057417699,0.064360612,0.058886461,0.052352566,0.056657912
2.880,0.027386359,0.047784678,0.040647684,0.091742781,0.02276237,0.034046338,0.046307968,0.074959627,0.044739718,0.068739225,0.091808104,0.186377077,0.043026181,0.050425088,0.077705503,0.056852113,0.063450217,0.058689088,0.051634541,0.055752148
2.890,0.027280783,0.04756992,0.039891137,0.090807892,0.022486239,0.033768841,0.046076111,0.07420829,0.044187666,0.067769363,0.090376598,0.183200423,0.042679776,0.049496096,0.077221683,0.056457091,0.062523141,0.058487629,0.050868007,0.054834188
2.900,0.027153681,0.047353623,0.039162316,0.089874755,0.022195676,0.033499353,0.046070153,0.073464819,0.04365267,0.066803397,0.088941004,0.17976297,0.042328918,0.048558383,0.076725047,0.056239158,0.061589552,0.058282972,0.050063929,0.053905307
2.910,0.027013525,0.047142498,0.038500047,0.088943993,0.021892055,0.033241018,0.046040766,0.07272639,0.043134304,0.065841986,0.087489516,0.176089493,0.041971096,0.047610571,0.076219864,0.056006251,0.060656006,0.058075895,0.049224823,0.052974905
2.920,0.026855755,0.04693153,0.037981193,0.088016189,0.021578735,0.032991242,0.045988142,0.071993181,0.042632102,0.064892855,0.086048692,0.172222157,0.041609008,0.047067937,0.075701289,0.055759653,0.059713626,0.057867073,0.048346436,0.052050386
2.930,0.026679739,0.04671952,0.037456401,0.087091886,0.021261137,0.032749307,0.045920513,0.071270827,0.042145572,0.064576053,0.084593572,0.168157638,0.041239997,0.046518921,0.075164642,0.055500637,0.05876536,0.057657074,0.047450678,0.051119157
2.940,0.026486834,0.04650657,0.036929848,0.086184614,0.020934421,0.032515007,0.045831425,0.070561249,0.04167421,0.06438787,0.083577164,0.163921946,0.040857468,0.045960034,0.074608825,0.055230464,0.057827699,0.05744637,0.046523305,0.050182556
2.950,0.026280494,0.046292734,0.036399002,0.085282555,0.020600095,0.032288057,0.045720854,0.069856745,0.041217509,0.064195604,0.082872956,0.159542077,0.040459625,0.045403831,0.074033083,0.054950365,0.056890556,0.057235341,0.045584694,0.049246321
2.960,0.026066004,0.046078034,0.035865977,0.084384865,0.020259664,0.03206811,0.045589692,0.069157335,0.040774974,0.063995656,0.082154158,0.15505163,0.040052779,0.044837809,0.073436962,0.05466707,0.055954773,0.057024285,0.044623802,0.048319919
2.970,0.025838586,0.045862467,0.035332724,0.083491926,0.019915764,0.031854773,0.045438958,0.068463007,0.040346125,0.063788485,0.081430306,0.151559566,0.039630317,0.044273615,0.072820277,0.054382171,0.055022871,0.056813424,0.043662962,0.047390305
2.980,0.025599707,0.045646018,0.034801024,0.082604071,0.01957349,0.031647623,0.045269768,0.0677816,0.039930503,0.06357459,0.080703405,0.148184774,0.03918899,0.043707424,0.07218308,0.054090427,0.054108057,0.056608433,0.042688683,0.046458269
2.990,0.025350828,0.045428669,0.034272491,0.08172159,0.019229035,0.031446225,0.045083308,0.067109059,0.039527678,0.063354511,0.079961185,0.144701803,0.038731961,0.043136327,0.071525635,0.053792861,0.05320202,0.056404564,0.041717348,0.045524509
3.000,0.02509338,0.045215106,0.033748575,0.080848888,0.018883764,0.031250144,0.044881919,0.066441104,0.039137246,0.063128818,0.079212157,0.141171591,0.038262034,0.042573531,0.070855174,0.053490417,0.052305481,0.056201093,0.040748262,0.044599063
3.010,0.024834259,0.045002524,0.033230571,0.07998981,0.018538974,0.031058958,0.044672665,0.065777652,0.038758834,0.062898108,0.078459686,0.138410954,0.037772836,0.042006721,0.070169548,0.053183962,0.051420261,0.05599805,0.039779706,0.043678136
3.020,0.024569723,0.044788863,0.032788116,0.079136302,0.018195883,0.0308726,0.04444966,0.065118597,0.038392096,0.06266299,0.077690764,0.135555412,0.03726591,0.041442352,0.069708585,0.052874276,0.050547981,0.055795438,0.038824348,0.042756455
3.030,0.024300249,0.044574123,0.032730143,0.078288501,0.017855618,0.03069327,0.044214141,0.064468645,0.038036718,0.062424075,0.076915914,0.132617016,0.036750043,0.040904575,0.069511643,0.052562644,0.04969866,0.055593238,0.037881216,0.04183452
3.040,0.024027058,0.044358315,0.032660984,0.077446514,0.017520843,0.030517709,0.043967312,0.063828934,0.037692409,0.062181967,0.076133699,0.129607284,0.036217529,0.040490274,0.069308979,0.052258544,0.048864203,0.055391421,0.036948536,0.040912804
3.050,0.023751296,0.044141455,0.032580112,0.07661041,0.017192736,0.030345618,0.043710335,0.063192945,0.03735945,0.061943691,0.075333569,0.126537208,0.035669926,0.040086064,0.069099141,0.051952771,0.04804565,0.055189949,0.036029119,0.039996504
3.060,0.023474033,0.043923569,0.032488457,0.075780232,0.016869915,0.030176735,0.043444316,0.062560518,0.037038312,0.061704611,0.074530514,0.123417202,0.035115865,0.03969207,0.068880798,0.051645767,0.047243868,0.054988784,0.035131553,0.039088384
3.070,0.023196261,0.043704691,0.032387139,0.074955993,0.016553115,0.030010833,0.043170295,0.061931484,0.036727472,0.061463787,0.073713529,0.120270505,0.034551627,0.039308381,0.068652744,0.05133789,0.046459547,0.05478789,0.034253592,0.03836712
3.080,0.022922145,0.04348486,0.03227742,0.074144705,0.016242961,0.029847718,0.042889245,0.061305656,0.036426709,0.061221681,0.072878835,0.117099933,0.033977503,0.038935054,0.06841389,0.051029415,0.045693205,0.054587237,0.033393702,0.038192864
3.090,0.022649805,0.043264225,0.032160659,0.073342232,0.015939969,0.029687224,0.042605955,0.060690356,0.036135807,0.060978701,0.072042654,0.113910727,0.033397828,0.038572106,0.068163276,0.050720544,0.044946253,0.054386801,0.032553092,0.038024171
3.100,0.022379144,0.043048617,0.032038274,0.072545263,0.015644548,0.029529209,0.042319667,0.060080419,0.035854551,0.060735197,0.071186198,0.110724503,0.032817003,0.038219522,0.067901318,0.050411405,0.044221902,0.054186564,0.031732641,0.037860906
3.110,0.022110856,0.042832093,0.031911706,0.071753713,0.015357006,0.029373553,0.042028581,0.059472856,0.035582722,0.060491463,0.070318951,0.107551924,0.032231877,0.03787725,0.067631641,0.050102116,0.043515787,0.053986517,0.030932941,0.037702942
3.120,0.021845557,0.042614712,0.031782384,0.070967473,0.015077553,0.029220149,0.0417334,0.059141046,0.035320092,0.060247739,0.069440882,0.104401968,0.031644379,0.037545206,0.067348233,0.049801572,0.042827942,0.053790895,0.030156499,0.037553066
