Time(s),AO24-EQ3-psaNorthSouth(g),AO24-EQ3-psaEastWest(g),CH84-EQ14-psaNorthSouth(g),CH84-EQ14-psaEastWest(g),ES57-EQ27-psaNorthSouth(g),ES57-EQ27-psaEastWest(g),IB22-EQ33-psaNorthSouth(g),IB22-EQ33-psaEastWest(g),JC54-EQ35-psaNorthSouth(g),JC54-EQ35-psaEastWest(g),LI33-EQ36-psaNorthSouth(g),LI33-EQ36-psaEastWest(g),LV17-EQ38-psaNorthSouth(g),LV17-EQ38-psaEastWest(g),MI15-EQ40-psaNorthSouth(g),MI15-EQ40-psaEastWest(g),SI53-EQ50-psaNorthSouth(g),SI53-EQ50-psaEastWest(g),UC44-EQ56-psaNorthSouth(g),UC44-EQ56-psaEastWest(g)
0.950,0.474341665,0.558357421,0.310753708,0.427772587,0.298355739,0.19376829,0.279618164,0.257540263,0.761035919,0.448546215,0.384333227,0.280565438,0.25156732,0.445366096,0.594665174,0.394569396,0.336521105,0.378126311,0.303154855,0.26940274
0.960,0.476669674,0.573087841,0.305491695,0.444750178,0.295672729,0.190997411,0.276307516,0.2655214,0.738702723,0.452164647,0.386571318,0.271425927,0.259498556,0.452887772,0.588361367,0.415731003,0.338361681,0.392644537,0.302417132,0.264747158
0.970,0.47696339,0.575073778,0.298943961,0.459488176,0.294969258,0.189945647,0.271934773,0.274595797,0.710322698,0.461579545,0.381224618,0.263140844,0.268415054,0.456560857,0.578723797,0.435572737,0.337869336,0.405499586,0.29892559,0.257462807
0.980,0.484216079,0.564247955,0.291974742,0.471192028,0.295450395,0.187521251,0.266863723,0.284131882,0.678154647,0.467403129,0.370250788,0.25683961,0.278651943,0.453549801,0.566887169,0.45252039,0.335800512,0.416163034,0.293118987,0.249387089
0.990,0.494879949,0.544962658,0.285591216,0.479231902,0.29444845,0.185683699,0.279617796,0.293594489,0.64736699,0.469940114,0.355622583,0.252724533,0.285753432,0.442083564,0.553227757,0.465292067,0.332611905,0.424378185,0.285781228,0.245745515
1.000,0.501162072,0.526029405,0.280897028,0.484041805,0.290163716,0.185465516,0.296820432,0.302680741,0.624214835,0.473953878,0.34195597,0.250418107,0.305582503,0.422333473,0.538676087,0.472361035,0.328936879,0.430101202,0.278320874,0.246404112
1.010,0.502898179,0.528933988,0.278166318,0.499625022,0.280966605,0.18662512,0.311997735,0.31119239,0.603305838,0.484872341,0.329919404,0.249075842,0.321045476,0.401450057,0.524130188,0.472536313,0.325389585,0.435565125,0.27187327,0.245074663
1.020,0.503588184,0.532239992,0.277690383,0.511487256,0.266733102,0.187856924,0.325699314,0.319091847,0.585693242,0.496952777,0.31611017,0.247678123,0.331793203,0.381144674,0.510426139,0.465540519,0.32257736,0.449830052,0.268010456,0.241822674
1.030,0.505086121,0.53751153,0.27942643,0.524211666,0.24881641,0.187323861,0.338535671,0.326339724,0.571805563,0.513893028,0.30092935,0.24543206,0.338322669,0.359681935,0.498301964,0.452276642,0.320706739,0.460247511,0.267899793,0.236918666
1.040,0.50395865,0.541823487,0.282684815,0.542353453,0.241728746,0.1884115,0.350961895,0.33540473,0.561119451,0.53440136,0.284863417,0.241714577,0.341603937,0.339424787,0.49501276,0.45141436,0.319987402,0.466645834,0.272125062,0.24282453
1.050,0.501399887,0.542990064,0.287310106,0.557072548,0.23140889,0.191195728,0.363145097,0.345975176,0.552745664,0.559484899,0.268255694,0.236098168,0.34347636,0.321057972,0.521975648,0.448504994,0.320778707,0.469531171,0.28057586,0.252642565
1.060,0.4980996,0.541168553,0.292367308,0.568609668,0.219243228,0.192555271,0.374943996,0.356023201,0.546131193,0.591083777,0.252220313,0.228391943,0.368707638,0.304961488,0.541970731,0.448891788,0.322890553,0.469864285,0.2924655,0.261596335
1.070,0.494053822,0.544568993,0.297376725,0.58815493,0.208907582,0.192652258,0.385982856,0.365618834,0.540795712,0.612401878,0.247573811,0.218689896,0.391452696,0.290982035,0.554771927,0.45628651,0.326020264,0.468889966,0.306506513,0.269315779
1.080,0.489663143,0.546576193,0.301933833,0.605259699,0.197209944,0.191915079,0.395772564,0.375336651,0.542435918,0.621944725,0.253976944,0.207384844,0.416333418,0.279416179,0.561074058,0.463142756,0.329934307,0.467912875,0.321272738,0.275156311
1.090,0.484348069,0.540588818,0.309281461,0.620046993,0.1853348,0.190894133,0.403960861,0.385973389,0.561326434,0.62049893,0.258893563,0.195120452,0.440003702,0.271121074,0.562357384,0.470682023,0.334255498,0.468099593,0.335893304,0.278432958
1.100,0.478309531,0.525275452,0.320524154,0.632615268,0.174096735,0.190179025,0.410390935,0.397908186,0.592399428,0.612365222,0.261373372,0.182725059,0.460382579,0.267740299,0.564264995,0.479520634,0.338322716,0.472578511,0.349460756,0.278672641
1.110,0.471110977,0.502846055,0.330350849,0.643521009,0.164415481,0.190306283,0.414517164,0.411794797,0.626224846,0.623750459,0.260924815,0.171354073,0.47726216,0.270492824,0.569125461,0.48884263,0.34164187,0.481750951,0.361479077,0.276397609
1.120,0.463126943,0.482514997,0.338709858,0.653699354,0.156852678,0.191693337,0.4167861,0.427447288,0.657790364,0.643917813,0.257290798,0.173966081,0.490586443,0.279244941,0.573769733,0.497453606,0.343757776,0.493190614,0.371706682,0.272239678
1.130,0.453889984,0.475048154,0.345419025,0.663943311,0.151662188,0.19467422,0.425225373,0.445015539,0.685892354,0.663282153,0.250661949,0.176232382,0.499769502,0.292113503,0.582516751,0.504470024,0.345168202,0.507278538,0.380034382,0.267376283
1.140,0.443897216,0.468757075,0.354288594,0.675649133,0.148620092,0.198961387,0.434222448,0.463798707,0.709897519,0.681725372,0.241491804,0.176942574,0.50452218,0.306133935,0.608408966,0.509202724,0.351040357,0.52377283,0.38662928,0.263183742
1.150,0.432736668,0.463359664,0.373444402,0.69055275,0.146958789,0.204197922,0.440928007,0.483328744,0.740389236,0.705412135,0.230379731,0.176599355,0.505039581,0.318586005,0.647267005,0.511073163,0.36160574,0.542026473,0.391430287,0.260904004
1.160,0.420533655,0.458302801,0.389581792,0.71033936,0.145563157,0.209843144,0.445021326,0.503086908,0.76996714,0.738313459,0.226103285,0.175327197,0.501148883,0.327413941,0.694579227,0.510276884,0.377280648,0.56126581,0.394501311,0.271790338
1.170,0.407293354,0.452801968,0.404279595,0.736373808,0.143606227,0.215270039,0.457301908,0.52256049,0.792459208,0.771267014,0.223832364,0.175519126,0.49339493,0.331464071,0.746032723,0.506312941,0.396030267,0.580543623,0.396014685,0.281899638
1.180,0.392814601,0.449507366,0.421010163,0.76945467,0.141676104,0.219878744,0.468658435,0.541272954,0.807097529,0.802240443,0.221327575,0.175600713,0.482888519,0.330678203,0.797179315,0.499613723,0.414705746,0.598843629,0.396239309,0.291413682
1.190,0.377422653,0.449977757,0.438009136,0.809806975,0.14094041,0.223201693,0.477159696,0.558786995,0.813074,0.836739364,0.218792933,0.1754128,0.470530592,0.325465067,0.844403129,0.489773505,0.43200079,0.615484768,0.395583379,0.300208864
1.200,0.360993205,0.4561304,0.45521991,0.856934621,0.139784884,0.225068811,0.482762852,0.574692778,0.81057561,0.869293213,0.21647419,0.174936727,0.45730952,0.317529767,0.893004321,0.477293062,0.445075269,0.629652681,0.394196178,0.307411791
1.210,0.343985001,0.460516745,0.471870045,0.909311035,0.138201148,0.22551408,0.486054363,0.58860188,0.800474675,0.899532151,0.214410403,0.174090657,0.444126748,0.308358154,0.940782773,0.465516392,0.453972397,0.640560263,0.392374498,0.312814767
1.220,0.326756485,0.46373457,0.485920226,0.966183203,0.136072511,0.224490333,0.487716244,0.600165635,0.78363486,0.926434678,0.212528981,0.172804538,0.431586591,0.299683215,0.979617539,0.453799951,0.459695724,0.64842105,0.390329629,0.323815168
1.230,0.319483677,0.468587974,0.500343263,1.025439346,0.133315078,0.222498517,0.488671009,0.60947815,0.761510491,0.950026689,0.210856727,0.171183843,0.420052338,0.29283014,1.008240993,0.442828658,0.463104207,0.652811496,0.388137616,0.335082841
1.240,0.316070555,0.466194133,0.509607761,1.085513819,0.134303351,0.219487123,0.489326955,0.61615892,0.735538813,0.969794038,0.209310089,0.169164265,0.409968214,0.288308275,1.025938211,0.433990317,0.464417592,0.65410446,0.385720366,0.354665703
1.250,0.310447414,0.4575637,0.513709883,1.144754446,0.138318975,0.215865756,0.490058681,0.620149673,0.70690436,0.985101856,0.207710061,0.166889425,0.40139969,0.285775379,1.033206066,0.428119569,0.464726115,0.65247215,0.382868215,0.370356231
1.260,0.303274875,0.451226073,0.518866291,1.202464813,0.140695756,0.211574316,0.49103343,0.622091189,0.677563521,0.996246085,0.206057031,0.164440488,0.394425321,0.284673295,1.031320441,0.425354081,0.467534056,0.648361962,0.379306349,0.381637211
1.270,0.29562326,0.448669364,0.522319388,1.256642685,0.141570441,0.20674431,0.495076118,0.621951377,0.648183,1.003154141,0.204357364,0.165097844,0.389161315,0.283882007,1.022722935,0.425192928,0.469038168,0.641981576,0.374905841,0.388996986
1.280,0.287600048,0.443959229,0.525298057,1.30696658,0.141200649,0.201310973,0.499365869,0.620143923,0.619922474,1.00562051,0.202524853,0.167224316,0.385772003,0.282703263,1.009454866,0.426855638,0.469774717,0.633841542,0.369378806,0.393630227
1.290,0.279329292,0.437374331,0.536711815,1.352395638,0.139839545,0.198242623,0.502625608,0.617406889,0.593580466,1.004408907,0.200619684,0.169528789,0.384240061,0.280816385,1.00333973,0.428922599,0.471041746,0.62390709,0.364255876,0.39649866
1.300,0.270910848,0.429101726,0.546109411,1.393240351,0.137721725,0.195078549,0.510162059,0.613964266,0.569334317,0.999667484,0.198793933,0.171631524,0.384935923,0.278136618,0.997896018,0.430202294,0.473779,0.612619857,0.358215607,0.398241197
1.310,0.261800256,0.419475534,0.553205426,1.435579523,0.135168135,0.191209027,0.515653187,0.61041042,0.54742181,0.991357809,0.196980535,0.17658954,0.387843235,0.274802135,0.992636409,0.429708928,0.479117431,0.599939509,0.351119942,0.399409313
1.320,0.251672165,0.408835892,0.568351679,1.47292166,0.132357635,0.186683609,0.518820253,0.61112744,0.527808414,0.980763759,0.195228157,0.182003638,0.392656677,0.27099985,0.989343845,0.426862892,0.487752154,0.586036945,0.343481982,0.399977949
1.330,0.240285778,0.397787331,0.584317832,1.504225799,0.129512887,0.181609794,0.519698384,0.611652616,0.510133232,0.967224384,0.193678241,0.186844109,0.39930571,0.266770459,0.988187581,0.421330597,0.499715091,0.571305374,0.335685893,0.400369355
1.340,0.230014121,0.401707985,0.598714232,1.529368619,0.126972167,0.176139985,0.518384155,0.611979875,0.49402212,0.951652522,0.192227583,0.190943209,0.406750611,0.261947727,0.989558792,0.413074682,0.514574455,0.555604426,0.328096128,0.401345288
1.350,0.2186357,0.405243023,0.60996704,1.548295986,0.126120498,0.170509646,0.521372957,0.612003883,0.479811753,0.933965082,0.190863074,0.194164746,0.414332407,0.256206868,0.993578614,0.402530099,0.53107358,0.53946377,0.32111523,0.403915643
1.360,0.205458092,0.407203576,0.615610745,1.561439917,0.125013487,0.164972258,0.522074441,0.611984621,0.466694216,0.914538422,0.189595738,0.196406536,0.422145295,0.256092172,1.000214203,0.390460706,0.54792289,0.52386491,0.315034357,0.413437297
1.370,0.190747507,0.406656913,0.61356331,1.568492791,0.123729899,0.159595594,0.521864571,0.611595705,0.454138569,0.893638615,0.191557945,0.197605318,0.432022803,0.263446768,1.009329686,0.390006571,0.563701118,0.509851382,0.310018601,0.42869669
1.380,0.183426518,0.403243874,0.603082216,1.569543149,0.122657546,0.154742244,0.52423127,0.614192582,0.44206305,0.87138195,0.195356849,0.197741854,0.440353319,0.27061162,1.02123315,0.398597167,0.577181724,0.495626152,0.306215772,0.442550149
1.390,0.181272907,0.396532095,0.584152363,1.571872745,0.127651041,0.150358446,0.526300069,0.618474797,0.430477872,0.848193786,0.19870984,0.200637686,0.446974028,0.277540584,1.038649349,0.40618179,0.587133978,0.481466744,0.303401084,0.454599708
1.400,0.179123739,0.386422209,0.557077802,1.569507469,0.131706383,0.146600712,0.537999142,0.62199106,0.419459781,0.825750249,0.201526793,0.207085796,0.453073501,0.284103014,1.05676913,0.413105311,0.592410665,0.467563895,0.301378769,0.464788342
1.410,0.176853417,0.381935571,0.527877659,1.558240862,0.134774108,0.143489356,0.545654718,0.625286421,0.409118406,0.806341437,0.203617228,0.211695921,0.460285497,0.290275229,1.075074229,0.419315016,0.592261583,0.454007321,0.299896624,0.473114038
1.420,0.174451989,0.375696537,0.514175845,1.538843786,0.136855297,0.140918947,0.552108711,0.627854007,0.399563211,0.786435211,0.204862532,0.21459254,0.465578176,0.296035177,1.093354734,0.424944985,0.588005871,0.440910233,0.29867724,0.479583055
1.430,0.17189929,0.366587666,0.503274699,1.511121613,0.137975598,0.138845135,0.565834783,0.632645798,0.390876321,0.766019539,0.205235363,0.215980425,0.469083257,0.301372049,1.110207337,0.430109954,0.579449761,0.448854963,0.297445341,0.484312025
1.440,0.169120159,0.354996363,0.495687315,1.475672931,0.138195953,0.137193724,0.575058152,0.63911666,0.383093169,0.750285783,0.204627343,0.216110473,0.470990277,0.306222719,1.125503479,0.438251014,0.567626899,0.464597477,0.295950004,0.487407831
1.450,0.166103396,0.341545021,0.485113932,1.43404185,0.137575603,0.135746104,0.580196159,0.644255524,0.376191339,0.734451545,0.202994479,0.215247589,0.471516122,0.310412044,1.138061643,0.460290564,0.559594314,0.475960292,0.293982137,0.488953689
1.460,0.162831254,0.32657649,0.471990939,1.391573666,0.136216255,0.134459288,0.581151844,0.647837233,0.370087416,0.718330476,0.208355868,0.213733189,0.470865168,0.313764391,1.147168717,0.48111684,0.55047667,0.483236412,0.291387352,0.489028397
1.470,0.159222674,0.310679227,0.456899899,1.350660092,0.13424316,0.133155101,0.57854078,0.649864022,0.365400292,0.701911555,0.21935473,0.211890105,0.469281226,0.316201648,1.152639109,0.4994343,0.540985943,0.48646165,0.288073572,0.487901225
1.480,0.155413507,0.294484205,0.440377371,1.306773979,0.131819457,0.134717065,0.572259616,0.650291132,0.362018682,0.685218322,0.229740762,0.210073375,0.466873087,0.317548509,1.153972417,0.514130612,0.529911863,0.485918547,0.28401283,0.48537603
1.490,0.151277536,0.278740822,0.422778124,1.260033886,0.129083806,0.136540546,0.562711255,0.649070952,0.359209553,0.668266738,0.23937463,0.208559888,0.46367077,0.317573263,1.150826999,0.524344356,0.519992576,0.481950036,0.279237322,0.481443316
1.500,0.14993724,0.267727407,0.410730554,1.211035263,0.12616846,0.137578772,0.549594592,0.646275912,0.356689314,0.651114694,0.248089712,0.207543298,0.459697055,0.31638522,1.143195451,0.529513657,0.506917454,0.474938218,0.274175063,0.476612859
1.510,0.148454568,0.262907074,0.403375956,1.160575953,0.123193555,0.137916888,0.533301716,0.644529582,0.354129467,0.633952585,0.259816882,0.20713711,0.454962048,0.313710826,1.131222529,0.529569824,0.491439615,0.465310142,0.270010789,0.471420286
1.520,0.146666985,0.257963708,0.397474315,1.108410292,0.120254121,0.137592316,0.514298188,0.641430925,0.351295069,0.616794176,0.270869182,0.207460558,0.449591168,0.309853935,1.115182355,0.525095563,0.478026092,0.453394474,0.265508554,0.464695588
1.530,0.144701058,0.252960087,0.392771313,1.059446115,0.117422104,0.136635873,0.504225706,0.636735624,0.347961514,0.599594214,0.280841725,0.208457663,0.443346891,0.304650705,1.095696631,0.536866008,0.463005686,0.439702889,0.260800753,0.456773006
1.540,0.14247643,0.247879989,0.388984923,1.010566676,0.114792381,0.138759458,0.504715192,0.630854656,0.346303396,0.582269904,0.289588803,0.210030822,0.436186114,0.301920575,1.073205722,0.550833092,0.447062028,0.424648535,0.259779028,0.447185169
1.550,0.140163168,0.242631535,0.385700541,0.961179801,0.112301048,0.140736345,0.504118974,0.62351324,0.34640468,0.564637976,0.297100712,0.212108544,0.428303152,0.310795736,1.048037234,0.561289231,0.431663491,0.408655967,0.264626157,0.436333762
1.560,0.137656211,0.237260213,0.382471091,0.91169439,0.109925761,0.141856359,0.502462958,0.615002901,0.345734593,0.546746907,0.303236624,0.214450391,0.419562962,0.316404017,1.020827683,0.567902706,0.419853819,0.392202702,0.267724179,0.42390183
1.570,0.135153045,0.231818803,0.378920304,0.86699053,0.107626705,0.142234481,0.501531686,0.605268772,0.344079522,0.5285817,0.307978599,0.216902243,0.410078633,0.318888807,0.992442848,0.570440827,0.408902432,0.375784025,0.268739589,0.410294712
1.580,0.132547431,0.22619587,0.374822816,0.82980183,0.106391361,0.141853701,0.499779544,0.594524685,0.341338015,0.510071344,0.311429163,0.219379745,0.400111707,0.318509769,0.962755077,0.568792396,0.399232153,0.359698421,0.267495224,0.395533025
1.590,0.129952477,0.220458203,0.369816886,0.803250318,0.107373604,0.140861488,0.496556188,0.582651101,0.337447148,0.491259324,0.314134184,0.221709378,0.389620655,0.315638899,0.932848479,0.570905876,0.390469111,0.344619815,0.263977812,0.379849598
1.600,0.128433842,0.214647724,0.363670213,0.776298085,0.108439585,0.139276162,0.491829938,0.570046519,0.332383498,0.472210463,0.317040596,0.223837885,0.378910245,0.310639423,0.902273451,0.570188518,0.382105531,0.331053668,0.261860939,0.363668719
1.610,0.130155941,0.208666796,0.35625914,0.749118045,0.109448368,0.137136709,0.489073644,0.556456009,0.326161747,0.45313926,0.318551884,0.225766775,0.367858078,0.303834132,0.871843853,0.565380183,0.373689442,0.318487043,0.26004823,0.347242463
1.620,0.131521916,0.20265352,0.347678926,0.721706957,0.110326677,0.134536319,0.48496393,0.542212709,0.318860808,0.434126376,0.318848246,0.227548218,0.35652426,0.29555217,0.841176342,0.556646074,0.364275435,0.30701928,0.255302256,0.330861035
1.630,0.132474811,0.200116646,0.339916648,0.694170809,0.111041708,0.131520977,0.479286853,0.527327389,0.317026571,0.415177379,0.318035797,0.229271418,0.34478355,0.286258044,0.812283151,0.544231791,0.35641192,0.296681227,0.248024512,0.314836653
1.640,0.13296589,0.199473149,0.332200567,0.666632459,0.111463538,0.128115783,0.471689156,0.511774012,0.314785375,0.396740506,0.316225489,0.231041418,0.33241106,0.276066048,0.78456442,0.540628725,0.349256518,0.287549853,0.238825168,0.299729166
1.650,0.13295431,0.197763971,0.323253812,0.642180955,0.111519404,0.124382674,0.462271579,0.496730297,0.311494162,0.382791388,0.313585829,0.23295426,0.32277492,0.265373815,0.756856283,0.538406582,0.340143242,0.279526244,0.228304143,0.286564851
1.660,0.13241772,0.194887625,0.313191251,0.620312739,0.111150086,0.120389329,0.451214278,0.483584702,0.307219182,0.368986567,0.310286776,0.235072999,0.320876279,0.254274918,0.729158944,0.530265485,0.329115342,0.272436901,0.216968002,0.274042617
1.670,0.131367488,0.190827869,0.302165346,0.598717242,0.110309769,0.116209169,0.438458104,0.47012342,0.30204213,0.357204426,0.306492023,0.23740883,0.318496482,0.249730307,0.701559278,0.516513783,0.316155105,0.266314557,0.205341102,0.262495362
1.680,0.129754358,0.185578125,0.290372799,0.577240739,0.108969065,0.111918764,0.42549301,0.456427002,0.296054479,0.346532089,0.302352749,0.239910611,0.315384544,0.247426903,0.673980602,0.504996499,0.303226065,0.260829625,0.194771348,0.251894817
1.690,0.127578284,0.179205613,0.277985184,0.556318036,0.107117044,0.107594331,0.414154365,0.442668897,0.289352397,0.336047585,0.298003193,0.242464265,0.311354557,0.245228724,0.646476132,0.489430838,0.288864032,0.255920879,0.19025509,0.242543501
1.700,0.124876852,0.171823667,0.26515879,0.53585552,0.104761561,0.103357492,0.401620463,0.428831529,0.282065654,0.325714137,0.293558285,0.244941553,0.306309933,0.243116535,0.619109572,0.469693977,0.279793286,0.251410669,0.185476888,0.234383648
1.710,0.12169065,0.163585028,0.25251644,0.516090539,0.101927308,0.09923279,0.388053236,0.41498152,0.274294404,0.315701385,0.289112614,0.24719266,0.305489611,0.24099457,0.591968653,0.446776769,0.279536116,0.24709205,0.180622493,0.22745244
1.720,0.118729354,0.159505908,0.241597574,0.496981177,0.098652496,0.095265706,0.37650287,0.401190108,0.266081764,0.305957756,0.284741449,0.24900421,0.303893459,0.238773907,0.565197748,0.421697115,0.278575427,0.242910532,0.175669007,0.221728943
1.730,0.117698723,0.155334978,0.23038773,0.478767614,0.094985577,0.091575144,0.369052264,0.387519059,0.257504288,0.296537058,0.280594539,0.250216875,0.30136307,0.236364567,0.538799685,0.405054813,0.276979987,0.238726,0.17080057,0.217147734
1.740,0.116210191,0.151206738,0.219006635,0.461244382,0.090981722,0.088147508,0.360880149,0.374019647,0.252721393,0.287452106,0.276625621,0.250732822,0.298046004,0.233676028,0.516680723,0.393565791,0.274631505,0.234402937,0.16599039,0.21360507
1.750,0.114301231,0.147041112,0.207614975,0.444665071,0.089715258,0.086262822,0.352132714,0.360733511,0.248391949,0.278702566,0.272863267,0.250414779,0.294221792,0.23074418,0.496690813,0.381295294,0.271678746,0.229869663,0.161379957,0.210893426
1.760,0.112034849,0.142869679,0.196348704,0.428907527,0.088906961,0.084340769,0.342968967,0.347709756,0.243668926,0.270232147,0.269646556,0.249172414,0.290055583,0.227388107,0.476712845,0.368684579,0.268068804,0.225073338,0.159770479,0.208817668
1.770,0.109451753,0.138759795,0.185227064,0.413901253,0.087912256,0.082393492,0.333534647,0.335062112,0.238588092,0.262141417,0.267530532,0.246953309,0.28575444,0.223628901,0.461183641,0.35636661,0.263884181,0.220018919,0.161379691,0.207167695
1.780,0.106586499,0.134646368,0.179495297,0.399685085,0.0867597,0.080477355,0.323957882,0.32272255,0.233328517,0.254279076,0.265680777,0.246577058,0.281510865,0.219410411,0.446248077,0.344846344,0.259250229,0.214620567,0.162921181,0.205837924
1.790,0.104356077,0.130573906,0.179516806,0.386316812,0.085477292,0.078567232,0.314345995,0.310702923,0.2277836,0.246638026,0.264248243,0.245892902,0.277619253,0.214741735,0.430956935,0.334444905,0.254167779,0.209440848,0.165597935,0.204567215
1.800,0.105821561,0.126590936,0.178680917,0.373632263,0.084090826,0.076681526,0.307370106,0.299085661,0.221974959,0.239317559,0.263167982,0.244095123,0.274057786,0.211705295,0.415505456,0.325366104,0.248749871,0.205849987,0.16862487,0.203228334
1.810,0.106503328,0.122650855,0.177093435,0.361608226,0.082622469,0.074849487,0.300723394,0.287914617,0.216083836,0.232204123,0.26249703,0.241191408,0.270852756,0.209055059,0.401134291,0.317651058,0.243131886,0.201911403,0.171333335,0.201724835
1.820,0.107456713,0.118770447,0.174889829,0.350219855,0.081089566,0.073081755,0.29414852,0.278060611,0.20997897,0.225266614,0.262341724,0.237218675,0.268133979,0.206029831,0.391955284,0.311230398,0.237334538,0.197616623,0.173618866,0.199947972
1.830,0.110505536,0.11499611,0.172216627,0.339442485,0.079504395,0.071375578,0.287593241,0.268537334,0.203729609,0.218495986,0.262683158,0.232237439,0.265667605,0.204203316,0.382347626,0.305959662,0.231442107,0.192937028,0.175389011,0.197839357
1.840,0.112842433,0.111328787,0.169214227,0.329297734,0.077874923,0.069741171,0.281074646,0.259339318,0.197417433,0.211933503,0.263581355,0.22632549,0.263344286,0.210856057,0.372259676,0.301680547,0.225528515,0.187891586,0.176638199,0.195427042
1.850,0.114474211,0.107754849,0.166002466,0.31973448,0.076319623,0.068186917,0.274713762,0.250490479,0.190953874,0.205561015,0.265120139,0.222852125,0.26112763,0.216951338,0.361717111,0.29802991,0.21965562,0.182508159,0.177235477,0.192624738
1.860,0.115424221,0.104285577,0.164122335,0.310704434,0.07495088,0.066719603,0.268404179,0.241965456,0.184484429,0.199330181,0.267358934,0.222838812,0.258751942,0.222261641,0.35090136,0.294734171,0.213871657,0.176892191,0.177144629,0.189561635
1.870,0.11572963,0.10093053,0.163816649,0.302190555,0.073603274,0.066160862,0.262117088,0.233758557,0.177926088,0.193240991,0.270300717,0.222309671,0.256055795,0.226606836,0.339670967,0.291532678,0.208210572,0.171015868,0.176361346,0.186197452
1.880,0.115438808,0.097697458,0.163468325,0.294176834,0.072250587,0.06680366,0.255915035,0.225905928,0.173180475,0.187295429,0.273970714,0.22127068,0.252898481,0.229958585,0.328063797,0.288194311,0.202706885,0.164923908,0.174784683,0.182585666
1.890,0.114609358,0.094598016,0.16305649,0.28664797,0.070893593,0.06762638,0.249738789,0.218331092,0.170124431,0.181497173,0.278408756,0.219854859,0.251949054,0.232169468,0.317272439,0.284529461,0.197412682,0.158715713,0.172496891,0.17883818
1.900,0.113306394,0.091641285,0.162629838,0.279589082,0.069561368,0.068612064,0.243530554,0.21111102,0.16692555,0.175861281,0.283624827,0.218062638,0.253443567,0.233269302,0.310315222,0.280397222,0.192272932,0.152427144,0.169408064,0.174903591
1.910,0.111600437,0.088813876,0.162097818,0.272985481,0.068217606,0.069677277,0.237307682,0.204199317,0.163611378,0.170411241,0.289523802,0.215976726,0.254431055,0.233295237,0.303027993,0.275708258,0.187273189,0.146075896,0.165577627,0.170943025
1.920,0.109565521,0.086116321,0.161363568,0.266822521,0.066864324,0.070754512,0.231087684,0.19757428,0.160248807,0.165118028,0.296140951,0.21368249,0.254816819,0.234685313,0.295409409,0.27042366,0.182489624,0.139786403,0.161042698,0.168774337
1.930,0.107302321,0.083547213,0.160337784,0.261887484,0.065519313,0.071778365,0.224791489,0.191249555,0.156782943,0.159989402,0.303314336,0.21126656,0.254544643,0.236229327,0.287494877,0.264550632,0.177797007,0.133520739,0.15581299,0.166986413
1.940,0.10487622,0.081103325,0.15892507,0.258166597,0.064150611,0.072684809,0.218412668,0.185260122,0.15324606,0.155033466,0.311061621,0.208815533,0.25359502,0.236826116,0.279430596,0.258172859,0.173230398,0.127381424,0.149985094,0.165222038
1.950,0.102347631,0.078779794,0.157042411,0.254494217,0.062759125,0.073414682,0.212043519,0.179555524,0.149703751,0.150258486,0.319186818,0.206414486,0.251943569,0.236527422,0.271115365,0.254598503,0.168740686,0.122201144,0.143648001,0.16340325
1.960,0.099791118,0.076570374,0.154582832,0.250878994,0.061358666,0.073916418,0.20558788,0.174137501,0.146109704,0.145672707,0.327586721,0.205256776,0.24961312,0.235479013,0.262570382,0.250858585,0.16429787,0.122333207,0.136857499,0.161644155
1.970,0.097304392,0.074467746,0.151487696,0.247315872,0.059923382,0.074147782,0.199065041,0.16900726,0.142492645,0.14128417,0.336138416,0.207192163,0.246651502,0.233693261,0.256564056,0.246659226,0.159898121,0.122381138,0.129714437,0.159843719
1.980,0.094883378,0.072463885,0.147725364,0.243834564,0.058452293,0.074084007,0.192565225,0.164165885,0.138911777,0.137100546,0.344701328,0.209216104,0.243125524,0.231206204,0.258129497,0.242128441,0.155495234,0.122331283,0.130157557,0.158083835
1.990,0.092624875,0.070550461,0.143305169,0.240464332,0.05694489,0.073716119,0.186005503,0.159614676,0.135325672,0.133128981,0.353120441,0.21133504,0.239114125,0.22815676,0.259541118,0.237331569,0.151101418,0.122240143,0.130997433,0.156287481
2.000,0.09049253,0.069562854,0.142302181,0.237233096,0.055403463,0.073011803,0.180113408,0.15535539,0.131749275,0.129686261,0.36123071,0.213597404,0.234701496,0.224493111,0.260668112,0.232362893,0.146694335,0.122059784,0.131011032,0.154496269
2.010,0.088557212,0.069256055,0.140938258,0.234197637,0.053823943,0.071966044,0.176006852,0.151390354,0.128239987,0.126540924,0.368918179,0.215949953,0.229970355,0.220257298,0.261513374,0.227308807,0.142272951,0.121866698,0.130270328,0.152667201
2.020,0.086753843,0.068846122,0.138838597,0.231368317,0.052202818,0.070609951,0.171772031,0.147722429,0.124747789,0.12335921,0.376069211,0.218394638,0.224995838,0.215537125,0.261846115,0.222260314,0.137873332,0.121589662,0.12885223,0.150803302
2.030,0.085107585,0.068302727,0.136027665,0.228740881,0.050582707,0.069783941,0.167528072,0.145071511,0.121282312,0.122025713,0.382495958,0.220930258,0.219939422,0.21034317,0.261710301,0.217336736,0.13346001,0.121295649,0.126904285,0.148907223
