T(s),Zone I (overstrength 2),Zone I (elastic),Zone II (overstrength 2),Zone II (elastic),Zone IIIa (overstrength 2),Zone IIIa (elastic),Zone IIIb (overstrength 2),Zone IIIb (elastic),Zone IIIc (overstrength 2),Zone IIIc (elastic),Zone IIId (overstrength 2),Zone IIId (elastic)
2.19,0.098630137,0.197260274,0.168152457,0.336304914,0.270219553,0.540439107,0.45,0.9,0.4,0.8,0.3,0.6
2.2,0.098181818,0.196363636,0.167136662,0.334273324,0.267768595,0.53553719,0.45,0.9,0.4,0.8,0.3,0.6
2.21,0.097737557,0.195475113,0.166131569,0.332263138,0.265350832,0.530701665,0.45,0.9,0.4,0.8,0.3,0.6
2.22,0.097297297,0.194594595,0.165137017,0.330274033,0.262965668,0.525931337,0.45,0.9,0.4,0.8,0.3,0.6
2.23,0.096860987,0.193721973,0.164152848,0.328305696,0.26061252,0.52122504,0.45,0.9,0.4,0.8,0.3,0.6
2.24,0.096428571,0.192857143,0.163178909,0.326357819,0.258290816,0.516581633,0.45,0.9,0.4,0.8,0.3,0.6
2.25,0.096,0.192,0.162215049,0.324430097,0.256,0.512,0.45,0.9,0.4,0.8,0.3,0.6
2.26,0.095575221,0.191150442,0.161261118,0.322522236,0.253739525,0.507479051,0.45,0.9,0.4,0.8,0.3,0.6
2.27,0.095154185,0.19030837,0.160316972,0.320633943,0.251508859,0.503017718,0.45,0.9,0.4,0.8,0.3,0.6
2.28,0.094736842,0.189473684,0.159382467,0.318764933,0.249307479,0.498614958,0.45,0.9,0.4,0.8,0.3,0.6
2.29,0.094323144,0.188646288,0.158457463,0.316914926,0.247134875,0.494269751,0.45,0.9,0.4,0.8,0.3,0.6
2.3,0.093913043,0.187826087,0.157541824,0.315083647,0.244990548,0.489981096,0.45,0.9,0.4,0.8,0.3,0.6
2.31,0.093506494,0.187012987,0.156635413,0.313270826,0.242874009,0.485748018,0.45,0.9,0.4,0.8,0.3,0.6
2.32,0.093103448,0.186206897,0.155738099,0.311476199,0.24078478,0.48156956,0.45,0.9,0.4,0.8,0.3,0.6
2.33,0.092703863,0.185407725,0.154849752,0.309699505,0.238722393,0.477444786,0.45,0.9,0.4,0.8,0.3,0.6
2.34,0.092307692,0.184615385,0.153970245,0.307940489,0.236686391,0.473372781,0.45,0.9,0.4,0.8,0.3,0.6
2.35,0.091914894,0.183829787,0.153099451,0.306198902,0.234676324,0.469352648,0.45,0.9,0.4,0.8,0.3,0.6
2.36,0.091525424,0.183050847,0.152237249,0.304474497,0.232691755,0.46538351,0.45,0.9,0.4,0.8,0.3,0.6
2.37,0.091139241,0.182278481,0.151383517,0.302767034,0.230732254,0.461464509,0.45,0.9,0.4,0.8,0.3,0.6
2.38,0.090756303,0.181512605,0.150538137,0.301076274,0.228797401,0.457594803,0.45,0.9,0.4,0.8,0.3,0.6
2.39,0.090376569,0.180753138,0.149700993,0.299401987,0.226886784,0.453773568,0.45,0.9,0.4,0.8,0.3,0.6
2.4,0.09,0.18,0.148871971,0.297743942,0.225,0.45,0.45,0.9,0.4,0.8,0.3,0.6
2.41,0.089626556,0.179253112,0.148050959,0.296101917,0.223136654,0.446273308,0.45,0.9,0.4,0.8,0.3,0.6
2.42,0.089256198,0.178512397,0.147237845,0.294475691,0.22129636,0.442592719,0.45,0.9,0.4,0.8,0.3,0.6
2.43,0.088888889,0.177777778,0.146432523,0.292865047,0.219478738,0.438957476,0.45,0.9,0.4,0.8,0.3,0.6
2.44,0.08852459,0.17704918,0.145634886,0.291269773,0.217683418,0.435366837,0.45,0.9,0.4,0.8,0.3,0.6
2.45,0.088163265,0.176326531,0.14484483,0.28968966,0.215910037,0.431820075,0.45,0.9,0.4,0.8,0.3,0.6
2.46,0.087804878,0.175609756,0.144062252,0.288124503,0.214158239,0.428316478,0.45,0.9,0.4,0.8,0.3,0.6
2.47,0.087449393,0.174898785,0.14328705,0.286574101,0.212427675,0.424855349,0.45,0.9,0.4,0.8,0.3,0.6
2.48,0.087096774,0.174193548,0.142519127,0.285038255,0.210718002,0.421436004,0.45,0.9,0.4,0.8,0.3,0.6
2.49,0.086746988,0.173493976,0.141758386,0.283516771,0.209028887,0.418057773,0.45,0.9,0.4,0.8,0.3,0.6
2.5,0.0864,0.1728,0.141004729,0.282009458,0.20736,0.41472,0.45,0.9,0.4,0.8,0.3,0.6
2.51,0.086055777,0.172111554,0.140258064,0.280516129,0.20571102,0.411422041,0.45,0.9,0.4,0.8,0.3,0.6
2.52,0.085714286,0.171428571,0.139518299,0.279036597,0.204081633,0.408163265,0.45,0.9,0.4,0.8,0.3,0.6
2.53,0.085375494,0.170750988,0.138785341,0.277570682,0.202471527,0.404943055,0.45,0.9,0.4,0.8,0.3,0.6
2.54,0.08503937,0.17007874,0.138059103,0.276118206,0.200880402,0.401760804,0.45,0.9,0.4,0.8,0.3,0.6
2.55,0.084705882,0.169411765,0.137339496,0.274678993,0.199307958,0.398615917,0.45,0.9,0.4,0.8,0.3,0.6
2.56,0.084375,0.16875,0.136626435,0.27325287,0.197753906,0.395507813,0.45,0.9,0.4,0.8,0.3,0.6
2.57,0.084046693,0.168093385,0.135919834,0.271839669,0.196217959,0.392435919,0.45,0.9,0.4,0.8,0.3,0.6
2.58,0.08372093,0.16744186,0.135219611,0.270439222,0.194699838,0.389399676,0.45,0.9,0.4,0.8,0.3,0.6
2.59,0.083397683,0.166795367,0.134525683,0.269051365,0.193199267,0.386398533,0.45,0.9,0.4,0.8,0.3,0.6
2.6,0.083076923,0.166153846,0.133837969,0.267675938,0.191715976,0.383431953,0.45,0.9,0.4,0.8,0.3,0.6
2.61,0.082758621,0.165517241,0.133156391,0.266312782,0.190249703,0.380499405,0.45,0.9,0.4,0.8,0.3,0.6
2.62,0.082442748,0.164885496,0.13248087,0.264961741,0.188800186,0.377600373,0.45,0.9,0.4,0.8,0.3,0.6
2.63,0.082129278,0.164258555,0.131811331,0.263622662,0.187367173,0.374734346,0.45,0.9,0.4,0.8,0.3,0.6
2.64,0.081818182,0.163636364,0.131147697,0.262295393,0.185950413,0.371900826,0.45,0.9,0.4,0.8,0.3,0.6
2.65,0.081509434,0.163018868,0.130489894,0.260979788,0.184549662,0.369099324,0.45,0.9,0.4,0.8,0.3,0.6
2.66,0.081203008,0.162406015,0.12983785,0.259675699,0.183164679,0.366329357,0.45,0.9,0.4,0.8,0.3,0.6
2.67,0.080898876,0.161797753,0.129191492,0.258382983,0.181795228,0.363590456,0.45,0.9,0.4,0.8,0.3,0.6
2.68,0.080597015,0.16119403,0.12855075,0.2571015,0.180441078,0.360882156,0.45,0.9,0.4,0.8,0.3,0.6
2.69,0.080297398,0.160594796,0.127915555,0.255831109,0.179102002,0.358204005,0.45,0.9,0.4,0.8,0.3,0.6
2.7,0.08,0.16,0.127285837,0.254571675,0.177777778,0.355555556,0.45,0.9,0.4,0.8,0.3,0.6
2.71,0.079704797,0.159409594,0.126661531,0.253323062,0.176468185,0.352936371,0.45,0.9,0.4,0.8,0.3,0.6
2.72,0.079411765,0.158823529,0.126042569,0.252085139,0.17517301,0.350346021,0.45,0.9,0.4,0.8,0.3,0.6
2.73,0.079120879,0.158241758,0.125428887,0.250857775,0.173892042,0.347784084,0.45,0.9,0.4,0.8,0.3,0.6
2.74,0.078832117,0.157664234,0.124820421,0.249640841,0.172625073,0.345250147,0.45,0.9,0.4,0.8,0.3,0.6
2.75,0.078545455,0.157090909,0.124217106,0.248434212,0.171371901,0.342743802,0.45,0.9,0.4,0.8,0.3,0.6
2.76,0.07826087,0.156521739,0.123618882,0.247237764,0.170132325,0.34026465,0.45,0.9,0.4,0.8,0.3,0.6
2.77,0.077978339,0.155956679,0.123025687,0.246051373,0.16890615,0.3378123,0.45,0.9,0.4,0.8,0.3,0.6
2.78,0.077697842,0.155395683,0.12243746,0.24487492,0.167693184,0.335386367,0.45,0.9,0.4,0.8,0.3,0.6
2.79,0.077419355,0.15483871,0.121854143,0.243708286,0.166493236,0.332986472,0.45,0.9,0.4,0.8,0.3,0.6
2.8,0.077142857,0.154285714,0.121275677,0.242551355,0.165306122,0.330612245,0.45,0.9,0.4,0.8,0.3,0.6
2.81,0.076868327,0.153736655,0.120702005,0.24140401,0.16413166,0.32826332,0.45,0.9,0.4,0.8,0.3,0.6
2.82,0.076595745,0.153191489,0.12013307,0.24026614,0.16296967,0.325939339,0.45,0.9,0.4,0.8,0.3,0.6
2.83,0.076325088,0.152650177,0.119568817,0.239137633,0.161819975,0.323639951,0.45,0.9,0.4,0.8,0.3,0.6
2.84,0.076056338,0.152112676,0.11900919,0.238018379,0.160682404,0.321364809,0.45,0.9,0.4,0.8,0.3,0.6
2.85,0.075789474,0.151578947,0.118454135,0.236908271,0.159556787,0.319113573,0.45,0.9,0.4,0.8,0.3,0.6
2.86,0.075524476,0.151048951,0.1179036,0.2358072,0.158442956,0.316885911,0.45,0.9,0.4,0.8,0.3,0.6
2.87,0.075261324,0.150522648,0.117357532,0.234715064,0.157340747,0.314681494,0.45,0.9,0.4,0.8,0.3,0.6
2.88,0.075,0.15,0.116815879,0.233631758,0.15625,0.3125,0.45,0.9,0.4,0.8,0.3,0.6
2.89,0.074740484,0.149480969,0.116278591,0.232557181,0.155170556,0.310341112,0.45,0.9,0.4,0.8,0.3,0.6
2.9,0.074482759,0.148965517,0.115745617,0.231491233,0.154102259,0.308204518,0.45,0.9,0.4,0.8,0.3,0.6
2.91,0.074226804,0.148453608,0.115216908,0.230433815,0.153044957,0.306089914,0.45,0.9,0.4,0.8,0.3,0.6
2.92,0.073972603,0.147945205,0.114692415,0.22938483,0.151998499,0.303996998,0.45,0.9,0.4,0.8,0.3,0.6
2.93,0.073720137,0.147440273,0.114172091,0.228344182,0.150962737,0.301925474,0.45,0.9,0.4,0.8,0.3,0.6
2.94,0.073469388,0.146938776,0.113655888,0.227311777,0.149937526,0.299875052,0.45,0.9,0.4,0.8,0.3,0.6
2.95,0.073220339,0.146440678,0.113143761,0.226287521,0.148922723,0.297845447,0.45,0.9,0.4,0.8,0.3,0.6
2.96,0.072972973,0.145945946,0.112635662,0.225271323,0.147918188,0.295836377,0.45,0.9,0.4,0.8,0.3,0.6
2.97,0.072727273,0.145454545,0.112131547,0.224263093,0.146923783,0.293847567,0.45,0.9,0.4,0.8,0.3,0.6
2.98,0.072483221,0.144966443,0.111631371,0.223262742,0.145939372,0.291878744,0.45,0.9,0.4,0.8,0.3,0.6
2.99,0.072240803,0.144481605,0.111135091,0.222270182,0.144964821,0.289929643,0.45,0.9,0.4,0.8,0.3,0.6
3,0.072,0.144,0.110642663,0.221285327,0.144,0.288,0.45,0.9,0.4,0.8,0.3,0.6
3.01,0.071760797,0.143521595,0.110154045,0.220308091,0.143044779,0.286089558,0.447014934,0.894029867,0.4,0.8,0.3,0.6
3.02,0.071523179,0.143046358,0.109669195,0.21933839,0.142099031,0.284198061,0.444059471,0.888118942,0.4,0.8,0.3,0.6
3.03,0.071287129,0.142574257,0.109188071,0.218376143,0.141162631,0.282325262,0.441133222,0.882266444,0.4,0.8,0.3,0.6
3.04,0.071052632,0.142105263,0.108710633,0.217421266,0.140235457,0.280470914,0.438235803,0.876471607,0.4,0.8,0.3,0.6
3.05,0.070819672,0.141639344,0.10823684,0.21647368,0.139317388,0.278634776,0.435366837,0.870733674,0.4,0.8,0.3,0.6
3.06,0.070588235,0.141176471,0.107766653,0.215533305,0.138408304,0.276816609,0.432525952,0.865051903,0.4,0.8,0.3,0.6
3.07,0.070358306,0.140716612,0.107300032,0.214600064,0.13750809,0.275016181,0.429712782,0.859425564,0.4,0.8,0.3,0.6
3.08,0.07012987,0.14025974,0.106836939,0.213673878,0.13661663,0.27323326,0.426926969,0.853853938,0.4,0.8,0.3,0.6
3.09,0.069902913,0.139805825,0.106377337,0.212754673,0.135733811,0.271467622,0.424168159,0.848336318,0.4,0.8,0.3,0.6
3.1,0.069677419,0.139354839,0.105921187,0.211842373,0.134859521,0.269719043,0.421436004,0.842872008,0.4,0.8,0.3,0.6
3.11,0.069453376,0.138906752,0.105468452,0.210936905,0.133993652,0.267987304,0.418730162,0.837460324,0.4,0.8,0.3,0.6
3.12,0.069230769,0.138461538,0.105019097,0.210038194,0.133136095,0.266272189,0.416050296,0.832100592,0.4,0.8,0.3,0.6
3.13,0.069009585,0.138019169,0.104573085,0.209146171,0.132286744,0.264573488,0.413396074,0.826792149,0.4,0.8,0.3,0.6
3.14,0.068789809,0.137579618,0.104130381,0.208260763,0.131445495,0.262890989,0.410767171,0.821534342,0.4,0.8,0.3,0.6
3.15,0.068571429,0.137142857,0.10369095,0.2073819,0.130612245,0.26122449,0.408163265,0.816326531,0.4,0.8,0.3,0.6
3.16,0.06835443,0.136708861,0.103254757,0.206509515,0.129786893,0.259573786,0.405584041,0.811168082,0.4,0.8,0.3,0.6
3.17,0.068138801,0.136277603,0.102821769,0.205643538,0.12896934,0.25793868,0.403029187,0.806058375,0.4,0.8,0.3,0.6
3.18,0.067924528,0.135849057,0.102391952,0.204783903,0.128159487,0.256318975,0.400498398,0.800996796,0.4,0.8,0.3,0.6
3.19,0.067711599,0.135423197,0.101965272,0.203930544,0.127357239,0.254714478,0.397991372,0.795982744,0.4,0.8,0.3,0.6
3.2,0.0675,0.135,0.101541697,0.203083395,0.1265625,0.253125,0.395507813,0.791015625,0.4,0.8,0.3,0.6
3.21,0.06728972,0.134579439,0.101121196,0.202242392,0.125775177,0.251550354,0.393047428,0.786094855,0.4,0.8,0.3,0.6
3.22,0.067080745,0.134161491,0.100703736,0.201407471,0.124995178,0.249990355,0.39060993,0.78121986,0.4,0.8,0.3,0.6
3.23,0.066873065,0.13374613,0.100289285,0.20057857,0.124222412,0.248444824,0.388195037,0.776390074,0.4,0.8,0.3,0.6
3.24,0.066666667,0.133333333,0.099877814,0.199755627,0.12345679,0.24691358,0.385802469,0.771604938,0.4,0.8,0.3,0.6
3.25,0.066461538,0.132923077,0.099469291,0.198938581,0.122698225,0.24539645,0.383431953,0.766863905,0.4,0.8,0.3,0.6
3.26,0.066257669,0.132515337,0.099063686,0.198127372,0.12194663,0.243893259,0.381083217,0.762166435,0.4,0.8,0.3,0.6
3.27,0.066055046,0.132110092,0.09866097,0.197321939,0.121201919,0.242403838,0.378755997,0.757511994,0.4,0.8,0.3,0.6
3.28,0.065853659,0.131707317,0.098261113,0.196522226,0.12046401,0.240928019,0.37645003,0.752900059,0.4,0.8,0.3,0.6
3.29,0.065653495,0.131306991,0.097864086,0.195728173,0.119732818,0.239465637,0.374165058,0.748330115,0.4,0.8,0.3,0.6
3.3,0.065454545,0.130909091,0.097469862,0.194939724,0.119008264,0.238016529,0.371900826,0.743801653,0.4,0.8,0.3,0.6
3.31,0.065256798,0.130513595,0.097078411,0.194156822,0.118290268,0.236580535,0.369657086,0.739314172,0.4,0.8,0.3,0.6
3.32,0.065060241,0.130120482,0.096689706,0.193379412,0.117578749,0.235157497,0.36743359,0.73486718,0.4,0.8,0.3,0.6
3.33,0.064864865,0.12972973,0.096303719,0.192607438,0.11687363,0.233747261,0.365230095,0.73046019,0.4,0.8,0.3,0.6
3.34,0.064670659,0.129341317,0.095920424,0.191840848,0.116174836,0.232349672,0.363046362,0.726092725,0.4,0.8,0.3,0.6
3.35,0.064477612,0.128955224,0.095539793,0.191079586,0.11548229,0.23096458,0.360882156,0.721764313,0.4,0.8,0.3,0.6
3.36,0.064285714,0.128571429,0.095161801,0.190323601,0.114795918,0.229591837,0.358737245,0.71747449,0.4,0.8,0.3,0.6
3.37,0.064094955,0.128189911,0.09478642,0.189572841,0.114115648,0.228231296,0.356611399,0.713222798,0.4,0.8,0.3,0.6
3.38,0.063905325,0.127810651,0.094413626,0.188827253,0.113441406,0.226882812,0.354504394,0.709008788,0.4,0.8,0.3,0.6
3.39,0.063716814,0.127433628,0.094043393,0.188086787,0.112773122,0.225546245,0.352416008,0.704832015,0.4,0.8,0.3,0.6
3.4,0.063529412,0.127058824,0.093675696,0.187351393,0.112110727,0.224221453,0.350346021,0.700692042,0.4,0.8,0.3,0.6
3.41,0.063343109,0.126686217,0.093310511,0.186621021,0.11145415,0.2229083,0.348294218,0.696588437,0.4,0.8,0.3,0.6
3.42,0.063157895,0.126315789,0.092947812,0.185895623,0.110803324,0.221606648,0.346260388,0.692520776,0.4,0.8,0.3,0.6
3.43,0.062973761,0.125947522,0.092587575,0.185175151,0.110158182,0.220316365,0.34424432,0.68848864,0.4,0.8,0.3,0.6
3.44,0.062790698,0.125581395,0.092229778,0.184459555,0.109518659,0.219037317,0.342245809,0.684491617,0.4,0.8,0.3,0.6
3.45,0.062608696,0.125217391,0.091874395,0.183748791,0.108884688,0.217769376,0.34026465,0.680529301,0.4,0.8,0.3,0.6
3.46,0.062427746,0.124855491,0.091521405,0.18304281,0.108256206,0.216512413,0.338300645,0.67660129,0.4,0.8,0.3,0.6
3.47,0.062247839,0.124495677,0.091170784,0.182341568,0.10763315,0.215266301,0.336353595,0.67270719,0.4,0.8,0.3,0.6
3.48,0.062068966,0.124137931,0.090822509,0.181645018,0.107015458,0.214030916,0.334423306,0.668846611,0.4,0.8,0.3,0.6
3.49,0.061891117,0.123782235,0.090476558,0.180953117,0.106403067,0.212806135,0.332509585,0.665019171,0.4,0.8,0.3,0.6
3.5,0.061714286,0.123428571,0.09013291,0.180265819,0.105795918,0.211591837,0.330612245,0.66122449,0.4,0.8,0.3,0.6
3.51,0.061538462,0.123076923,0.089791541,0.179583082,0.105193951,0.210387903,0.328731098,0.657462196,0.4,0.8,0.3,0.6
3.52,0.061363636,0.122727273,0.089452431,0.178904862,0.104597107,0.209194215,0.326865961,0.653731921,0.4,0.8,0.3,0.6
3.53,0.061189802,0.122379603,0.089115558,0.178231117,0.104005329,0.208010657,0.325016652,0.650033304,0.4,0.8,0.3,0.6
3.54,0.061016949,0.122033898,0.088780902,0.177561804,0.103418558,0.206837116,0.323182993,0.646365987,0.4,0.8,0.3,0.6
3.55,0.06084507,0.121690141,0.088448441,0.176896881,0.102836739,0.205673477,0.321364809,0.642729617,0.4,0.8,0.3,0.6
3.56,0.060674157,0.121348315,0.088118155,0.176236309,0.102259816,0.204519631,0.319561924,0.639123848,0.4,0.8,0.3,0.6
3.57,0.060504202,0.121008403,0.087790023,0.175580046,0.101687734,0.203375468,0.317774168,0.635548337,0.4,0.8,0.3,0.6
3.58,0.060335196,0.120670391,0.087464026,0.174928052,0.101120439,0.202240879,0.316001373,0.632002746,0.4,0.8,0.3,0.6
3.59,0.060167131,0.120334262,0.087140144,0.174280288,0.100557879,0.201115758,0.314243372,0.628486744,0.4,0.8,0.3,0.6
3.6,0.06,0.12,0.086818357,0.173636715,0.1,0.2,0.3125,0.625,0.4,0.8,0.3,0.6
3.61,0.059833795,0.11966759,0.086498647,0.172997293,0.099446751,0.198893501,0.310771096,0.621542192,0.4,0.8,0.3,0.6
3.62,0.059668508,0.119337017,0.086180993,0.172361985,0.09889808,0.19779616,0.3090565,0.618113,0.4,0.8,0.3,0.6
3.63,0.059504132,0.119008264,0.085865377,0.171730753,0.098353938,0.196707875,0.307356055,0.61471211,0.4,0.8,0.3,0.6
3.64,0.059340659,0.118681319,0.08555178,0.17110356,0.097814274,0.195628547,0.305669605,0.61133921,0.4,0.8,0.3,0.6
3.65,0.059178082,0.118356164,0.085240184,0.170480369,0.097279039,0.194558078,0.303996998,0.607993995,0.4,0.8,0.3,0.6
3.66,0.059016393,0.118032787,0.084930572,0.169861143,0.096748186,0.193496372,0.302338081,0.604676162,0.4,0.8,0.3,0.6
3.67,0.058855586,0.117711172,0.084622923,0.169245847,0.096221666,0.192443332,0.300692707,0.601385414,0.4,0.8,0.3,0.6
3.68,0.058695652,0.117391304,0.084317222,0.168634445,0.095699433,0.191398866,0.299060728,0.598121456,0.4,0.8,0.3,0.6
3.69,0.058536585,0.117073171,0.084013451,0.168026902,0.09518144,0.190362879,0.297441999,0.594883998,0.4,0.8,0.3,0.6
3.7,0.058378378,0.116756757,0.083711591,0.167423183,0.094667641,0.189335281,0.295836377,0.591672754,0.4,0.8,0.3,0.6
3.71,0.058221024,0.116442049,0.083411627,0.166823253,0.094157991,0.188315981,0.294243721,0.588487442,0.4,0.8,0.3,0.6
3.72,0.058064516,0.116129032,0.08311354,0.16622708,0.093652445,0.187304891,0.292663892,0.585327784,0.4,0.8,0.3,0.6
3.73,0.057908847,0.115817694,0.082817315,0.165634629,0.093150961,0.186301921,0.291096752,0.582193504,0.4,0.8,0.3,0.6
3.74,0.057754011,0.115508021,0.082522934,0.165045868,0.092653493,0.185306986,0.289542166,0.579084332,0.4,0.8,0.3,0.6
3.75,0.0576,0.1152,0.082230381,0.164460763,0.09216,0.18432,0.288,0.576,0.4,0.8,0.3,0.6
3.76,0.057446809,0.114893617,0.081939641,0.163879282,0.091670439,0.183340878,0.286470122,0.572940244,0.4,0.8,0.3,0.6
3.77,0.05729443,0.114588859,0.081650697,0.163301393,0.091184769,0.182369538,0.284952402,0.569904805,0.4,0.8,0.3,0.6
3.78,0.057142857,0.114285714,0.081363533,0.162727065,0.090702948,0.181405896,0.283446712,0.566893424,0.4,0.8,0.3,0.6
3.79,0.056992084,0.113984169,0.081078133,0.162156267,0.090224936,0.180449872,0.281952924,0.563905849,0.4,0.8,0.3,0.6
3.8,0.056842105,0.113684211,0.080794483,0.161588966,0.089750693,0.179501385,0.280470914,0.560941828,0.4,0.8,0.3,0.6
3.81,0.056692913,0.113385827,0.080512567,0.161025134,0.089280179,0.178560357,0.279000558,0.558001116,0.4,0.8,0.3,0.6
3.82,0.056544503,0.113089005,0.080232369,0.160464739,0.088813355,0.17762671,0.277541734,0.555083468,0.4,0.8,0.3,0.6
3.83,0.056396867,0.112793734,0.079953876,0.159907752,0.088350183,0.176700366,0.276094322,0.552188644,0.4,0.8,0.3,0.6
3.84,0.05625,0.1125,0.079677071,0.159354142,0.087890625,0.17578125,0.274658203,0.549316406,0.4,0.8,0.3,0.6
3.85,0.056103896,0.112207792,0.079401941,0.158803882,0.087434643,0.174869287,0.27323326,0.54646652,0.4,0.8,0.3,0.6
3.86,0.055958549,0.111917098,0.079128471,0.158256942,0.086982201,0.173964402,0.271819378,0.543638755,0.4,0.8,0.3,0.6
3.87,0.055813953,0.111627907,0.078856647,0.157713294,0.086533261,0.173066522,0.270416441,0.540832883,0.4,0.8,0.3,0.6
3.88,0.055670103,0.111340206,0.078586454,0.157172909,0.086087788,0.172175577,0.269024338,0.538048677,0.4,0.8,0.3,0.6
3.89,0.055526992,0.111053985,0.07831788,0.156635759,0.085645746,0.171291493,0.267642958,0.535285915,0.4,0.8,0.3,0.6
3.9,0.055384615,0.110769231,0.078050909,0.156101817,0.085207101,0.170414201,0.266272189,0.532544379,0.4,0.8,0.3,0.6
3.91,0.055242967,0.110485934,0.077785528,0.155571056,0.084771816,0.169543632,0.264911925,0.52982385,0.4,0.8,0.3,0.6
3.92,0.055102041,0.110204082,0.077521724,0.155043448,0.084339858,0.168679717,0.263562057,0.527124115,0.4,0.8,0.3,0.6
3.93,0.054961832,0.109923664,0.077259483,0.154518966,0.083911194,0.167822388,0.262222481,0.524444962,0.4,0.8,0.3,0.6
3.94,0.054822335,0.10964467,0.076998793,0.153997585,0.083485789,0.166971579,0.260893092,0.521786184,0.4,0.8,0.3,0.6
3.95,0.054683544,0.109367089,0.076739639,0.153479278,0.083063612,0.166127223,0.259573786,0.519147573,0.4,0.8,0.3,0.6
3.96,0.054545455,0.109090909,0.07648201,0.15296402,0.082644628,0.165289256,0.258264463,0.516528926,0.4,0.8,0.3,0.6
3.97,0.05440806,0.108816121,0.076225892,0.152451784,0.082228807,0.164457613,0.256965021,0.513930042,0.4,0.8,0.3,0.6
3.98,0.054271357,0.108542714,0.075971273,0.151942546,0.081816116,0.163632232,0.255675362,0.511350723,0.4,0.8,0.3,0.6
3.99,0.054135338,0.108270677,0.07571814,0.151436281,0.081406524,0.162813048,0.254395387,0.508790774,0.4,0.8,0.3,0.6
4,0.054,0.108,0.075466481,0.150932963,0.081,0.162,0.253125,0.50625,0.4,0.8,0.3,0.6
4.01,0.053865337,0.107730673,0.075216284,0.150432568,0.080596514,0.161193027,0.251864105,0.503728211,0.4,0.8,0.3,0.6
4.02,0.053731343,0.107462687,0.074967537,0.149935073,0.080196035,0.16039207,0.250612609,0.501225217,0.4,0.8,0.3,0.6
4.03,0.053598015,0.10719603,0.074720226,0.149440453,0.079798533,0.159597067,0.249370417,0.498740833,0.4,0.8,0.3,0.6
4.04,0.053465347,0.106930693,0.074474342,0.148948684,0.07940398,0.15880796,0.248137438,0.496274875,0.4,0.8,0.3,0.6
4.05,0.053333333,0.106666667,0.074229872,0.148459743,0.079012346,0.158024691,0.24691358,0.49382716,0.4,0.8,0.3,0.6
4.06,0.05320197,0.106403941,0.073986804,0.147973607,0.078623602,0.157247203,0.245698755,0.49139751,0.4,0.8,0.3,0.6
4.07,0.053071253,0.106142506,0.073745127,0.147490253,0.07823772,0.156475439,0.244492873,0.488985747,0.4,0.8,0.3,0.6
4.08,0.052941176,0.105882353,0.073504829,0.147009659,0.077854671,0.155709343,0.243295848,0.486591696,0.4,0.8,0.3,0.6
4.09,0.052811736,0.105623472,0.0732659,0.146531801,0.077474429,0.154948859,0.242107591,0.484215183,0.4,0.8,0.3,0.6
4.1,0.052682927,0.105365854,0.073028329,0.146056657,0.077096966,0.154193932,0.240928019,0.481856038,0.4,0.8,0.3,0.6
4.11,0.052554745,0.105109489,0.072792103,0.145584206,0.076722255,0.15344451,0.239757046,0.479514092,0.4,0.8,0.3,0.6
4.12,0.052427184,0.104854369,0.072557213,0.145114426,0.076350269,0.152700537,0.238594589,0.477189179,0.4,0.8,0.3,0.6
4.13,0.052300242,0.104600484,0.072323648,0.144647295,0.075980981,0.151961963,0.237440567,0.474881133,0.4,0.8,0.3,0.6
4.14,0.052173913,0.104347826,0.072091396,0.144182792,0.075614367,0.151228733,0.236294896,0.472589792,0.4,0.8,0.3,0.6
4.15,0.052048193,0.104096386,0.071860448,0.143720896,0.075250399,0.150500798,0.235157497,0.470314995,0.4,0.8,0.3,0.6
4.16,0.051923077,0.103846154,0.071630793,0.143261587,0.074889053,0.149778107,0.234028291,0.468056583,0.4,0.8,0.3,0.6
4.17,0.051798561,0.103597122,0.071402421,0.142804842,0.074530304,0.149060608,0.232907199,0.465814399,0.4,0.8,0.3,0.6
4.18,0.051674641,0.103349282,0.071175321,0.142350642,0.074174126,0.148348252,0.231794144,0.463588288,0.4,0.8,0.3,0.6
4.19,0.051551313,0.103102625,0.070949484,0.141898968,0.073820495,0.147640991,0.230689048,0.461378097,0.4,0.8,0.3,0.6
4.2,0.051428571,0.102857143,0.070724899,0.141449797,0.073469388,0.146938776,0.229591837,0.459183673,0.4,0.8,0.3,0.6
4.21,0.051306413,0.102612827,0.070501556,0.141003112,0.073120779,0.146241558,0.228502435,0.457004869,0.398102019,0.796204039,0.298576514,0.597153029
4.22,0.051184834,0.102369668,0.070279446,0.140558892,0.072774646,0.145549291,0.227420768,0.454841535,0.396217515,0.792435031,0.297163136,0.594326273
4.23,0.05106383,0.10212766,0.070058559,0.140117118,0.072430964,0.144861928,0.226346763,0.452693526,0.394346361,0.788692722,0.295759771,0.591519541
4.24,0.050943396,0.101886792,0.069838886,0.139677771,0.072089712,0.144179423,0.225280349,0.450560698,0.39248843,0.78497686,0.294366323,0.588732645
4.25,0.050823529,0.101647059,0.069620416,0.139240832,0.071750865,0.14350173,0.224221453,0.448442907,0.390643599,0.781287197,0.292982699,0.585965398
4.26,0.050704225,0.101408451,0.069403141,0.138806281,0.071414402,0.142828804,0.223170006,0.446340012,0.388811744,0.777623487,0.291608808,0.583217616
